species,Healthy_stool_10_1_noerr,Healthy_stool_10_10_noerr,Healthy_stool_10_100_noerr,Healthy_stool_10_50_noerr,Healthy_stool_100_1_noerr,Healthy_stool_100_10_noerr,Healthy_stool_100_100_noerr,Healthy_stool_100_50_noerr
Acinetobacter phage ZZ1,NA,NA,NA,NA,1,NA,5,3
Acinetobacter pittii,108,121,135,147,173,356,437,359
Acinetobacter sp. ADP1,136,128,142,152,136,143,141,145
Acinetobacter sp. BRTC-1,81,64,61,74,95,93,114,95
Acinetobacter sp. NCu2D-2,20,31,38,25,66,102,120,86
Acinetobacter sp. TGL-Y2,234,129,106,174,261,144,101,126
Acinetobacter sp. TTH0-4,128,78,56,82,187,110,114,97
Acinetobacter virus 133,NA,NA,NA,NA,NA,1,4,NA
Actinoalloteichus,1,1,2,1,2,3,2,2
Actinoalloteichus hymeniacidonis,209,256,284,207,137,123,153,173
Actinobacillus,NA,NA,NA,NA,2,13,29,12
Actinobacillus equuli,296,178,85,173,356,178,178,192
Actinobacillus pleuropneumoniae,450,286,184,298,441,243,235,223
Actinobacillus succinogenes,56,90,98,97,84,131,118,131
Actinobacillus suis,87,101,94,130,116,166,161,153
Actinomycetota,NA,NA,NA,NA,1,NA,3,1
Actinobacteria bacterium IMCC26256,172,138,93,157,176,91,61,102
Actinomyces,7,9,13,9,6,4,NA,3
Actinomyces meyeri,264,254,264,227,209,132,143,161
Actinomyces oris,209,349,343,335,136,153,185,220
Actinomyces radicidentis,311,494,616,398,177,235,256,306
Actinomyces sp. oral taxon 414,376,510,526,514,195,244,272,345
Actinomyces sp. VUL4_3,130,185,139,168,112,68,89,97
Actinomycetaceae,2,3,NA,3,NA,1,3,1
Actinomycetales,1,NA,1,NA,NA,NA,NA,NA
Actinoplanes,1,3,1,1,2,6,6,6
Actinoplanes friuliensis,425,562,631,499,303,316,341,420
Actinoplanes missouriensis,455,611,720,501,322,278,258,351
Actinoplanes sp. N902-109,544,702,751,679,395,348,382,477
Actinoplanes sp. SE50/110,443,560,536,527,279,243,321,362
Actinosynnema,NA,1,NA,1,NA,NA,NA,2
Actinosynnema mirum,575,801,791,787,324,343,385,480
Actinotignum,NA,NA,1,NA,NA,NA,NA,NA
Actinotignum schaalii,136,195,220,188,83,115,119,160
Acute bee paralysis virus,NA,NA,NA,NA,1,2,1,3
Adlercreutzia,NA,2,3,2,3,7,2,1
Adlercreutzia equolifaciens,2827,3945,5085,3304,10796,26025,84971,37795
Adoxophyes honmai entomopoxvirus 'L',63,45,11,31,71,12,7,14
Adoxophyes honmai nucleopolyhedrovirus,1,NA,1,2,NA,NA,NA,NA
Adoxophyes orana granulovirus,NA,NA,NA,NA,NA,1,1,NA
Adoxophyes orana nucleopolyhedrovirus,NA,NA,NA,NA,NA,2,NA,NA
Advenella kashmirensis,178,288,268,289,135,167,160,185
Advenella mimigardefordensis,126,152,145,145,102,129,141,146
Aequorivita sublithincola,201,144,112,186,264,209,230,214
Aerococcus christensenii,236,201,136,210,297,307,370,304
Aerococcus sanguinicola,79,82,94,125,94,121,159,112
Aerococcus urinae,70,110,73,118,95,212,318,187
Aerococcus urinaeequi,247,138,125,189,267,204,266,203
Aerococcus urinaehominis,152,76,45,82,193,164,170,132
Aerococcus viridans,18,30,40,42,99,201,389,157
Aeromicrobium,29,13,4,8,22,6,4,6
Aeromicrobium erythreum,319,340,432,284,229,165,214,251
Aeromonadaceae,6,1,2,NA,3,5,3,NA
Aeromonas,28,18,7,15,44,57,77,49
Aeromonas hydrophila,2167,2725,2475,2955,1469,1500,1734,2054
Aeromonas media,398,468,421,544,259,238,261,334
Aeromonas phage Aes012,NA,NA,NA,NA,3,2,6,2
Aeromonas phage Aes508,NA,NA,1,NA,3,2,7,2
Aeromonas phage CC2,NA,NA,NA,NA,NA,7,2,2
Aeromonas phage phiAS4,NA,NA,NA,NA,1,1,1,2
Aeromonas phage phiAS5,8,NA,2,1,3,2,1,4
Aeromonas phage PX29,11,4,3,3,13,2,1,7
Aeromonas salmonicida,467,541,423,608,390,310,401,429
Aeromonas schubertii,368,563,531,588,264,266,308,397
Aeromonas veronii,996,1127,1038,1293,1013,1334,2429,1858
Tulanevirus bteighttwo,NA,NA,NA,NA,3,2,7,2
Aeromonas virus 31,1,5,8,8,3,2,7,5
Biquartavirus 44RR2,1,5,8,8,3,2,7,5
Ishigurovirus osborne,NA,NA,NA,NA,1,NA,NA,2
Cinqassovirus aeh1,NA,NA,NA,NA,NA,5,4,4
African swine fever virus,NA,NA,NA,NA,1,2,10,4
Agarivorans gilvus,215,166,129,204,177,104,78,142
Aggregatibacter,NA,NA,NA,NA,NA,1,NA,NA
Aggregatibacter actinomycetemcomitans,94,78,91,99,125,199,197,154
Aggregatibacter aphrophilus,217,190,141,230,221,213,188,215
Agrobacterium,19,39,36,32,14,8,9,16
Agrobacterium fabrum,414,544,480,554,317,306,272,419
Agrobacterium tumefaciens,354,511,453,547,235,278,251,369
Agrobacterium sp. RAC06,447,419,302,405,324,207,217,260
Agrobacterium tumefaciens,1183,1394,1223,1416,944,804,729,976
Agrobacterium vitis,255,350,324,356,188,253,246,306
Agromyces,NA,3,1,1,NA,1,NA,NA
Agromyces sp. AR33,315,461,559,426,165,187,214,254
Agrotis ipsilon multiple nucleopolyhedrovirus,1,NA,NA,NA,2,5,6,1
Agrotis segetum granulovirus,NA,NA,NA,NA,NA,1,NA,NA
Agrotis segetum nucleopolyhedrovirus,NA,NA,NA,NA,1,NA,2,2
Agrotis segetum nucleopolyhedrovirus B,1,NA,NA,NA,NA,NA,NA,NA
Akkermansia,NA,1,1,NA,NA,1,NA,NA
Akkermansia glycaniphila,299,408,449,380,238,339,312,368
Akkermansia muciniphila,803,708,723,675,74401,193000,74353,118754
Akkermansiaceae,4,5,1,7,NA,3,NA,NA
Alcaligenaceae,10,10,12,13,3,7,5,7
Alcaligenes,3,2,1,4,1,13,41,14
Alcaligenes faecalis,275,235,189,284,260,204,278,230
Alcanivoracaceae,6,10,3,10,2,3,2,4
Alcanivorax,7,13,7,12,5,22,30,18
Alcanivorax borkumensis,49,41,42,53,51,85,99,64
Alloalcanivorax dieselolei,400,418,376,395,335,232,212,269
Isoalcanivorax pacificus,307,353,339,358,253,204,217,273
Alcanivorax sp. NBRC 101098,49,41,42,53,49,80,97,61
Alcelaphine gammaherpesvirus 1,NA,NA,NA,NA,NA,1,2,1
Alcelaphine herpesvirus 2,NA,NA,NA,NA,1,NA,1,NA
Enamovirus AEV,NA,NA,NA,NA,NA,1,NA,NA
Algibacter alginolytica,276,235,159,239,315,287,318,267
Algoriphagus sp. M8-2,481,382,305,382,456,287,248,290
Alicycliphilus,44,19,14,25,39,7,NA,9
Alicycliphilus denitrificans,778,861,849,907,636,505,1059,729
Alicyclobacillaceae,NA,NA,NA,NA,NA,NA,NA,1
Alicyclobacillus,NA,NA,2,NA,NA,NA,NA,NA
Alicyclobacillus acidocaldarius,371,484,569,449,273,356,343,383
Aliivibrio fischeri,188,140,75,138,257,264,220,174
Aliivibrio salmonicida,157,86,58,93,164,161,161,115
Aliivibrio wodanis,111,129,94,139,131,194,170,160
Alistipes,6,3,2,NA,2,3,NA,2
Alistipes finegoldii,35351,47280,71156,34177,60676,123789,125406,98558
Alkalilimnicola,1,NA,1,3,NA,NA,1,NA
Alkalilimnicola ehrlichii,348,453,392,489,275,180,196,263
Alkaliphilus metalliredigens,186,173,201,224,362,568,662,492
Alkaliphilus oremlandii,152,189,225,236,280,554,535,464
Allium virus X,10,18,10,23,9,NA,1,6
Allochromatium,9,1,NA,2,3,2,NA,2
Allochromatium vinosum,297,405,456,471,199,233,288,285
Allofrancisella guangzhouensis,113,71,31,68,151,80,66,77
alpha proteobacterium HIMB5,15,24,18,24,19,70,96,53
alpha proteobacterium HIMB59,1,2,1,NA,26,68,79,49
Alphaproteobacteria,1,2,2,NA,NA,NA,NA,1
Altererythrobacter,68,59,40,70,54,23,5,28
Altererythrobacter atlanticus,277,338,295,362,187,155,183,245
Altererythrobacter dongtanensis,261,256,287,211,177,103,110,161
Altererythrobacter epoxidivorans,172,194,250,184,127,91,84,130
Altererythrobacter ishigakiensis,80,90,73,80,123,101,92,80
Altererythrobacter marensis,124,160,208,159,85,120,106,137
Altererythrobacter namhicola,199,243,251,193,160,150,164,188
Alteromonadaceae,7,11,3,11,2,2,2,3
Alteromonadales,NA,NA,NA,NA,NA,1,1,NA
Alteromonas,NA,NA,NA,NA,3,8,2,7
Alteromonas stellipolaris,171,130,119,151,128,139,111,133
Alteromonas australica,34,39,36,48,69,130,115,98
Alteromonas macleodii,393,272,178,272,510,299,301,286
Alteromonas mediterranea,366,275,221,317,329,176,185,196
Alteromonas naphthalenivorans,101,64,57,73,107,69,91,72
Alteromonas phage vB_AmaP_AD45-P1,NA,NA,NA,NA,NA,NA,NA,2
Alteromonas sp. Mac1,231,159,141,175,178,120,108,130
Alteromonas stellipolaris,326,204,141,223,291,143,152,175
Amapar mammarenavirus,NA,NA,NA,NA,NA,1,NA,1
Aminobacter,8,1,NA,3,5,4,1,4
Aminobacter aminovorans,551,647,657,668,371,269,279,453
Aminobacterium,NA,NA,NA,1,NA,NA,NA,NA
Aminobacterium colombiense,130,158,186,160,131,132,124,149
Ammonifex,NA,NA,1,NA,1,NA,NA,NA
Ammonifex degensii,204,313,252,377,123,141,119,167
Amphibacillus xylanus,247,293,350,253,370,461,480,406
Amsacta moorei entomopoxvirus,NA,NA,NA,NA,NA,6,10,3
Amycolatopsis,31,14,3,9,23,10,4,4
Amycolatopsis japonica,240,266,354,241,189,224,221,250
Amycolatopsis mediterranei,556,640,658,609,412,378,365,467
Amycolatopsis methanolica,350,483,502,483,181,237,298,311
Amycolatopsis orientalis,482,662,805,573,324,426,516,544
Anabaena,NA,NA,NA,NA,NA,NA,NA,2
Anabaena cylindrica,56,71,80,92,107,172,177,144
Anabaena sp. 90,207,213,196,295,143,171,159,177
Anabaena sp. wa102,131,115,118,146,120,137,148,133
Acetomicrobium,NA,NA,1,NA,1,NA,NA,NA
Acetomicrobium mobile,60,90,82,80,35,74,67,73
Anaerococcus prevotii,268,343,236,365,352,513,935,552
Anaerolinea,NA,NA,NA,1,NA,NA,NA,NA
Anaerolinea thermophila,294,356,280,347,198,184,147,227
Anaerolineaceae bacterium oral taxon 439,114,168,170,183,96,229,209,199
Anaeromyxobacter,5,6,11,8,6,2,2,2
Anaeromyxobacter dehalogenans,780,944,1120,942,465,538,640,679
Anaeromyxobacter sp. Fw109-5,397,458,510,470,297,279,308,374
Anaeromyxobacter sp. K,343,478,610,449,183,291,400,365
Anaeromyxobacteraceae,5,5,5,6,NA,NA,2,1
Anaplasma centrale,41,41,33,37,34,26,31,29
Anaplasma marginale,52,67,49,75,39,32,20,33
Anaplasma phagocytophilum,53,75,54,72,41,45,41,64
Anaplasmataceae,NA,NA,NA,NA,NA,1,NA,NA
Anatid herpesvirus 1,NA,NA,NA,NA,NA,1,1,NA
Aneurinibacillus,NA,NA,NA,NA,NA,2,NA,NA
Aneurinibacillus sp. XH2,371,284,182,324,413,302,349,311
Anguillid herpesvirus 1,NA,NA,NA,NA,3,7,2,1
Anomala cuprea entomopoxvirus,NA,2,1,NA,2,12,22,7
Anopheles minimus irodovirus,NA,NA,NA,NA,NA,2,7,2
Anoxybacillus amylolyticus,155,114,95,121,198,305,223,214
Anoxybacillus flavithermus,9,27,34,26,73,214,193,148
Anoxybacillus gonensis,96,66,53,72,178,260,251,202
Anoxybacillus sp. B2M1,52,82,92,110,131,310,258,231
Anoxybacillus sp. B7M1,72,91,121,108,153,363,295,260
Aotine herpesvirus 1,NA,NA,NA,NA,NA,1,4,NA
Apocheima cinerarium nucleopolyhedrovirus,NA,NA,NA,NA,NA,NA,NA,1
Aquifex aeolicus,110,63,30,68,138,73,67,79
Arabis mosaic virus,NA,NA,NA,NA,2,5,NA,1
Arachidicoccus sp. BS20,437,347,224,343,513,406,452,444
Arcanobacterium,NA,NA,NA,NA,3,NA,NA,NA
Arcanobacterium haemolyticum,140,149,120,165,123,122,97,131
Archaeal BJ1 virus,NA,NA,NA,NA,NA,NA,NA,1
Archaeoglobus fulgidus,50,25,11,30,37,33,29,29
Archaeoglobus profundus,27,22,32,35,16,48,34,32
Archaeoglobus sulfaticallidus,71,30,16,43,109,53,55,55
Archaeoglobus veneficus,72,88,52,86,78,46,33,61
Archangium,1,2,1,1,NA,NA,1,2
Archangium gephyra,744,913,890,979,520,434,476,617
Arcobacter,NA,NA,NA,NA,NA,1,NA,1
Aliarcobacter butzleri,26,31,53,59,136,294,332,247
Arcobacter nitrofigilis,137,85,41,98,164,216,211,187
Arcobacter sp. L,26,46,42,56,117,226,218,194
Armadillidium vulgare iridescent virus,108,60,24,63,106,15,8,16
Aromatoleum,NA,NA,NA,NA,NA,NA,NA,1
Aromatoleum aromaticum,232,254,202,222,227,134,187,188
Arsenicicoccus,NA,NA,NA,NA,NA,1,2,1
Arsenicicoccus sp. oral taxon 190,150,239,301,238,86,125,183,207
Arsenophonus symbiont of Lipoptena fortisetosa,2,1,1,1,14,42,41,27
Arthrobacter,5,9,8,4,7,5,7,6
Arthrobacter alpinus,440,503,516,556,335,247,242,334
Arthrobacter phage BarretLemon,NA,NA,NA,NA,NA,1,1,1
Arthrobacter phage Kitkat,NA,NA,NA,NA,NA,1,NA,NA
Arthrobacter phage Mudcat,NA,NA,NA,NA,NA,1,NA,NA
Arthrobacter phage vB_ArS-ArV2,4,7,15,7,2,NA,NA,2
Arthrobacter sp. A3,371,323,235,413,398,196,155,254
Arthrobacter sp. ATCC 21022,164,218,284,236,104,147,166,161
Arthrobacter sp. ERGS1:01,297,393,446,487,183,227,237,314
Arthrobacter sp. FB24,339,432,412,481,159,156,159,287
Arthrobacter sp. IHBB 11108,206,202,187,254,186,119,109,178
Arthrobacter sp. LS16,424,497,413,553,260,200,193,307
Arthrobacter sp. PAMC 25486,385,429,408,346,278,174,163,252
Arthrobacter sp. Rue61a,278,309,350,343,157,132,116,210
Arthrobacter sp. U41,361,399,373,462,264,193,203,288
Arthrobacter sp. YC-RL1,416,536,487,616,264,218,217,381
Arthrobacter sp. ZXY-2,356,359,384,358,291,190,252,226
Asaia bogorensis,286,298,191,322,226,151,126,177
Aster yellows witches'-broom phytoplasma,NA,NA,1,1,16,46,40,40
Asticcacaulis,NA,NA,4,2,NA,NA,1,1
Asticcacaulis excentricus,339,449,341,520,262,200,185,256
Ateline herpesvirus 3,NA,NA,NA,NA,NA,1,NA,NA
Atopobiaceae,1,NA,NA,1,NA,NA,NA,NA
Lancefieldella parvula,658,904,1276,644,408,432,358,579
Atractylodes mild mottle virus,NA,NA,NA,NA,NA,NA,1,NA
Aurantimonadaceae,3,4,3,1,NA,NA,NA,NA
Aurantimonas phage AmM-1,NA,NA,NA,NA,NA,NA,4,NA
Aureimonas,5,3,3,6,2,NA,NA,NA
Aureimonas sp. AU20,274,358,444,305,211,184,252,251
Aureococcus anophagefferens virus,NA,NA,NA,NA,2,3,4,4
Avian paramyxovirus 5,NA,NA,NA,NA,NA,1,NA,NA
Azoarcus,49,29,22,46,43,13,9,19
Azoarcus olearius,253,375,398,372,174,203,270,260
Azoarcus sp. BH72,286,388,415,402,223,209,282,279
Azoarcus sp. CIB,281,361,412,308,205,192,306,284
Azoarcus sp. KH32C,286,300,330,254,195,158,230,234
Azorhizobium,NA,NA,NA,NA,NA,2,2,NA
Azorhizobium caulinodans,598,644,612,639,403,295,336,428
Azospira,3,3,2,4,2,1,NA,6
Azospira oryzae,366,494,542,584,226,261,330,389
Azospirillum,10,17,11,16,14,15,6,15
Azospirillum brasilense,876,1221,1178,1226,526,584,674,789
Azospirillum humicireducens,454,467,362,448,445,193,222,264
Azospirillum lipoferum,1070,1348,1445,1419,722,640,791,971
Azospirillum thiophilum,438,591,608,636,273,354,472,455
Azotobacter,NA,NA,NA,NA,NA,1,1,1
Azotobacter chroococcum,493,589,551,686,358,319,316,428
Azotobacter vinelandii,527,582,495,642,388,291,292,429
Bacillaceae,3,NA,2,NA,1,2,1,3
Bacillales,NA,NA,NA,NA,1,NA,1,NA
Bacillus
 
 <firmicutes>
 
,7,1,NA,3,2,6,6,12
Bacillus amyloliquefaciens,591,670,630,755,679,905,750,854
Bacillus anthracis,135,120,107,134,244,384,395,307
Bacillus atrophaeus,267,264,217,300,276,330,299,317
Bacillus beveridgei,207,164,154,212,285,271,294,266
Bacillus bombysepticus,140,103,97,119,280,469,446,396
Evansella cellulosilytica,146,99,67,110,209,294,344,254
Bacillus cereus,994,844,801,964,1570,2340,2282,1912
Shouchella clausii,29,32,21,38,88,163,174,117
Heyndrickxia coagulans,362,444,446,544,477,688,640,669
Bacillus cytotoxicus,194,164,159,192,327,457,409,384
Priestia endophytica,87,121,150,155,207,444,459,360
Bacillus gibsonii,113,167,163,186,187,377,324,293
Bacillus glycinifermentans,38,78,90,99,114,261,260,231
Halalkalibacterium halodurans,101,71,80,85,180,230,223,189
Bacillus infantis,207,224,171,228,312,444,447,414
Shouchella lehensis,63,44,49,59,162,310,297,217
Bacillus licheniformis,112,130,158,118,225,384,335,281
Priestia megaterium,315,338,261,318,615,911,923,725
Bacillus methanolicus,107,130,130,175,201,367,377,309
Bacillus muralis,123,121,84,130,192,335,324,289
Bacillus mycoides,274,254,212,271,504,849,845,762
Cytobacillus oceanisediminis,252,215,205,255,427,566,486,477
Bacillus paralicheniformis,161,194,220,272,213,427,352,322
Bacillus phage 0305phi8-36,NA,3,NA,1,NA,NA,1,4
Bacillus phage AR9,NA,NA,NA,NA,2,5,5,7
Bacillus phage Aurora,NA,NA,NA,NA,1,3,1,NA
Bacillus phage AvesoBmore,NA,NA,NA,NA,NA,1,2,3
Bacillus phage B4,24,7,5,11,13,3,2,2
Bacillus phage Bastille,NA,NA,NA,NA,NA,3,1,3
Bacillus phage BCJA1c,NA,NA,NA,NA,1,8,1,2
Bacillus phage Bcp1,NA,NA,NA,1,1,1,1,1
Bacillus phage BCP8-2,19,26,19,30,15,9,3,9
Bacillus phage Belinda,NA,NA,NA,NA,1,3,1,3
Bacillus phage BigBertha,NA,NA,NA,NA,NA,NA,1,NA
Bacillus phage BM5,NA,NA,NA,NA,NA,NA,NA,3
Bacillus phage Bobb,NA,NA,NA,NA,NA,1,NA,1
Bacillus phage BPS13,NA,NA,NA,NA,NA,1,1,NA
Bacillus phage CampHawk,NA,NA,NA,NA,NA,3,3,NA
Bacillus phage CP-51,NA,NA,NA,NA,NA,3,3,2
Bacillus phage Deep Blue,14,22,19,28,7,9,4,7
Bacillus phage DIGNKC,NA,NA,NA,NA,2,3,2,3
Bacillus phage DirtyBetty,NA,NA,NA,NA,NA,3,3,3
Bacillus phage Eldridge,NA,NA,NA,NA,4,3,2,2
Bacillus phage Evoli,NA,NA,NA,NA,NA,4,3,2
Bacillus phage Eyuki,NA,NA,NA,NA,NA,3,3,3
Bacillus phage Fah,NA,NA,NA,NA,3,7,6,3
Bacillus phage Gamma,NA,NA,NA,NA,3,7,6,3
Bacillus phage Grass,NA,NA,NA,NA,3,2,2,4
Bacillus phage Hakuna,NA,NA,NA,NA,NA,3,3,3
Bacillus phage JBP901,19,26,19,30,16,8,5,9
Bacillus phage JL,2,3,8,6,5,4,3,10
Bacillus phage Kida,NA,NA,NA,NA,NA,3,3,3
Bacillus phage Megatron,NA,NA,NA,NA,NA,3,3,3
Bacillus phage Nemo,NA,NA,NA,NA,1,3,3,4
Bacillus phage Nigalana,NA,NA,NA,NA,NA,3,3,3
Bacillus phage NotTheCreek,NA,NA,NA,NA,NA,3,3,3
Bacillus phage Palmer,NA,NA,NA,NA,NA,1,2,NA
Bacillus phage phi105,NA,NA,NA,NA,NA,4,3,1
Bacillus phage phiAGATE,NA,NA,NA,NA,1,11,2,5
Bacillus phage phiNIT1,NA,NA,NA,NA,3,2,3,4
Bacillus phage Phrodo,NA,NA,NA,NA,NA,NA,1,NA
Bacillus phage PM1,NA,NA,NA,NA,NA,NA,NA,3
Bacillus phage Riley,NA,NA,NA,NA,NA,1,2,3
Bacillus phage SageFayge,NA,NA,NA,NA,NA,3,3,3
Bacillus phage Shanette,2,3,8,6,4,1,3,7
Bacillus phage Shbh1,NA,NA,NA,NA,1,2,NA,1
Bacillus phage Slash,NA,NA,NA,NA,2,5,4,7
Bacillus phage SP-10,NA,NA,NA,NA,NA,NA,1,NA
Bacillus phage SP-15,NA,NA,NA,NA,1,5,1,1
Bacillus phage SPG24,NA,NA,NA,NA,3,2,2,4
Bacillus phage Spock,NA,NA,NA,NA,2,2,2,3
Bacillus phage SPP1,34,19,8,13,35,4,1,6
Bacillus phage Staley,NA,NA,NA,NA,2,5,3,6
Bacillus phage Stitch,NA,NA,NA,NA,NA,2,3,3
Bacillus phage TP21-L,NA,NA,NA,NA,2,6,4,5
Bacillus phage TsarBomba,NA,NA,NA,NA,1,3,NA,4
Bacillus phage vB_BanS-Tsamsa,NA,2,1,NA,4,10,7,5
Bacillus phage vB_BceM-Bc431v3,14,22,19,28,7,6,3,6
Bacillus phage vB_BhaS-171,1,NA,2,NA,1,1,NA,1
Bacillus phage vB_BtS_BMBtp3,NA,NA,NA,NA,1,NA,1,NA
Bacillus phage W.Ph.,NA,NA,NA,NA,1,9,9,3
Bacillus phage Waukesha92,8,10,7,16,4,2,1,6
