species,Healthy_stool_10_1_noerr,Healthy_stool_10_10_noerr,Healthy_stool_10_100_noerr,Healthy_stool_10_50_noerr,Healthy_stool_100_1_noerr,Healthy_stool_100_10_noerr,Healthy_stool_100_100_noerr,Healthy_stool_100_50_noerr
Methanothrix soehngenii,67,61,42,58,70,59,61,65
Methanothrix harundinacea,87,94,73,107,52,50,51,61
Methanosalsum zhilinae,55,42,19,37,82,99,104,94
Methanosarcina,NA,NA,NA,NA,NA,1,NA,NA
Methanosarcina acetivorans,57,65,54,83,90,127,149,122
Methanosarcina barkeri,152,127,120,140,230,341,363,315
Methanosarcina horonobensis,221,154,112,154,256,192,145,155
Methanosarcina lacustris,72,79,87,85,45,83,69,75
Methanosarcina mazei,192,137,109,170,235,185,193,169
Methanosarcina siciliae,70,100,85,112,91,161,152,148
Methanosarcina sp. Kolksee,130,106,76,114,135,126,132,119
Methanosarcina sp. MTP4,125,116,61,126,119,95,99,91
Methanosarcina sp. WH1,77,77,63,95,70,118,125,126
Methanosarcina sp. WWM596,63,57,48,69,83,109,122,112
Methanosarcina thermophila,68,41,30,46,123,96,91,81
Methanosarcina vacuolata,89,81,61,86,101,122,127,98
Methanosphaera stadtmanae,55,34,33,43,86,111,109,69
Methanosphaerula palustris,160,123,96,120,161,90,57,101
Methanospirillum hungatei,293,145,58,159,304,107,101,139
Methanothermobacter marburgensis,18,29,31,28,10,21,26,26
Methanothermobacter phage psiM100,NA,NA,NA,NA,NA,1,NA,NA
Methanothermobacter sp. CaT2,16,26,25,11,22,30,37,36
Methanothermobacter thermautotrophicus,8,19,18,6,16,20,23,23
Methanothermococcus okinawensis,NA,2,2,2,42,76,76,64
Methanothermus fervidus,4,16,13,8,21,30,52,29
Methanotorris igneus,12,21,22,32,38,60,43,57
Candidatus Methylacidiphilum fumarolicum,45,60,57,67,60,76,81,61
Candidatus Methylacidiphilum infernorum,9,9,10,3,40,72,71,41
Methylibium,3,8,3,7,4,2,NA,6
Methylibium petroleiphilum,436,526,509,556,312,282,306,334
Methylobacillus flagellatus,248,240,229,248,180,145,153,205
Methylobacteriaceae,4,3,2,2,1,NA,2,1
Methylobacterium,15,22,30,37,11,13,9,21
Methylobacterium aquaticum,465,639,592,629,253,252,310,364
Methylorubrum extorquens,420,657,708,597,284,342,409,487
Methylobacterium nodulans,263,383,385,353,169,185,265,280
Methylorubrum populi,270,353,400,344,230,192,248,266
Methylobacterium radiotolerans,506,574,646,511,421,266,286,371
Methylobacterium sp. 4-46,447,550,533,535,338,241,266,313
Methylobacterium sp. AMS5,315,464,488,504,190,211,260,335
Methylobacterium sp. C1,363,369,379,359,332,193,244,251
Methyloceanibacter,1,4,4,4,NA,1,NA,1
Methyloceanibacter caenitepidi,233,349,337,393,136,148,117,204
Methylocella silvestris,129,156,179,87,101,146,152,163
Methylococcaceae,NA,NA,NA,NA,1,2,4,2
Methylococcus,2,4,1,1,NA,1,3,1
Methylococcus capsulatus,183,281,264,279,115,144,191,189
Methylocystis,6,7,11,22,2,1,NA,3
Methylocystis sp. SC2,168,197,253,168,109,108,145,156
Methylotuvimicrobium alcaliphilum,170,198,164,190,171,156,144,166
Methylomonas,3,7,5,12,1,4,2,4
Methylomonas denitrificans,208,232,226,222,198,190,201,209
Methylomonas methanica,140,191,187,204,105,161,167,158
Methylomonas sp. DH-1,389,469,492,561,280,281,230,357
Methylophaga,3,2,1,4,NA,1,NA,3
Methylophaga frappieri,105,57,55,93,118,89,100,77
Methylophaga nitratireducenticrescens,268,147,146,127,220,130,158,148
Methylophilaceae,NA,NA,NA,NA,NA,1,NA,NA
Methylophilus sp. TWE2,75,61,45,64,111,115,109,78
Methylotenera,NA,NA,NA,NA,NA,NA,5,NA
Methylotenera mobilis,54,54,43,68,93,109,119,69
Methylotenera versatilis,37,34,31,49,88,115,131,90
Methyloversatilis,7,1,NA,2,3,NA,NA,1
Methyloversatilis sp. RAC08,324,378,412,394,233,189,224,252
Methylovorus,3,2,1,4,NA,5,2,6
Methylovorus glucosotrophus,107,150,145,144,90,143,148,141
Methylovorus sp. MP688,151,177,156,180,131,132,143,153
Micavibrio,NA,NA,1,NA,NA,NA,NA,NA
Micavibrio aeruginosavorus,144,146,132,175,122,169,209,186
Microbacteriaceae,10,14,13,8,3,10,6,9
Microbacterium,2,1,1,3,7,3,4,5
Microbacterium chocolatum,53,89,106,72,48,74,94,84
Microbacterium phage vB_MoxS-ISF9,1,1,NA,NA,1,NA,NA,2
Microbacterium sp. BH3-3-3,126,215,270,179,105,133,180,167
Microbacterium sp. CGR1,101,123,164,104,80,119,133,122
Microbacterium sp. No. 7,166,255,401,233,104,157,227,188
Microbacterium sp. PAMC 28756,218,331,392,276,127,189,185,239
Microbacterium sp. XT11,220,273,296,263,134,164,166,195
Microbacterium testaceum,262,353,419,327,189,171,171,219
Microbulbifer,14,14,12,26,5,3,NA,6
Microbulbifer sp. CCB-MM1,358,421,370,433,280,215,203,265
Microbulbifer thermotolerans,227,310,276,349,185,195,153,198
Microbulbiferaceae,7,13,3,12,3,3,2,5
Micrococcaceae,9,10,14,15,5,4,8,4
Micrococcales,10,12,8,12,1,3,6,9
Micrococcus,NA,NA,NA,NA,NA,1,2,1
Micrococcus luteus,202,315,298,325,134,114,138,191
Microcoleaceae,NA,NA,NA,NA,NA,NA,NA,1
Microcoleus sp. PCC 7113,156,162,128,197,179,183,148,182
Microcystis
 
 <cyanobacteria>
 
,NA,NA,NA,NA,NA,NA,NA,1
Microcystis aeruginosa,149,145,158,170,135,174,194,179
Microcystis panniformis,171,146,130,166,175,150,152,145
Microlunatus,NA,NA,1,1,4,4,5,4
Microlunatus phosphovorus,296,318,345,307,267,174,195,231
Micromonas pusilla virus 12T,NA,NA,NA,NA,2,6,3,5
Micromonas sp. RCC1109 virus MpV1,5,3,7,4,3,4,1,6
Micromonospora,5,3,1,1,7,4,2,2
Micromonospora aurantiaca (nom. illeg.),512,693,604,743,327,270,288,399
Micromonospora sp. L5,390,607,580,656,238,249,304,357
Micromonosporaceae,31,18,7,11,21,9,6,6
Micromonosporales,NA,NA,NA,NA,NA,NA,NA,1
Micromys minutus papillomavirus 1,NA,NA,NA,NA,1,1,NA,NA
Bracoviriform demolitoris,NA,NA,NA,NA,1,NA,2,1
Microterricola,NA,2,1,1,1,1,2,NA
Microterricola viridarii,251,348,407,300,187,150,166,246
Mink coronavirus strain WD1127,NA,NA,NA,NA,NA,2,1,NA
Roseateles,3,3,NA,4,9,5,3,4
Mitsuaria sp. 7,493,537,603,490,375,287,350,345
Mobiluncus curtisii,38,61,79,71,441,1142,763,791
Mocis sp. granulovirus,NA,NA,NA,NA,NA,NA,1,NA
Modestobacter,29,13,4,9,24,4,1,4
Modestobacter marinus,254,419,493,363,145,196,263,260
Modoc virus,NA,NA,NA,NA,NA,1,2,1
Mojiang virus,1,1,5,3,3,1,NA,3
Mollivirus sibericum,9,4,2,2,8,1,2,1
Molluscum contagiosum virus subtype 1,6,8,7,9,5,2,5,8
Monkeypox virus Zaire-96-I-16,11,1,3,2,5,3,4,3
Moorena producens,163,151,125,172,192,159,184,167
Neomoorella,NA,NA,NA,NA,NA,NA,1,NA
Neomoorella thermoacetica,175,246,282,269,113,177,198,208
Moraxella,NA,NA,NA,NA,NA,NA,2,NA
Moraxella catarrhalis,115,123,107,136,114,126,105,137
Faucicola osloensis,133,91,73,104,117,84,75,60
Moraxella ovis,81,75,108,90,88,123,95,96
Morganella
 
 <basidiomycete fungi>
 
,NA,NA,NA,NA,3,18,28,12
Morganella morganii,118,125,155,127,166,315,273,232
Morganella phage vB_MmoM_MP1,NA,NA,NA,NA,1,NA,1,1
Morganellaceae,3,2,1,4,NA,1,NA,2
Moritella viscosa,99,61,78,81,103,109,168,120
Mucilaginibacter sp. PAMC 26640,550,453,335,428,545,395,387,377
Mucinivorans hirudinis,1212,1182,1247,1163,1124,754,779,916
Mulberry mosaic dwarf associated virus,NA,NA,NA,NA,NA,1,NA,1
Muricauda lutaonensis,357,280,263,278,328,247,246,254
Flagellimonas ruestringensis,426,353,282,336,427,239,310,315
Murid betaherpesvirus 2,25,38,37,42,9,15,4,16
Murid gammaherpesvirus 4,NA,NA,NA,NA,NA,1,2,1
Murray Valley encephalitis virus,NA,NA,NA,NA,NA,1,1,2
Mycobacteriaceae,7,5,8,5,1,1,4,3
Mycobacterium,62,60,37,51,58,43,48,38
Mycobacteroides abscessus,364,491,414,577,274,222,247,288
Mycobacterium tuberculosis variant africanum,71,91,122,86,43,65,82,74
Mycobacterium avium,383,518,615,495,230,265,378,400
Mycobacterium tuberculosis variant bovis,71,91,122,86,45,79,107,86
Mycobacterium canetti,60,77,102,74,44,70,87,65
Mycobacteroides chelonae,150,210,230,212,95,117,112,147
Mycobacterium chimaera,183,253,279,281,94,123,146,156
Mycolicibacterium chubuense,170,253,347,246,102,142,195,175
Mycolicibacterium fortuitum,168,275,263,262,126,151,164,202
Mycolicibacterium gilvum,253,361,445,328,171,229,219,272
Mycobacterium goodii,310,442,433,418,183,171,217,285
Mycobacterium haemophilum,289,276,257,312,236,95,130,186
Mycobacterium immunogenum,139,214,268,202,81,107,116,127
Mycobacterium intracellulare subsp. intracellulare,144,211,235,232,82,114,148,133
Mycobacterium intracellulare,176,255,278,290,108,175,184,183
Mycobacterium kansasii,201,254,247,296,113,169,141,198
Mycobacterium leprae,110,112,132,96,86,46,54,76
Mycobacterium liflandii,174,196,203,203,119,142,173,175
Mycobacterium marinum,192,261,251,298,130,179,197,219
Mycolicibacterium neoaurum,263,404,404,395,149,176,174,249
Mycobacterium phage 20ES,23,41,49,19,13,11,6,16
Mycobacterium phage 39HC,NA,NA,NA,NA,NA,NA,1,NA
Mycobacterium phage Adler,NA,NA,NA,NA,NA,1,NA,NA
Mycobacterium phage Adzzy,NA,NA,NA,NA,NA,NA,2,NA
Mycobacterium phage Aeneas,NA,NA,NA,NA,NA,NA,1,1
Mycobacterium phage Alice,NA,NA,1,NA,NA,1,6,1
Mycobacterium phage Alsfro,NA,NA,NA,NA,NA,NA,1,1
Mycobacterium phage Anubis,NA,NA,NA,NA,NA,2,1,2
Mycobacterium phage Apizium,2,NA,2,2,NA,NA,1,1
Mycobacterium phage ArcherS7,NA,NA,NA,NA,NA,1,4,1
Mycobacterium phage Archie,9,6,16,7,1,4,1,8
Mycobacterium phage Ardmore,NA,NA,1,NA,NA,NA,NA,NA
Mycobacterium phage Ariel,4,6,5,1,1,1,2,3
Mycobacterium phage Astraea,NA,NA,NA,NA,NA,1,2,1
Mycobacterium phage Badfish,2,NA,2,2,NA,NA,4,1
Mycobacterium phage Bane1,13,15,19,2,3,5,4,1
Mycobacterium phage Barnyard,118,70,37,60,105,15,2,16
Mycobacterium phage BellusTerra,24,7,4,10,24,3,1,1
Mycobacterium phage Bernal13,57,22,14,34,67,9,2,11
Mycobacterium phage Bethlehem,5,4,13,12,1,2,1,3
Mycobacterium phage Bipolar,NA,NA,NA,NA,NA,1,4,3
Mycobacterium phage Blue7,2,NA,1,1,NA,NA,NA,NA
Mycobacterium phage Bobi,1,1,3,NA,NA,1,4,4
Mycobacterium phage Boomer,NA,NA,NA,NA,NA,NA,NA,1
Mycobacterium phage Breeniome,NA,NA,NA,NA,NA,2,10,4
Mycobacterium phage bron,NA,NA,2,NA,NA,NA,NA,NA
Mycobacterium phage BrownCNA,3,3,2,1,NA,2,1,NA
Mycobacterium phage Bruin,6,7,3,11,4,2,5,9
Mycobacterium phage Brusacoram,NA,NA,NA,NA,1,NA,2,NA
Mycobacterium phage BTCU-1,5,12,4,13,1,4,1,5
Mycobacterium phage BuzzLyseyear,1,1,3,NA,NA,NA,NA,2
Mycobacterium phage Bxz1,NA,NA,NA,NA,NA,1,6,3
Mycobacterium phage Cali,NA,NA,NA,NA,NA,NA,2,NA
Mycobacterium phage CaptainTrips,4,6,8,3,NA,2,1,NA
Mycobacterium phage Catdawg,8,15,6,17,3,8,5,6
Mycobacterium phage Catera,NA,NA,NA,NA,NA,1,4,1
Mycobacterium phage Cerasum,NA,NA,NA,NA,NA,NA,NA,2
Mycobacterium phage Che8,NA,NA,NA,NA,NA,NA,NA,1
Mycobacterium phage Cheetobro,NA,NA,NA,NA,1,NA,1,NA
Mycobacterium phage Chy4,NA,NA,NA,NA,2,NA,3,3
Mycobacterium phage Chy5,NA,NA,NA,NA,2,NA,3,3
Mycobacterium phage Colbert,2,NA,2,2,NA,NA,NA,1
Mycobacterium phage Contagion,6,7,3,11,4,2,5,9
Mycobacterium phage Cooper,8,5,13,8,4,7,4,8
Mycobacterium phage Corndog,8,15,6,17,3,8,4,6
Mycobacterium phage CRB1,NA,NA,NA,NA,NA,NA,1,NA
Mycobacterium phage D29,NA,NA,NA,NA,2,NA,3,3
Mycobacterium phage Daenerys,1,1,2,NA,NA,NA,NA,NA
Mycobacterium phage Dandelion,NA,NA,NA,NA,NA,NA,2,NA
Mycobacterium phage Dante,1,1,2,NA,NA,NA,2,1
Mycobacterium phage DD5,5,4,13,12,1,2,1,3
Mycobacterium phage DeadP,3,5,6,3,NA,2,1,NA
Mycobacterium phage Doom,NA,NA,NA,NA,NA,NA,4,NA
Mycobacterium phage Dori,NA,NA,NA,NA,2,NA,NA,1
Mycobacterium phage Drago,NA,NA,NA,NA,NA,NA,NA,1
Mycobacterium phage DrDrey,6,7,3,11,4,1,5,9
Mycobacterium phage DS6A,4,9,12,1,3,8,9,4
Mycobacterium phage Dumbo,6,7,3,11,4,1,5,9
Mycobacterium phage Dylan,9,17,7,19,3,10,4,8
Mycobacterium phage Enkosi,NA,1,NA,NA,2,2,NA,1
Mycobacterium phage Eremos,2,NA,2,2,NA,NA,1,1
Mycobacterium phage Estave1,NA,NA,NA,NA,NA,NA,NA,1
Mycobacterium phage ET08,NA,NA,NA,NA,NA,NA,2,NA
Mycobacterium phage Euphoria,5,4,13,12,1,2,1,3
Mycobacterium phage fionn,NA,NA,NA,NA,1,NA,1,NA
Mycobacterium phage Firecracker,NA,NA,NA,NA,NA,2,1,NA
Mycobacterium phage First,23,41,49,19,13,12,7,16
Mycobacterium phage FlagStaff,1,NA,1,1,NA,1,NA,NA
Mycobacterium phage Florinda,NA,NA,NA,NA,NA,NA,2,1
Mycobacterium phage Fredward,NA,NA,NA,NA,1,3,4,NA
Mycobacterium phage Gizmo,NA,NA,NA,NA,NA,NA,2,NA
Mycobacterium phage Goku,6,7,3,11,4,1,5,9
Mycobacterium phage Gumball,NA,1,1,NA,NA,NA,NA,1
Mycobacterium phage GUmbie,NA,NA,1,NA,NA,NA,NA,1
Mycobacterium phage Hades,NA,NA,NA,NA,NA,NA,2,1
Mycobacterium phage Hamulus,1,1,3,NA,NA,NA,NA,NA
Mycobacterium phage Hosp,NA,NA,NA,NA,NA,NA,1,NA
Mycobacterium phage HufflyPuff,6,7,3,11,4,1,5,9
Mycobacterium phage HyRo,NA,NA,1,NA,NA,1,6,1
Mycobacterium phage Iracema64,26,9,4,12,27,9,1,6
Mycobacterium phage Jabbawokkie,NA,NA,NA,NA,NA,NA,2,1
Mycobacterium phage JacAttac,1,NA,NA,1,NA,NA,1,1
Mycobacterium phage JAMaL,NA,NA,NA,NA,NA,1,2,NA
Mycobacterium phage Job42,1,1,2,NA,NA,NA,NA,2
Mycobacterium phage Jolie1,NA,2,1,1,NA,NA,2,NA
Mycobacterium phage Jolie2,NA,NA,NA,NA,NA,NA,1,NA
Mycobacterium phage Kampy,24,7,4,10,24,3,1,1
Mycobacterium phage KayaCho,NA,NA,NA,NA,NA,NA,1,NA
Mycobacterium phage Kikipoo,NA,NA,NA,NA,NA,NA,1,NA
Mycobacterium phage Kimberlium,1,1,2,NA,NA,NA,NA,1
Mycobacterium phage L5,NA,2,1,NA,NA,NA,NA,NA
Mycobacterium phage Larenn,1,2,NA,1,NA,1,1,1
Mycobacterium phage Liefie,NA,1,1,NA,NA,NA,NA,NA
Mycobacterium phage Lilac,6,7,3,11,4,1,5,9
Mycobacterium phage Lockley,5,4,13,12,1,2,1,3
Mycobacterium phage Loser,10,3,17,5,3,4,1,6
Mycobacterium phage Manad,2,NA,2,2,NA,NA,NA,1
Mycobacterium phage MarQuardt,NA,NA,NA,NA,NA,2,1,2
Mycobacterium phage MiaZeal,4,6,5,1,1,1,2,3
Mycobacterium phage Mindy,6,7,3,11,4,1,5,9
Mycobacterium phage MoMoMixon,NA,NA,NA,NA,NA,NA,2,NA
Mycobacterium phage MOOREtheMARYer,NA,NA,1,NA,NA,1,2,NA
Mycobacterium phage MosMoris,NA,NA,NA,NA,NA,1,4,4
Mycobacterium phage Mulciber,NA,1,2,NA,NA,NA,1,1
Mycobacterium phage Murphy,6,7,3,11,4,1,5,9
Mycobacterium phage Myrna,2,NA,2,NA,3,1,2,1
Mycobacterium phage Nala,6,7,3,11,4,1,5,9
Mycobacterium phage Nappy,NA,NA,NA,NA,NA,NA,2,NA
Mycobacterium phage NelitzaMV,6,7,3,11,4,1,5,9
Mycobacterium phage Newman,1,NA,NA,1,NA,NA,1,1
Mycobacterium phage Nigel,6,3,4,7,1,1,3,1
Mycobacterium phage Nyxis,24,7,4,10,24,3,1,1
Mycobacterium phage Obama12,NA,NA,NA,NA,3,6,NA,4
Mycobacterium phage Oline,2,NA,2,2,NA,NA,NA,1
Mycobacterium phage Omega,1,1,3,NA,NA,NA,NA,NA
Mycobacterium phage Orion,1,NA,NA,1,NA,NA,1,1
Mycobacterium phage OSmaximus,1,NA,NA,1,NA,NA,4,1
Mycobacterium phage Ovechkin,1,1,2,NA,NA,NA,2,1
Mycobacterium phage Panchino,1,NA,2,NA,NA,1,3,1
Mycobacterium phage Papyrus,1,3,1,3,1,NA,NA,NA
Mycobacterium phage Patience,NA,NA,NA,NA,NA,1,NA,NA
Mycobacterium phage PBI1,NA,1,1,NA,NA,NA,NA,1
Mycobacterium phage Peaches,24,7,4,10,24,3,1,1
Mycobacterium phage PhatBacter,6,7,3,11,4,1,5,9
Mycobacterium phage Phaux,6,7,3,11,4,1,5,9
Mycobacterium phage Phayonce,NA,1,1,NA,NA,NA,1,NA
Mycobacterium phage Phelemich,NA,NA,NA,NA,NA,NA,1,NA
Mycobacterium phage Phipps,2,NA,2,2,NA,NA,1,1
Mycobacterium phage Phlei,9,13,10,3,2,1,NA,3
Mycobacterium phage Phrux,6,7,3,11,4,1,5,9
Mycobacterium phage Pleione,NA,NA,NA,NA,NA,NA,2,NA
Mycobacterium phage PLot,NA,1,1,NA,NA,NA,NA,1
Mycobacterium phage Pops,NA,NA,NA,NA,NA,NA,1,NA
Mycobacterium phage PopTart,3,5,5,3,NA,2,1,NA
Mycobacterium phage Pukovnik,NA,NA,NA,NA,NA,NA,1,NA
Mycobacterium phage Quico,NA,NA,NA,NA,NA,NA,2,1
Mycobacterium phage Quink,6,7,3,11,4,1,5,9
Mycobacterium phage Ramsey,NA,NA,NA,NA,NA,NA,NA,1
Mycobacterium phage Redi,NA,2,NA,1,NA,NA,NA,NA
Mycobacterium phage Redno2,4,6,5,1,1,1,5,4
Mycobacterium phage Rizal,NA,NA,NA,NA,NA,1,4,1
Mycobacterium phage Rosebush,1,NA,2,1,NA,NA,NA,NA
Mycobacterium phage Saal,NA,NA,NA,NA,NA,1,NA,1
Mycobacterium phage ScottMcG,NA,NA,1,NA,NA,1,4,1
Mycobacterium phage Seagreen,1,1,2,NA,NA,NA,2,2
Mycobacterium phage SG4,NA,NA,1,NA,NA,1,2,2
Mycobacterium phage ShedlockHolmes,3,7,12,8,3,3,NA,3
Mycobacterium phage ShiVal,2,NA,2,2,NA,NA,NA,1
Mycobacterium phage SiSi,NA,NA,NA,NA,NA,NA,2,1
Mycobacterium phage Smeadley,NA,NA,NA,NA,NA,1,4,NA
Mycobacterium phage Sneeze,NA,1,1,NA,NA,NA,NA,NA
Mycobacterium phage Soto,1,NA,NA,1,NA,NA,3,1
Mycobacterium phage Sparkdehlily,NA,NA,NA,NA,NA,1,2,1
Mycobacterium phage Sparky,NA,NA,NA,NA,NA,1,3,1
Mycobacterium phage Spud,NA,NA,1,NA,NA,1,4,1
Mycobacterium phage Squirty,3,5,5,3,NA,2,2,2
Mycobacterium phage Stinger,NA,NA,NA,NA,NA,1,1,NA
Mycobacterium phage Suffolk,2,NA,2,2,NA,NA,3,1
Mycobacterium phage SweetiePie,NA,NA,NA,2,1,NA,NA,NA
Mycobacterium phage Swish,1,NA,NA,1,NA,NA,1,1
Mycobacterium phage SWU1,NA,2,1,NA,NA,NA,NA,NA
Mycobacterium phage Taj,3,5,6,3,NA,2,1,NA
Mycobacterium phage TheloniousMonk,NA,2,NA,2,NA,NA,NA,NA
Mycobacterium phage Thibault,10,5,2,6,12,NA,1,1
Mycobacterium phage TM4,NA,1,9,NA,NA,2,3,1
Mycobacterium phage Tonenili,3,3,2,1,NA,1,6,3
Mycobacterium phage Troll4,NA,1,1,NA,NA,NA,NA,1
Mycobacterium phage UncleHowie,1,NA,NA,1,NA,NA,1,1
Mycobacterium phage UnionJack,NA,NA,NA,NA,1,NA,NA,NA
Mycobacterium phage Validus,NA,NA,NA,NA,NA,1,NA,2
Mycobacterium phage Velveteen,NA,NA,NA,NA,NA,NA,NA,2
Mycobacterium phage Vincenzo,NA,NA,NA,NA,NA,1,2,NA
Mycobacterium phage Vista,1,NA,NA,1,NA,NA,1,1
Mycobacterium phage Vortex,2,NA,2,2,NA,NA,1,1
Mycobacterium phage Wanda,1,1,3,NA,NA,NA,NA,NA
Mycobacterium phage Wee,3,5,6,3,NA,2,1,NA
Mycobacterium phage Whirlwind,NA,NA,NA,NA,NA,1,NA,NA
Mycobacterium phage Wile,5,12,4,13,1,4,1,5
Mycobacterium phage WIVsmall,NA,NA,NA,NA,NA,1,NA,1
Mycobacterium phage Xeno,4,7,12,6,NA,2,3,1
Mycobacterium phage XFactor,1,1,2,NA,NA,NA,2,1
Mycobacterium phage ZoeJ,1,NA,1,NA,NA,NA,NA,NA
Mycolicibacterium phlei,349,538,499,559,211,210,222,339
Mycolicibacterium rhodesiae,255,279,302,244,207,177,260,247
Mycobacterium sinense,145,231,249,215,102,125,174,185
Mycolicibacterium smegmatis,310,417,411,391,213,180,212,272
Mycobacterium sp. djl-10,289,398,363,339,192,188,263,297
Mycobacterium sp. EPa45,187,288,329,242,115,142,159,168
Mycobacterium sp. JLS,172,226,329,229,90,135,157,199
Mycobacterium sp. JS623,277,377,368,416,144,198,222,226
Mycobacterium sp. KMS,170,242,340,249,95,139,157,194
Mycobacterium sp. MCS,169,238,336,244,95,138,156,187
Mycobacterium sp. MOTT36Y,199,287,321,313,104,142,153,167
Mycolicibacterium neoaurum,263,404,404,395,149,176,174,249
Mycobacterium sp. QIA-37,198,251,297,300,103,143,144,176
Mycobacterium sp. VKM Ac-1817D,182,293,284,271,151,177,178,209
Mycobacterium sp. YC-RL4,188,274,311,293,122,160,166,227
Mycobacterium tuberculosis,71,93,122,88,45,66,87,77
Mycolicibacterium vaccae,644,676,612,656,505,245,220,369
Mycolicibacterium vanbaalenii,266,364,373,425,166,153,179,231
Mycobacterium intracellulare subsp. yongonense,149,223,265,255,88,137,140,154
Mycoplasmopsis agalactiae,131,75,59,86,184,93,106,95
Mycoplasmopsis arginini,12,13,5,8,24,42,65,34
Metamycoplasma arthritidis,29,21,12,18,27,33,56,47
Mycoplasmopsis bovis,37,34,33,41,67,67,87,48
Mesomycoplasma bovoculi,6,23,33,9,18,32,41,38
Mycoplasmopsis californica,NA,NA,3,1,26,84,92,57
Mycoplasma canadense,NA,NA,NA,NA,13,41,53,33
Mycoplasmopsis canis,29,26,47,56,53,108,97,65
Mycoplasma capricolum,22,32,23,35,29,86,120,67
Mycoplasma crocodyli,21,33,40,45,40,84,61,68
Mycoplasmopsis cynos,35,35,35,52,47,86,79,74
Mycoplasma dispar,35,42,28,47,35,40,46,46
Mycoplasmopsis fermentans,NA,NA,NA,1,32,90,112,61
Mesomycoplasma flocculare,NA,NA,NA,NA,14,25,41,20
Mycoplasmoides gallisepticum,123,86,59,91,133,101,96,92
Mycoplasmoides genitalium,16,14,5,25,21,26,50,27
Mycoplasma haemocanis,1,2,3,2,15,50,62,34
Mycoplasma haemofelis,154,117,68,95,136,29,20,44
Metamycoplasma hominis,32,28,47,47,55,132,154,95
Mesomycoplasma hyopneumoniae,94,75,27,82,145,78,59,54
Mesomycoplasma hyorhinis,19,10,5,8,32,40,58,33
Mycoplasma leachii,29,41,38,43,22,69,90,59
[Mycoplasma] mobile,33,37,19,36,63,77,83,53
Mycoplasma mycoides,61,66,76,85,64,113,152,100
Mycoplasma ovis,NA,NA,NA,NA,5,15,26,12
Mycoplasma parvum,3,3,5,6,21,28,21,18
Malacoplasma penetrans,3,8,9,11,34,62,101,65
Mycoplasmoides pneumoniae,1,NA,1,2,6,9,14,11
Mycoplasmopsis pulmonis,89,63,19,57,150,56,58,61
Mycoplasma putrefaciens,5,13,14,6,16,42,61,38
Mycoplasma suis,4,12,9,14,24,41,40,28
Mycoplasmopsis synoviae,51,13,8,26,56,59,57,45
Delislevirus P1,NA,NA,NA,NA,NA,1,NA,NA
Mycoplasma wenyonii,85,48,22,52,94,24,15,21
Mycoplasma yeatsii,64,35,16,37,78,77,93,60
Mycoreovirus 1,NA,NA,NA,NA,NA,1,NA,1
Myotis gammaherpesvirus 8,NA,NA,NA,NA,NA,NA,3,NA
Myroides,NA,NA,NA,NA,3,20,29,11
Myroides odoratimimus,429,276,251,218,542,502,672,483
Myroides profundi,490,288,198,256,512,284,311,309
Myroides sp. A21,470,285,214,215,507,272,304,285
Myroides sp. ZB35,388,229,183,214,406,292,322,306
Mythimna separata entomopoxvirus 'L',NA,NA,NA,NA,NA,1,4,2
Myxococcaceae,1,1,2,NA,NA,2,4,NA
Myxococcales,2,5,4,2,1,1,3,5
Myxococcus,2,7,5,10,2,4,NA,3
Myxococcus fulvus,1489,1473,1519,1527,1045,635,801,975
Myxococcus hansupus,439,534,656,622,281,317,468,427
Myxococcus phage Mx8,NA,NA,NA,NA,NA,NA,1,NA
Myxococcus stipitatus,439,470,534,446,328,225,372,346
Myxococcus xanthus,521,567,588,603,380,269,347,428
Myxoma virus,NA,NA,NA,NA,NA,2,NA,NA
Nakamurella,NA,NA,NA,NA,NA,2,1,NA
Nakamurella multipartita,338,468,437,482,247,214,221,310
Nakamurellaceae,3,6,3,2,NA,1,2,1
Natranaerobius,NA,NA,NA,NA,NA,NA,NA,1
Natranaerobius thermophilus,44,63,60,64,121,268,243,194
Natrialba magadii,163,131,123,124,138,55,54,80
Natrialbaceae,NA,NA,1,1,1,NA,NA,NA
Natrinema,NA,NA,1,NA,2,NA,NA,1
Natrinema pellirubrum,64,89,120,69,31,50,57,65
Natrinema sp. J7-2,82,96,127,78,35,48,54,65
Natronobacterium gregoryi,66,63,102,67,40,30,29,43
Natronococcus occultus,103,76,99,63,92,67,73,79
Natronomonas,NA,NA,NA,1,NA,NA,NA,NA
Natronomonas moolapensis,35,50,52,31,19,31,40,28
Natronomonas pharaonis,34,58,70,40,32,38,49,54
Nautilia profundicola,154,148,183,191,180,171,176,178
Neisseria,3,3,6,5,NA,2,4,3
Neisseria elongata,77,121,117,115,80,132,193,133
Neisseria gonorrhoeae,123,156,178,226,95,138,189,162
Neisseria lactamica,57,91,104,124,74,140,157,146
Neisseria meningitidis,648,674,635,864,560,485,472,537
Neisseria weaveri,288,289,234,346,262,191,220,226
Neisseriaceae,NA,NA,NA,NA,NA,NA,1,NA
Neisseriales,NA,NA,NA,NA,NA,NA,NA,1
Neodiprion lecontei nucleopolyhedrovirus,1,NA,1,NA,1,NA,1,NA
Neorhizobium,NA,NA,2,NA,NA,NA,NA,NA
Neorhizobium galegae,404,609,598,575,289,347,405,434
Neorickettsia helminthoeca,1,3,4,2,14,27,32,25
