species,Healthy_stool_10_1,Healthy_stool_10_10,Healthy_stool_10_100,Healthy_stool_10_50,Healthy_stool_100_1,Healthy_stool_100_10,Healthy_stool_100_100,Healthy_stool_100_50
Clostridium phage phiCT19406C,NA,NA,NA,1,NA,NA,NA,NA
Clostridium phage phiCTP1,NA,NA,NA,NA,NA,NA,NA,1
Clostridium phage phiMMP01,NA,NA,NA,NA,NA,NA,1,1
Clostridium phage phiMMP02,NA,NA,NA,NA,NA,NA,NA,1
Clostridium phage phiMMP03,NA,NA,NA,NA,NA,NA,1,1
Clostridium phage phiMMP04,NA,NA,NA,NA,NA,1,1,NA
Clostridium phage phiSM101,2,2,7,5,NA,2,NA,NA
Clostridium phage phiZP2,NA,NA,NA,NA,NA,NA,NA,1
Clostridium saccharobutylicum,27,29,16,25,82,161,133,75
Clostridium saccharoperbutylacetonicum,49,33,43,45,96,129,157,95
Clostridium scatologenes,39,49,33,51,66,108,113,93
Clostridium sp. BNL1100,65,69,71,88,72,116,126,122
Clostridium sp. SY8519,354,488,416,670,512,1023,755,897
Clostridium sporogenes,14,21,13,34,26,72,76,64
Clostridium taeniosporum,14,14,13,17,40,88,91,72
Clostridium tetani,26,14,12,27,83,154,128,125
Clostridium tyrobutyricum,29,17,18,51,45,91,85,62
Yongloolinvirus C2,NA,NA,NA,NA,NA,NA,1,1
Lubbockvirus CD119,NA,NA,NA,NA,NA,NA,NA,1
Colneyvirus CD27,NA,NA,NA,NA,1,NA,1,NA
Collimonas,2,2,1,1,1,NA,NA,NA
Collimonas arenae,51,63,66,60,43,48,45,50
Collimonas fungivorans,58,53,70,76,52,41,44,46
Collimonas pratensis,51,59,46,87,43,43,44,52
Colwellia psychrerythraea,12,18,24,23,13,22,19,17
Colwellia sp. MT41,5,15,7,14,4,11,20,10
Colwellia sp. PAMC 20917,21,12,7,21,20,17,22,19
Comamonadaceae,4,5,3,4,3,4,1,4
Comamonadaceae bacterium A1,30,50,57,37,16,24,22,34
Comamonadaceae bacterium B1,30,54,39,50,18,22,25,27
Comamonas testosteroni,145,121,137,148,79,85,105,106
Condylorrhiza vestigialis MNPV,3,NA,NA,3,NA,NA,NA,2
Conexibacter woesei,33,48,85,46,25,28,31,33
Conexibacteraceae,NA,NA,NA,NA,NA,NA,NA,1
Actibacterium,NA,NA,NA,NA,1,NA,NA,NA
Confluentimicrobium sp. EMB200-NS6,26,45,40,34,27,16,21,21
Coprothermobacter proteolyticus,26,58,37,79,12,16,6,23
Coraliomargarita akajimensis,21,21,22,13,10,11,24,17
Corallococcus coralloides,85,103,115,119,65,45,52,88
Coriobacteriaceae,NA,NA,NA,NA,NA,NA,NA,2
Coriobacteriaceae bacterium 68-1-3,274,367,422,381,138,180,353,254
Coriobacteriales,NA,1,NA,NA,NA,NA,NA,NA
Coriobacterium glomerans,591,745,1170,526,259,237,155,349
Mycobacteriales,NA,1,1,1,2,NA,NA,2
Corynebacterium,4,8,5,7,6,2,3,7
Corynebacterium argentoratense,10,22,22,20,6,12,7,15
Corynebacterium atypicum,23,19,30,30,7,10,14,18
Corynebacterium aurimucosum,56,74,70,90,33,28,30,43
Corynebacterium callunae,85,60,50,75,54,27,29,39
Corynebacterium camporealensis,12,20,13,23,7,16,17,12
Corynebacterium casei,23,21,13,18,20,14,19,6
Corynebacterium deserti,63,28,16,44,47,11,14,19
Corynebacterium diphtheriae,186,204,157,255,125,100,139,116
Corynebacterium doosanense,44,49,77,58,19,18,15,23
Corynebacterium efficiens,47,41,52,41,27,27,16,44
Corynebacterium epidermidicanis,24,15,18,17,17,9,13,14
Corynebacterium falsenii,44,71,43,73,20,18,19,26
Corynebacterium glutamicum,84,52,39,68,81,26,18,41
Corynebacterium glyciniphilum,30,40,33,36,30,19,12,19
Corynebacterium halotolerans,38,31,53,47,23,17,33,19
Corynebacterium humireducens,36,30,53,37,7,19,19,19
Corynebacterium imitans,17,26,23,25,13,12,23,18
Corynebacterium jeikeium,29,32,36,38,22,24,13,26
Corynebacterium kroppenstedtii,30,26,28,29,19,12,14,16
Corynebacterium kutscheri,8,9,10,8,12,8,14,5
Corynebacterium lactis,22,29,31,37,6,16,18,19
Corynebacterium marinum,24,42,48,40,14,20,20,18
Corynebacterium maris,48,37,56,43,31,17,29,22
Corynebacterium mustelae,32,28,27,35,28,12,16,20
Corynebacterium pseudotuberculosis,35,28,10,19,28,13,14,14
Corynebacterium resistens,5,6,6,11,12,10,7,12
Corynebacterium simulans,41,70,53,62,38,19,17,32
Corynebacterium singulare,32,18,27,31,28,16,18,15
Corynebacterium sp. ATCC 6931,37,44,41,33,43,10,11,25
Corynebacterium sp. JZ16,100,43,25,49,71,16,19,27
Corynebacterium sp. NML98-0116,158,207,154,231,109,94,128,105
Corynebacterium stationis,28,20,19,29,31,30,7,15
Corynebacterium terpenotabidum,34,46,36,38,14,12,18,22
Corynebacterium testudinoris,43,51,36,36,45,19,8,27
Corynebacterium ulcerans,34,40,26,16,25,24,19,16
Corynebacterium urealyticum,26,21,34,20,14,24,18,21
Corynebacterium ureicelerivorans,10,20,25,17,7,15,14,20
Corynebacterium uterequi,28,28,41,37,16,20,15,21
Corynebacterium variabile,23,37,43,30,14,17,19,26
Corynebacterium vitaeruminis,41,62,81,68,37,37,33,49
Cotesia congregata bracovirus,NA,NA,NA,NA,NA,NA,3,1
Cotia virus SPAn232,1,NA,3,1,NA,1,2,1
Coxiella burnetii,12,11,5,10,19,14,5,4
Coxiella endosymbiont of Amblyomma americanum,NA,NA,NA,NA,3,8,3,4
Coxiella-like endosymbiont,5,5,7,5,2,4,2,4
Crinalium epipsammum,5,13,11,10,9,15,13,14
Croceibacter atlanticus,27,19,9,13,30,24,30,18
Croceicoccus,NA,1,2,1,NA,NA,NA,NA
Croceicoccus naphthovorans,27,28,35,31,19,22,19,23
Cronobacter,2,4,3,3,2,4,1,2
Cronobacter condimenti,53,66,44,52,41,24,27,33
Cronobacter dublinensis,26,41,48,37,27,48,19,20
Cronobacter malonaticus,19,31,42,36,22,30,26,20
Cronobacter muytjensii,36,54,44,45,23,29,26,37
Cronobacter phage CR9,NA,NA,NA,NA,NA,1,NA,NA
Cronobacter phage ENT39118,NA,NA,NA,NA,NA,1,1,NA
Cronobacter phage phiES15,3,NA,NA,1,NA,1,NA,NA
Cronobacter phage S13,NA,NA,NA,NA,NA,NA,1,1
Cronobacter phage vB_CsaM_GAP31,NA,1,NA,NA,1,1,NA,NA
Cronobacter phage vB_CsaM_GAP32,NA,1,NA,NA,NA,NA,1,NA
Cronobacter sakazakii,31,53,49,44,27,43,43,46
Cronobacter turicensis,62,51,44,49,50,32,35,29
Cronobacter universalis,37,57,44,59,33,44,31,51
Cryobacterium,NA,NA,1,NA,NA,NA,NA,NA
Cryobacterium arcticum,40,38,34,36,35,15,12,26
Cryptobacterium,1,1,1,1,NA,NA,NA,NA
Cryptobacterium curtum,48,77,101,43,28,33,49,50
Culex nigripalpus nucleopolyhedrovirus,NA,NA,NA,NA,NA,1,NA,NA
Cupriavidus,6,6,8,4,4,2,4,10
Cupriavidus basilensis,40,59,73,77,90,171,754,276
Cupriavidus gilardii,71,50,46,53,58,34,102,71
Cupriavidus metallidurans,44,72,63,59,1417,3707,18026,5284
Cupriavidus necator,83,107,114,155,53,73,124,101
Cupriavidus pinatubonensis,34,59,64,67,30,36,65,56
Cupriavidus sp. USMAA1020,78,108,120,110,37,56,74,69
Cupriavidus sp. USMAA2-4,87,111,108,95,58,90,218,116
Cupriavidus sp. USMAHM13,76,98,101,112,42,53,72,58
Curtobacterium,NA,NA,NA,1,1,1,NA,NA
Curtobacterium sp. BH-2-1-1,18,45,37,22,18,8,14,16
Curtobacterium sp. MR_MD2014,26,38,39,30,13,17,25,15
Cutibacterium avidum,58,63,71,57,46,25,19,39
Cyanobacterium,NA,NA,NA,NA,NA,NA,NA,1
Cyanobacterium aponinum,22,25,20,23,25,33,33,32
cyanobacterium endosymbiont of Epithemia turgida,15,7,14,10,12,9,14,9
Cyanobium gracile,63,72,64,103,22,32,29,55
Cyanophage KBS-S-2A,NA,NA,NA,NA,NA,NA,1,NA
Cyanophage NATL2A-133,NA,NA,NA,NA,NA,1,NA,1
Cyanophage P-RSM1,NA,NA,NA,NA,NA,NA,NA,1
Cyanophage P-RSM6,NA,NA,NA,NA,NA,1,NA,NA
Cyanophage PSS2,1,NA,NA,NA,NA,NA,1,1
Cyanophage S-RIM50,NA,NA,NA,NA,NA,1,NA,1
Cyanophage Syn30,1,NA,NA,2,2,1,NA,NA
Cyanothece,NA,NA,NA,NA,NA,NA,1,2
Cyanothece sp. ATCC 51142,5,7,2,3,13,16,20,8
Cyanothece sp. PCC 7424,29,24,18,32,47,26,21,26
Cyanothece sp. PCC 7425,16,7,11,6,23,17,7,10
Cyanothece sp. PCC 7822,12,6,7,13,15,14,11,9
Cyanothece sp. PCC 8801,22,16,12,17,27,16,13,10
Cyanothece sp. PCC 8802,21,15,13,15,16,11,11,15
Cyclobacterium amurskyense,99,65,39,58,97,28,39,42
Cyclobacterium marinum,44,29,22,33,47,37,39,37
Cycloclasticus,NA,NA,NA,NA,NA,1,NA,NA
Cycloclasticus sp. P1,7,5,3,10,14,14,12,12
Cycloclasticus zancles,20,12,4,13,19,14,7,15
Cydia pomonella granulovirus,NA,NA,NA,NA,NA,NA,NA,1
Cyprinid herpesvirus 2,NA,NA,NA,NA,NA,NA,2,NA
Cyprinid herpesvirus 3,NA,NA,1,NA,NA,NA,1,NA
Archangiaceae,NA,1,1,NA,NA,NA,NA,NA
Cytophaga hutchinsonii,108,72,41,64,120,58,50,49
Cytophagaceae,1,NA,1,1,NA,NA,NA,NA
Cytophagales,NA,1,NA,NA,1,NA,NA,NA
Dactylococcopsis salina,1,NA,2,4,4,14,11,7
Dechloromonas,1,NA,NA,NA,NA,NA,NA,NA
Dechloromonas aromatica (nom. nud.),21,35,22,27,29,30,27,33
Deerpox virus W-848-83,NA,NA,NA,NA,NA,NA,1,NA
Deferribacter,NA,NA,NA,1,NA,NA,NA,NA
Deferribacter desulfuricans,32,38,16,18,35,25,27,21
Albidovulum,NA,1,1,NA,NA,1,NA,1
Defluviimonas alba,59,56,40,76,43,19,28,27
Defluviitoga tunisiensis,7,2,1,5,23,14,13,9
Deftia phage phiW-14,NA,NA,NA,NA,NA,NA,1,NA
Dehalobacter restrictus,37,25,9,33,46,65,63,44
Dehalobacter sp. CF,40,26,29,35,49,67,56,47
Dehalobacter sp. DCA,36,23,28,31,46,69,55,48
Dehalococcoides mccartyi,31,20,23,33,41,35,25,32
Dehalococcoides sp. UCH007,30,12,19,24,21,14,4,7
Dehalogenimonas lykanthroporepellens,26,24,18,26,15,10,14,21
Deinococcaceae,NA,2,NA,NA,NA,NA,NA,NA
Deinococcales,NA,1,1,1,NA,NA,NA,1
Deinococcus,NA,5,2,3,2,NA,NA,3
Deinococcus actinosclerus,61,63,49,65,29,23,30,42
Deinococcus deserti,45,43,34,37,32,14,20,33
Deinococcus geothermalis,28,42,37,39,21,21,17,31
Deinococcus gobiensis,88,101,75,92,43,49,43,61
Deinococcus maricopensis,52,86,97,85,23,35,16,43
Deinococcus peraridilitoris,20,34,29,28,19,11,13,26
Deinococcus proteolyticus,55,54,61,76,29,27,34,44
Deinococcus puniceus,36,68,53,62,29,22,25,30
Deinococcus radiodurans,44,49,42,45,20,20,27,30
Deinococcus radiopugnans,76,89,73,93,33,37,34,57
Delftia,1,NA,2,NA,1,NA,1,NA
Delftia acidovorans,109,144,117,116,78,60,67,80
Delftia phage RG-2014,NA,NA,NA,NA,NA,NA,1,NA
Delftia sp. Cs1-4,82,112,87,119,48,61,48,75
Delftia tsuruhatensis,84,109,93,111,50,56,56,67
Deltapapillomavirus 1,NA,NA,NA,NA,NA,NA,1,1
Denitrobacterium detoxificans,320,405,452,390,179,193,309,260
Denitrovibrio acetiphilus,9,8,14,3,21,19,28,14
Dermabacter vaginalis,24,15,32,21,11,15,9,18
Dermacoccaceae,NA,NA,NA,1,1,NA,NA,NA
Dermacoccus nishinomiyaensis,20,32,42,27,13,18,16,20
Desulfarculus,NA,NA,1,NA,NA,NA,NA,1
Desulfarculus baarsii,46,93,115,118,42,34,42,50
Desulfatibacillum,NA,NA,NA,NA,NA,NA,NA,1
Desulfatibacillum alkenivorans,39,40,57,42,22,33,22,33
Desulfitobacterium,NA,NA,NA,3,NA,NA,NA,NA
Desulfitobacterium dehalogenans,34,59,54,79,35,37,48,58
Desulfitobacterium dichloroeliminans,33,53,45,79,29,40,49,57
Desulfitobacterium hafniense,89,90,74,107,87,73,67,85
Desulfitobacterium metallireducens,23,30,32,31,31,34,33,39
Desulfobacca acetoxidans,18,32,30,31,16,12,14,22
Desulfobacteraceae,NA,NA,NA,NA,NA,NA,NA,1
Desulfobacterales,NA,1,NA,NA,NA,NA,NA,NA
Desulforapulum autotrophicum,34,20,27,32,35,30,24,23
Desulfobacula toluolica,3,13,8,14,8,25,19,30
Desulfobulbaceae,2,NA,1,2,1,NA,NA,NA
Desulfobulbus propionicus,83,82,65,89,61,63,42,55
Desulfocapsa sulfexigens,28,33,32,48,29,25,28,27
Desulfococcus multivorans,26,34,47,51,26,24,26,38
Desulfosudis oleivorans,22,36,31,40,18,31,35,33
Desulfohalobium,1,NA,NA,NA,NA,NA,NA,NA
Desulfohalobium retbaense,23,17,34,41,20,16,23,24
Desulfomicrobiaceae,NA,NA,NA,NA,NA,1,NA,NA
Desulfomicrobium baculatum,55,54,72,70,62,43,73,75
Desulfomicrobium orale,37,43,51,52,23,33,50,47
Desulfomonile,NA,NA,NA,NA,NA,NA,NA,1
Desulfomonile tiedjei,31,18,11,18,42,22,22,15
Desulfosporosinus,NA,NA,NA,1,NA,1,NA,NA
Desulfosporosinus acidiphilus,19,18,18,24,32,41,51,44
Desulfosporosinus meridiei,14,14,14,24,25,43,35,47
Desulfosporosinus orientis,28,36,38,30,21,43,54,47
Desulfotalea psychrophila,39,14,9,21,33,22,18,10
Desulfotomaculum,NA,1,NA,1,NA,1,NA,1
Desulfofarcimen acetoxidans,20,36,21,31,18,47,59,36
Desulfoscipio gibsoniae,86,69,63,85,96,41,49,69
Desulfofundulus kuznetsovii,42,67,75,79,21,40,23,46
Desulfotomaculum nigrificans,21,34,20,35,56,14,21,31
Desulforamulus reducens,31,35,21,50,40,32,31,44
Desulforamulus ruminis,36,58,47,77,30,43,39,52
Desulfovibrio,3,3,NA,2,1,NA,3,3
Pseudodesulfovibrio aespoeensis,68,69,54,95,51,47,95,72
Desulfocurvibacter africanus,71,73,71,91,51,37,66,58
Oleidesulfovibrio alaskensis,59,84,59,84,43,54,70,43
Desulfovibrio desulfuricans,96,129,101,133,70,122,373,183
Desulfovibrio fairfieldensis,34,46,46,71,81,168,678,238
Solidesulfovibrio magneticus,87,86,89,133,60,54,129,100
Maridesulfovibrio salexigens,54,54,37,57,56,38,31,40
Desulfovibrio sp. J2,91,104,113,93,49,53,99,88
Nitratidesulfovibrio vulgaris,138,185,169,226,128,177,430,199
Desulfovibrionaceae,NA,2,NA,2,1,1,1,1
Desulfurella acetivorans,13,6,5,5,13,8,16,8
Desulfurispirillum,NA,NA,NA,1,NA,NA,NA,1
Desulfurispirillum indicum,54,53,55,69,66,29,30,42
Desulfurivibrio,NA,1,1,NA,NA,NA,NA,NA
Desulfurivibrio alkaliphilus,36,52,80,61,30,31,32,36
Desulfurobacteriales,NA,1,NA,NA,NA,NA,NA,NA
Desulfurobacterium thermolithotrophum,29,22,17,28,25,20,23,16
Desulfurococcus amylolyticus,NA,NA,1,1,1,1,NA,1
Desulfurococcus amylolyticus,1,1,NA,NA,1,1,NA,1
Desulfurococcus mucosus,NA,3,1,4,2,1,NA,2
Desulfuromonadales,1,1,1,NA,NA,NA,NA,NA
Desulfuromonas,NA,NA,3,3,2,2,1,NA
Desulfuromonas soudanensis,50,77,67,73,32,31,25,54
Desulfuromonas sp. DDH964,56,73,73,61,42,32,46,44
Devosia,2,1,1,1,2,NA,NA,1
Devosia sp. A16,41,63,55,59,41,26,28,33
Devosia sp. H5989,58,84,75,81,19,30,27,65
Diadromus pulchellus ascovirus 4a,NA,NA,NA,NA,1,NA,NA,NA
Dialister pneumosintes,14,5,15,10,21,47,100,58
Diatraea saccharalis granulovirus,5,2,1,5,13,NA,NA,1
Dichelobacter nodosus,5,6,8,6,5,13,11,13
Dickeya,NA,1,NA,NA,1,NA,NA,1
Dickeya dadantii,39,37,36,37,18,43,37,29
Dickeya phage RC-2014,NA,NA,NA,NA,NA,1,NA,NA
Dickeya solani,28,41,54,47,27,37,33,33
Limestonevirus limestone,NA,NA,NA,NA,NA,1,NA,NA
Dickeya zeae,76,68,43,63,54,43,35,44
Dictyoglomus thermophilum,15,7,9,17,13,19,22,10
Dictyoglomus turgidum,1,2,NA,3,7,16,21,14
Dinoroseobacter shibae,30,39,46,48,32,24,15,21
Dokdonella,NA,NA,1,1,NA,NA,NA,NA
Dokdonella koreensis,36,62,61,62,43,32,23,46
Dokdonia,NA,NA,NA,NA,NA,1,NA,NA
Dokdonia donghaensis,40,21,13,29,60,18,17,13
Dokdonia sp. 4H-3-7-5,32,32,15,15,44,32,26,14
Dokdonia sp. MED134,20,14,5,20,35,16,14,10
Draconibacterium orientale,227,171,127,156,207,111,141,113
Dunaliella viridis virus SI2,3,NA,NA,3,NA,NA,NA,NA
Dyadobacter fermentans,106,92,78,96,117,57,76,61
Dyella,NA,NA,1,3,1,NA,1,1
Dyella japonica,82,74,67,83,46,24,36,52
Dyella jiangningensis,74,56,55,52,53,18,19,32
Dyella thiooxydans,41,63,60,70,21,26,32,54
East Asian Passiflora virus,NA,NA,NA,NA,NA,NA,NA,1
Echinicola vietnamensis,101,77,60,80,135,48,55,68
Ectothiorhodospira,NA,1,NA,NA,NA,NA,NA,NA
Ectothiorhodospira sp. BSL-9,65,70,65,93,29,31,31,48
Ectothiorhodospiraceae,2,2,1,3,2,NA,NA,2
Edwardsiella <enterobacteria>,NA,1,2,2,1,NA,NA,5
Edwardsiella anguillarum,20,39,40,58,20,20,33,40
Edwardsiella hoshinae,27,27,30,31,34,26,14,32
Edwardsiella ictaluri,15,26,29,44,21,27,26,23
Edwardsiella phage KF-1,NA,NA,NA,NA,NA,NA,1,NA
Edwardsiella piscicida,12,24,27,36,15,23,24,25
Edwardsiella sp. EA181011,23,47,54,50,19,27,32,31
Edwardsiella tarda,65,69,70,80,77,44,46,58
Eggerthella,NA,NA,NA,NA,NA,2,NA,1
Eggerthella lenta,320,466,616,341,896,2007,12431,2861
Eggerthella sp. YY7918,137,190,232,172,130,219,662,280
Eggerthellaceae,1,NA,NA,NA,NA,NA,NA,1
Eggerthellales,NA,NA,1,NA,NA,NA,NA,NA
Ehrlichia canis,1,5,1,4,3,1,2,10
Ehrlichia chaffeensis,9,5,1,6,19,4,2,7
Ehrlichia muris,17,11,1,8,13,6,5,4
Ehrlichia ruminantium,4,3,4,4,9,10,10,11
Ehrlichia sp. HF,2,NA,2,NA,NA,7,4,8
Elephant endotheliotropic herpesvirus 4,NA,NA,NA,1,NA,NA,NA,NA
Elephantid betaherpesvirus 1,NA,NA,NA,NA,NA,1,NA,NA
Elizabethkingia anophelis,66,65,68,81,91,69,54,79
Elizabethkingia miricola,84,66,53,75,85,51,53,62
Elusimicrobium minutum,30,16,14,20,22,8,13,17
Emiliania huxleyi virus 86,NA,NA,NA,NA,NA,NA,1,NA
Emticicia oligotrophica,125,86,47,77,139,43,46,62
Endomicrobium proavitum,10,7,14,11,15,21,23,14
endosymbiont of Acanthamoeba sp. UWC8,25,15,8,16,21,17,22,10
endosymbiont of Llaveia axin axin,NA,2,NA,2,NA,1,5,4
endosymbiont of unidentified scaly snail isolate Monju,46,63,50,63,28,33,25,30
Ensifer,NA,NA,NA,NA,1,1,NA,2
Ensifer adhaerens,55,67,69,84,41,33,26,59
Enterobacter,3,8,5,2,3,4,5,4
Enterobacter asburiae,147,137,105,125,102,72,75,95
Enterobacter cloacae,218,223,196,228,211,215,297,245
Enterobacter hormaechei subsp. hoffmannii,36,39,28,55,26,39,34,24
Enterobacter roggenkampii,18,43,47,49,11,31,22,26
Enterobacter roggenkampii,50,63,55,61,36,41,32,31
Enterobacter hormaechei,101,111,82,111,91,70,76,66
Enterobacter kobei,27,36,18,36,23,19,23,19
[Enterobacter] lignolyticus,30,56,51,53,21,34,28,45
Enterobacter ludwigii,57,45,41,43,54,23,23,32
Enterobacter phage Arya,NA,NA,NA,NA,1,NA,NA,NA
Enterobacter phage CC31,1,2,5,NA,NA,NA,NA,2
Enterobacter phage E-2,NA,NA,NA,NA,NA,NA,1,NA
Enterobacter phage phiEap-2,NA,NA,NA,2,NA,NA,NA,NA
Enterobacter sp. 638,45,36,27,43,35,31,27,31
Enterobacter sp. E20,42,57,36,51,37,23,26,30
Enterobacter sp. FY-07,19,25,23,25,21,22,15,13
Enterobacter sp. HK169,40,53,35,49,35,21,22,29
Enterobacter sp. ODB01,27,24,20,27,26,21,21,20
Enterobacter sp. R4-368,39,33,33,32,38,41,23,36
Enterobacter xiangfangensis,31,42,32,49,30,25,29,23
Enterobacterales,2,NA,1,1,1,NA,NA,NA
Enterobacteria phage 285P,NA,NA,NA,NA,NA,1,NA,1
Enterobacteria phage 933W,1,NA,NA,NA,20,42,12,15
Enterobacteria phage BP-4795,1,NA,NA,NA,5,11,5,8
Enterobacteria phage cdtI,NA,NA,NA,NA,1,3,1,NA
Enterobacteria phage fiAA91-ss,NA,NA,NA,NA,NA,NA,1,1
Enterobacteria phage HK106,NA,NA,NA,NA,NA,NA,1,NA
Enterobacteria phage HK544,NA,NA,NA,NA,2,2,NA,1
Enterobacteria phage HK629,NA,NA,NA,NA,NA,4,1,NA
Enterobacteria phage HK630,NA,NA,NA,NA,NA,4,1,NA
Enterobacteria phage IME08,NA,NA,NA,NA,NA,NA,1,NA
Enterobacteria phage JS10,6,1,1,NA,1,1,NA,NA
Enterobacteria phage JSE,NA,NA,NA,NA,NA,1,NA,1
Enterobacteria phage mEp460,NA,NA,NA,NA,NA,3,NA,NA
Enterobacteria phage mEpX1,NA,NA,NA,NA,1,NA,NA,NA
Enterobacteria phage Min27,NA,NA,NA,NA,18,38,11,13
Enterobacteria phage NJ01,NA,NA,NA,NA,NA,NA,2,NA
Enterobacteria phage P88,NA,NA,NA,NA,NA,NA,1,NA
Enterobacteria phage Phi1,NA,NA,NA,NA,NA,NA,NA,1
Enterobacteria phage phi92,NA,NA,NA,NA,NA,NA,1,NA
Enterobacteria phage phiK,NA,NA,NA,NA,NA,1,2,1
Escherichia phage phiX174,NA,NA,NA,NA,NA,2,6,1
Enterobacteria phage QL01,NA,NA,NA,NA,NA,NA,1,NA
Tequatrovirus RB14,NA,NA,NA,NA,NA,NA,1,1
Pseudotevenvirus RB16,NA,NA,NA,NA,1,NA,NA,NA
Enterobacteria phage RB43,NA,NA,NA,NA,1,NA,NA,NA
Enterobacteria phage RB69,NA,NA,NA,NA,2,NA,2,NA
Enterobacteria phage Sf101,NA,NA,NA,NA,NA,1,NA,NA
Enterobacteria phage SfI,NA,NA,NA,NA,1,1,1,NA
Enterobacteria phage St-1,NA,NA,NA,NA,NA,1,2,1
Enterobacteria phage ST104,NA,NA,NA,NA,NA,NA,1,NA
Enterobacteria phage UAB_Phi20,NA,NA,NA,NA,NA,NA,1,NA
Enterobacteria phage VT2-Sakai,NA,NA,NA,NA,19,49,13,20
Enterobacteria phage VT2phi_272,NA,NA,NA,NA,13,35,10,11
Enterobacteria phage YYZ-2008,NA,NA,NA,NA,9,19,9,23
Enterobacteriaceae,2,1,4,5,3,2,1,3
Enterobacteriaceae bacterium strain FGI 57,66,48,55,46,38,40,30,32
Enterococcus,NA,NA,NA,NA,NA,NA,1,NA
Enterococcus casseliflavus,19,14,9,9,22,40,55,21
Enterococcus durans,9,1,4,6,32,51,120,40
Enterococcus faecalis,91,79,113,96,150,198,294,221
Enterococcus faecium,169,233,203,241,577,1409,7947,1912
Enterococcus gallinarum,12,12,11,10,20,47,66,35
Enterococcus hirae,28,15,9,22,41,38,136,42
Enterococcus mundtii,17,14,10,22,37,38,69,37
Enterococcus phage Ec-ZZ2,NA,NA,1,NA,NA,NA,NA,1
Enterococcus phage ECP3,NA,NA,NA,NA,NA,NA,1,NA
Enterococcus phage EfaCPT1,NA,NA,NA,NA,NA,NA,NA,2
Enterococcus phage IME-EF4,NA,NA,1,NA,NA,NA,NA,1
Enterococcus phage IME-EFm1,NA,NA,NA,NA,NA,1,1,1
Enterococcus phage phiEF24C,NA,NA,NA,NA,NA,NA,NA,1
Enterococcus phage phiFL1A,NA,NA,NA,NA,1,NA,2,NA
Enterococcus phage phiFL2A,NA,NA,NA,NA,1,NA,2,NA
Enterococcus phage phiFL3A,NA,NA,NA,NA,1,NA,2,NA
Enterococcus phage vB_EfaS_IME196,NA,NA,NA,NA,NA,NA,NA,2
Enterococcus phage vB_EfaS_IME198,NA,NA,NA,NA,NA,NA,NA,1
Enterococcus phage VD13,NA,NA,NA,NA,NA,NA,NA,1
Equid herpesvirus 3,NA,NA,NA,NA,NA,NA,1,NA
Equid alphaherpesvirus 4,NA,NA,NA,NA,NA,NA,NA,1
Equid herpesvirus 5,NA,NA,NA,NA,NA,NA,1,NA
Erwinia,1,3,2,2,1,1,NA,2
Erwinia amylovora,23,21,15,26,17,22,11,28
Erwinia billingiae,79,62,52,66,78,31,31,33
Erwinia gerundensis,56,43,51,52,39,24,20,36
Erwinia phage Ea35-70,5,3,6,2,7,2,1,3
Erwinia phage phiEaH2,NA,NA,NA,NA,2,NA,1,2
Erwinia phage vB_EamM_Asesino,NA,NA,NA,NA,1,NA,NA,1
Erwinia phage vB_EamM_EarlPhillipIV,NA,NA,NA,NA,NA,NA,1,NA
Erwinia phage vB_EamM_Kwan,2,3,NA,NA,1,2,1,1
Erwinia pyrifoliae,17,15,11,13,18,26,19,32
Erwinia sp. Ejp617,16,12,11,16,17,15,22,25
Erwinia tasmaniensis,28,32,20,38,26,24,19,31
Erwiniaceae,2,1,1,NA,1,NA,NA,1
Erysipelothrix rhusiopathiae,13,13,7,20,28,48,89,54
Erysipelothrix sp. LV19,14,10,5,4,28,53,46,34
Erysipelotrichaceae bacterium I46,98,92,79,113,432,924,611,703
Erythrobacter,3,1,NA,1,NA,NA,NA,NA
Erythrobacter atlanticus,18,23,9,11,11,10,12,4
Erythrobacter litoralis,66,60,55,61,46,30,41,47
Erythrobacteraceae,2,NA,1,1,2,NA,1,NA
Escherichia albertii,15,19,27,25,35,88,34,59
Escherichia coli,159,113,114,177,13958,36165,16045,22341
Escherichia fergusonii,54,50,46,70,78,97,53,71
Escherichia phage 121Q,NA,NA,NA,NA,NA,NA,1,1
Escherichia phage 172-1,NA,NA,NA,NA,NA,NA,2,NA
Escherichia phage 4MG,NA,NA,NA,NA,NA,NA,NA,1
Escherichia phage APCEc01,NA,NA,NA,NA,NA,NA,1,NA
Escherichia phage Av-05,1,NA,NA,NA,NA,NA,NA,NA
Escherichia phage Cba120,NA,NA,NA,NA,NA,1,NA,NA
Escherichia phage ECBP2,NA,NA,NA,NA,NA,NA,2,NA
Escherichia phage ECML-117,NA,NA,NA,NA,NA,NA,2,NA
Escherichia phage ECML-134,NA,NA,NA,NA,NA,NA,1,NA
Escherichia phage Eps7,NA,NA,NA,NA,1,NA,2,2
Escherichia phage FFH2,NA,NA,NA,NA,NA,1,NA,NA
Escherichia phage HK578,NA,NA,NA,NA,1,NA,NA,NA
Escherichia phage HY03,NA,NA,NA,NA,1,1,NA,NA
Escherichia phage KBNP1711,NA,NA,NA,NA,NA,NA,2,NA
Escherichia phage P13374,NA,NA,NA,NA,6,11,1,2
Escherichia phage PA2,NA,NA,NA,NA,11,33,10,11
