"Superkingdom","Phylum","Class","Order","Family","Genus","Species","Name","ti","healthy_stool_10_1","healthy_stool_10_10","healthy_stool_10_100","healthy_stool_10_50","healthy_stool_100_1","healthy_stool_100_10","healthy_stool_100_100","healthy_stool_100_50"
NA,"Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium apis","Bifidobacterium apis",106,0,0,0,0,0,0,1,0
NA,"Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium biavatii","Bifidobacterium biavatii",107,0,0,0,0,0,0,4,1
NA,"Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium bifidum","Bifidobacterium bifidum",108,0,0,0,0,1654,4331,6156,2657
NA,"Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium bombi","Bifidobacterium bombi",109,0,0,0,0,0,0,1,2
NA,"Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium boum","Bifidobacterium boum",110,0,0,0,0,0,0,6,0
NA,"Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium breve","Bifidobacterium breve",111,0,0,0,0,0,0,0,370
NA,"Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium catenulatum","Bifidobacterium catenulatum",112,0,0,0,1,602,1485,5026,2912
NA,"Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium colobi","Bifidobacterium colobi",113,0,0,0,0,0,1,0,3
NA,"Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium criceti","Bifidobacterium criceti",114,0,0,0,0,0,0,1,0
NA,"Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium dentium","Bifidobacterium dentium",115,0,0,0,0,7,13,0,0
NA,"Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium hominis","Bifidobacterium hominis",116,0,0,0,0,0,629,0,252
NA,"Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium longum","Bifidobacterium longum",117,0,0,0,0,7955,20821,6741,12366
NA,"Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium magnum","Bifidobacterium magnum",118,0,0,0,0,0,0,1,0
NA,"Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium mellis","Bifidobacterium mellis",119,0,0,0,0,0,1,0,0
NA,"Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium merycicum","Bifidobacterium merycicum",120,0,0,0,0,0,0,0,3
NA,"Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium miconis","Bifidobacterium miconis",121,0,2,1,0,0,0,0,0
NA,"Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium mongoliense","Bifidobacterium mongoliense",122,0,0,0,0,0,1,0,0
NA,"Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium pluvialisilvae","Bifidobacterium pluvialisilvae",123,0,1,0,0,0,0,0,0
NA,"Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium pongonis","Bifidobacterium pongonis",124,0,0,0,0,0,0,62,0
NA,"Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium porcinum","Bifidobacterium porcinum",125,0,0,1,0,0,1,0,0
NA,"Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium pseudocatenulatum","Bifidobacterium pseudocatenulatum",126,0,0,0,0,1542,3534,6984,1862
NA,"Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium pseudolongum","Bifidobacterium pseudolongum",127,0,0,0,3,0,0,1,0
NA,"Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium reuteri","Bifidobacterium reuteri",128,0,0,0,0,0,0,99,18
NA,"Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium ruminantium","Bifidobacterium ruminantium",129,0,1,0,1,2,0,48,0
NA,"Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium saguini","Bifidobacterium saguini",130,0,0,0,0,0,2,0,1
NA,"Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium scardovii","Bifidobacterium scardovii",131,0,0,2,0,0,0,0,0
NA,"Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium simiiventris","Bifidobacterium simiiventris",132,0,0,3,0,0,0,0,0
NA,"Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium stellenboschense","Bifidobacterium stellenboschense",133,0,0,0,0,2,0,0,0
NA,"Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia","Blautia acetigignens","Blautia acetigignens",134,0,0,0,0,0,592,0,0
NA,"Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia","Blautia ammoniilytica","Blautia ammoniilytica",135,13,16,0,0,1,1711,0,0
NA,"Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia","Blautia aquisgranensis","Blautia aquisgranensis",136,0,0,0,0,0,0,0,226
NA,"Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia","Blautia argi","Blautia argi",137,0,0,0,0,0,206,0,0
NA,"Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia","Blautia caecimuris","Blautia caecimuris",138,0,0,0,0,0,0,529,0
NA,"Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia","Blautia celeris","Blautia celeris",139,1,1,1,2,0,0,0,0
NA,"Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia","Blautia faecis","Blautia faecis",140,2,0,0,63,0,3,0,0
NA,"Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia","Blautia fusiformis","Blautia fusiformis",141,6,0,0,225,452,0,612,0
NA,"Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia","Blautia hansenii","Blautia hansenii",142,0,0,0,0,74,0,0,497
NA,"Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia","Blautia hydrogenotrophica","Blautia hydrogenotrophica",143,0,0,0,0,0,0,0,3
NA,"Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia","Blautia intestinihominis","Blautia intestinihominis",144,0,0,0,0,0,0,1,581
NA,"Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia","Blautia luti","Blautia luti",145,0,0,0,0,0,1550,1,737
NA,"Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia","Blautia marasmi","Blautia marasmi",146,0,0,0,0,2,0,0,10
NA,"Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia","Blautia obeum","Blautia obeum",147,0,0,0,0,4723,12068,9871,7275
NA,"Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia","Blautia pseudococcoides","Blautia pseudococcoides",148,0,0,0,0,0,0,1,0
NA,"Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia","Blautia segnis","Blautia segnis",149,0,0,0,0,1,2,0,8
NA,"Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia","Blautia stercoris","Blautia stercoris",150,0,0,0,0,0,11,0,0
