Superkingdom,Phylum,Class,Order,Family,Genus,Species,Name,Ti,Run_mock__vaio-mock-10-5-1,Run_mock__vaio-mock-10-6-3,Run_mock__50eb-50gr-1,Run_mock__ec-bl-rp-rm-cn-2,Run_mock__10eb-90gr-2,Run_mock__5eb-95gr-2,Run_newprimers__vaio-mock-newprimer-4,Run_mock__95eb-5gr-1,Run_mock__vaio-mock-10-4-1,Run_mock__vaio-mock-10-4-2
Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Verrucomicrobiaceae gen. incertae sedis,Verrucomicrobiaceae species incertae sedis,Verrucomicrobiaceae species incertae sedis,0,1107,1107,1107,1107,1107,1107,1107,1107,1107,1107
Bacteria,Verrucomicrobia,Verrucomicrobia class incertae sedis,Verrucomicrobia order incertae sedis,Verrucomicrobia fam. incertae sedis,Verrucomicrobia gen. incertae sedis,Verrucomicrobia species incertae sedis,Verrucomicrobia species incertae sedis,0,193,193,193,193,193,193,193,193,193,193
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,Polynucleobacter species incertae sedis,Polynucleobacter species incertae sedis,0,1758,1758,1758,1758,1758,1758,1758,1758,1758,1758
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium species incertae sedis,Flavobacterium species incertae sedis,0,1617,1617,1617,1617,1617,1617,1617,1617,1617,1617
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,Polynucleobacter species incertae sedis,Polynucleobacter species incertae sedis,0,420,420,420,420,420,420,420,420,420,420
Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Methylophilaceae,Methylotenera,Methylotenera species incertae sedis,Methylotenera species incertae sedis,0,940,940,940,940,940,940,940,940,940,940
Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiales fam. incertae sedis,Verrucomicrobiales gen. incertae sedis,Verrucomicrobiales species incertae sedis,Verrucomicrobiales species incertae sedis,0,684,684,684,684,684,684,684,684,684,684
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium species incertae sedis,Flavobacterium species incertae sedis,0,30,30,30,30,30,30,30,30,30,30
Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter species incertae sedis,Pedobacter species incertae sedis,0,1066,1066,1066,1066,1066,1066,1066,1066,1066,1066
Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagales fam. incertae sedis,Cytophagales gen. incertae sedis,Cytophagales species incertae sedis,Cytophagales species incertae sedis,0,10,10,10,10,10,10,10,10,10,10
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiales fam. incertae sedis,Burkholderiales gen. incertae sedis,Burkholderiales species incertae sedis,Burkholderiales species incertae sedis,0,584,584,584,584,584,584,584,584,584,584
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas species incertae sedis,Sphingomonas species incertae sedis,0,1118,1118,1118,1118,1118,1118,1118,1118,1118,1118
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Oxalobacteraceae gen. incertae sedis,Oxalobacteraceae species incertae sedis,Oxalobacteraceae species incertae sedis,0,1073,1073,1073,1073,1073,1073,1073,1073,1073,1073
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium species incertae sedis,Flavobacterium species incertae sedis,0,386,386,386,386,386,386,386,386,386,386
Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter species incertae sedis,Arthrobacter species incertae sedis,0,1372,1372,1372,1372,1372,1372,1372,1372,1372,1372
Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Cytophagaceae gen. incertae sedis,Cytophagaceae species incertae sedis,Cytophagaceae species incertae sedis,0,818,818,818,818,818,818,818,818,818,818
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium species incertae sedis,Flavobacterium species incertae sedis,0,1730,1730,1730,1730,1730,1730,1730,1730,1730,1730
Archaea,Archaea phylum incertae sedis,Archaea class incertae sedis,Archaea order incertae sedis,Archaea fam. incertae sedis,Archaea gen. incertae sedis,Archaea species incertae sedis,Archaea species incertae sedis,0,1062,1062,1062,1062,1062,1062,1062,1062,1062,1062
Bacteria,Bacteria phylum incertae sedis,Bacteria class incertae sedis,Bacteria order incertae sedis,Bacteria fam. incertae sedis,Bacteria gen. incertae sedis,Bacteria species incertae sedis,Bacteria species incertae sedis,0,440,440,440,440,440,440,440,440,440,440
Bacteria,Bacteria phylum incertae sedis,Bacteria class incertae sedis,Bacteria order incertae sedis,Bacteria fam. incertae sedis,Bacteria gen. incertae sedis,Bacteria species incertae sedis,Bacteria species incertae sedis,0,1604,1604,1604,1604,1604,1604,1604,1604,1604,1604
Bacteria,Candidatus Curtissbacteria,Candidatus Curtissbacteria class incertae sedis,Candidatus Curtissbacteria order incertae sedis,Candidatus Curtissbacteria fam. incertae sedis,Candidatus Curtissbacteria gen. incertae sedis,Candidatus Curtissbacteria species incertae sedis,Candidatus Curtissbacteria species incertae sedis,0,66,66,66,66,66,66,66,66,66,66
Bacteria,Candidatus Woesebacteria,Candidatus Woesebacteria class incertae sedis,Candidatus Woesebacteria order incertae sedis,Candidatus Woesebacteria fam. incertae sedis,Candidatus Woesebacteria gen. incertae sedis,Candidatus Woesebacteria species incertae sedis,Candidatus Woesebacteria species incertae sedis,0,1759,1759,1759,1759,1759,1759,1759,1759,1759,1759
Bacteria,Bacteria phylum incertae sedis,Bacteria class incertae sedis,Bacteria order incertae sedis,Bacteria fam. incertae sedis,Bacteria gen. incertae sedis,Bacteria species incertae sedis,Bacteria species incertae sedis,0,958,958,958,958,958,958,958,958,958,958
Archaea,Archaea phylum incertae sedis,Archaea class incertae sedis,Archaea order incertae sedis,Archaea fam. incertae sedis,Archaea gen. incertae sedis,Archaea species incertae sedis,Archaea species incertae sedis,0,1861,1861,1861,1861,1861,1861,1861,1861,1861,1861
Bacteria,Candidatus Yanofskybacteria,Candidatus Yanofskybacteria class incertae sedis,Candidatus Yanofskybacteria order incertae sedis,Candidatus Yanofskybacteria fam. incertae sedis,Candidatus Yanofskybacteria gen. incertae sedis,Candidatus Yanofskybacteria species incertae sedis,Candidatus Yanofskybacteria species incertae sedis,0,106,106,106,106,106,106,106,106,106,106
Bacteria,Bacteria phylum incertae sedis,Bacteria class incertae sedis,Bacteria order incertae sedis,Bacteria fam. incertae sedis,Bacteria gen. incertae sedis,Bacteria species incertae sedis,Bacteria species incertae sedis,0,1061,1061,1061,1061,1061,1061,1061,1061,1061,1061
Bacteria,Bacteria phylum incertae sedis,Bacteria class incertae sedis,Bacteria order incertae sedis,Bacteria fam. incertae sedis,Bacteria gen. incertae sedis,Bacteria species incertae sedis,Bacteria species incertae sedis,0,911,911,911,911,911,911,911,911,911,911
Bacteria,Candidatus Curtissbacteria,Candidatus Curtissbacteria class incertae sedis,Candidatus Curtissbacteria order incertae sedis,Candidatus Curtissbacteria fam. incertae sedis,Candidatus Curtissbacteria gen. incertae sedis,Candidatus Curtissbacteria species incertae sedis,Candidatus Curtissbacteria species incertae sedis,0,1744,1744,1744,1744,1744,1744,1744,1744,1744,1744
Bacteria,Bacteria phylum incertae sedis,Bacteria class incertae sedis,Bacteria order incertae sedis,Bacteria fam. incertae sedis,Bacteria gen. incertae sedis,Bacteria species incertae sedis,Bacteria species incertae sedis,0,1680,1680,1680,1680,1680,1680,1680,1680,1680,1680
Archaea,Archaea phylum incertae sedis,Archaea class incertae sedis,Archaea order incertae sedis,Archaea fam. incertae sedis,Archaea gen. incertae sedis,Archaea species incertae sedis,Archaea species incertae sedis,0,979,979,979,979,979,979,979,979,979,979
Bacteria,Candidatus Peregrinibacteria,Candidatus Peregrinibacteria class incertae sedis,Candidatus Peregrinibacteria order incertae sedis,Candidatus Peregrinibacteria fam. incertae sedis,Candidatus Peregrinibacteria gen. incertae sedis,Candidatus Peregrinibacteria species incertae sedis,Candidatus Peregrinibacteria species incertae sedis,0,1041,1041,1041,1041,1041,1041,1041,1041,1041,1041
Archaea,Archaea phylum incertae sedis,Archaea class incertae sedis,Archaea order incertae sedis,Archaea fam. incertae sedis,Archaea gen. incertae sedis,Archaea species incertae sedis,Archaea species incertae sedis,0,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021
Bacteria,Candidatus Uhrbacteria,Candidatus Uhrbacteria class incertae sedis,Candidatus Uhrbacteria order incertae sedis,Candidatus Uhrbacteria fam. incertae sedis,Candidatus Uhrbacteria gen. incertae sedis,Candidatus Uhrbacteria species incertae sedis,Candidatus Uhrbacteria species incertae sedis,0,1124,1124,1124,1124,1124,1124,1124,1124,1124,1124
Bacteria,Candidatus Roizmanbacteria,Candidatus Roizmanbacteria class incertae sedis,Candidatus Roizmanbacteria order incertae sedis,Candidatus Roizmanbacteria fam. incertae sedis,Candidatus Roizmanbacteria gen. incertae sedis,Candidatus Roizmanbacteria species incertae sedis,Candidatus Roizmanbacteria species incertae sedis,0,1290,1290,1290,1290,1290,1290,1290,1290,1290,1290
Bacteria,Bacteria phylum incertae sedis,Bacteria class incertae sedis,Bacteria order incertae sedis,Bacteria fam. incertae sedis,Bacteria gen. incertae sedis,Bacteria species incertae sedis,Bacteria species incertae sedis,0,774,774,774,774,774,774,774,774,774,774
Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Azonexaceae,Azonexaceae gen. incertae sedis,Azonexaceae species incertae sedis,Azonexaceae species incertae sedis,0,1120,1120,1120,1120,1120,1120,1120,1120,1120,1120
Archaea,Archaea phylum incertae sedis,Archaea class incertae sedis,Archaea order incertae sedis,Archaea fam. incertae sedis,Archaea gen. incertae sedis,Archaea species incertae sedis,Archaea species incertae sedis,0,333,333,333,333,333,333,333,333,333,333
Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria order incertae sedis,Deltaproteobacteria fam. incertae sedis,Deltaproteobacteria gen. incertae sedis,Deltaproteobacteria species incertae sedis,Deltaproteobacteria species incertae sedis,0,1919,1919,1919,1919,1919,1919,1919,1919,1919,1919
Bacteria,Nitrospirae,Nitrospirae class incertae sedis,Nitrospirae order incertae sedis,Nitrospirae fam. incertae sedis,Nitrospirae gen. incertae sedis,Nitrospirae species incertae sedis,Nitrospirae species incertae sedis,0,76,76,76,76,76,76,76,76,76,76
Archaea,Archaea phylum incertae sedis,Archaea class incertae sedis,Archaea order incertae sedis,Archaea fam. incertae sedis,Archaea gen. incertae sedis,Archaea species incertae sedis,Archaea species incertae sedis,0,244,244,244,244,244,244,244,244,244,244
Bacteria,Bacteria phylum incertae sedis,Bacteria class incertae sedis,Bacteria order incertae sedis,Bacteria fam. incertae sedis,Bacteria gen. incertae sedis,Bacteria species incertae sedis,Bacteria species incertae sedis,0,643,643,643,643,643,643,643,643,643,643
Bacteria,Bacteria phylum incertae sedis,Bacteria class incertae sedis,Bacteria order incertae sedis,Bacteria fam. incertae sedis,Bacteria gen. incertae sedis,Bacteria species incertae sedis,Bacteria species incertae sedis,0,1638,1638,1638,1638,1638,1638,1638,1638,1638,1638
Bacteria,Bacteria phylum incertae sedis,Bacteria class incertae sedis,Bacteria order incertae sedis,Bacteria fam. incertae sedis,Bacteria gen. incertae sedis,Bacteria species incertae sedis,Bacteria species incertae sedis,0,1754,1754,1754,1754,1754,1754,1754,1754,1754,1754
Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclales fam. incertae sedis,Rhodocyclales gen. incertae sedis,Rhodocyclales species incertae sedis,Rhodocyclales species incertae sedis,0,53,53,53,53,53,53,53,53,53,53
Bacteria,Candidatus Omnitrophica,Candidatus Omnitrophica class incertae sedis,Candidatus Omnitrophica order incertae sedis,Candidatus Omnitrophica fam. incertae sedis,Candidatus Omnitrophica gen. incertae sedis,Candidatus Omnitrophica species incertae sedis,Candidatus Omnitrophica species incertae sedis,0,1516,1516,1516,1516,1516,1516,1516,1516,1516,1516
Bacteria,Bacteria phylum incertae sedis,Bacteria class incertae sedis,Bacteria order incertae sedis,Bacteria fam. incertae sedis,Bacteria gen. incertae sedis,Bacteria species incertae sedis,Bacteria species incertae sedis,0,1711,1711,1711,1711,1711,1711,1711,1711,1711,1711
Archaea,Euryarchaeota,Euryarchaeota class incertae sedis,Euryarchaeota order incertae sedis,Euryarchaeota fam. incertae sedis,Euryarchaeota gen. incertae sedis,Euryarchaeota species incertae sedis,Euryarchaeota species incertae sedis,0,707,707,707,707,707,707,707,707,707,707
Archaea,Archaea phylum incertae sedis,Archaea class incertae sedis,Archaea order incertae sedis,Archaea fam. incertae sedis,Archaea gen. incertae sedis,Archaea species incertae sedis,Archaea species incertae sedis,0,731,731,731,731,731,731,731,731,731,731
Bacteria,Candidatus Omnitrophica,Candidatus Omnitrophica class incertae sedis,Candidatus Omnitrophica order incertae sedis,Candidatus Omnitrophica fam. incertae sedis,Candidatus Omnitrophica gen. incertae sedis,Candidatus Omnitrophica species incertae sedis,Candidatus Omnitrophica species incertae sedis,0,1603,1603,1603,1603,1603,1603,1603,1603,1603,1603
Bacteria,Bacteria phylum incertae sedis,Bacteria class incertae sedis,Bacteria order incertae sedis,Bacteria fam. incertae sedis,Bacteria gen. incertae sedis,Bacteria species incertae sedis,Bacteria species incertae sedis,0,62,62,62,62,62,62,62,62,62,62
Bacteria,Bacteria phylum incertae sedis,Bacteria class incertae sedis,Bacteria order incertae sedis,Bacteria fam. incertae sedis,Bacteria gen. incertae sedis,Bacteria species incertae sedis,Bacteria species incertae sedis,0,1797,1797,1797,1797,1797,1797,1797,1797,1797,1797
Bacteria,Candidatus Omnitrophica,Candidatus Omnitrophica class incertae sedis,Candidatus Omnitrophica order incertae sedis,Candidatus Omnitrophica fam. incertae sedis,Candidatus Omnitrophica gen. incertae sedis,Candidatus Omnitrophica species incertae sedis,Candidatus Omnitrophica species incertae sedis,0,438,438,438,438,438,438,438,438,438,438
Bacteria,Elusimicrobia,Elusimicrobia class incertae sedis,Elusimicrobia order incertae sedis,Elusimicrobia fam. incertae sedis,Elusimicrobia gen. incertae sedis,Elusimicrobia species incertae sedis,Elusimicrobia species incertae sedis,0,1916,1916,1916,1916,1916,1916,1916,1916,1916,1916
Bacteria,Bacteria phylum incertae sedis,Bacteria class incertae sedis,Bacteria order incertae sedis,Bacteria fam. incertae sedis,Bacteria gen. incertae sedis,Bacteria species incertae sedis,Bacteria species incertae sedis,0,1660,1660,1660,1660,1660,1660,1660,1660,1660,1660
Bacteria,Bacteria phylum incertae sedis,Bacteria class incertae sedis,Bacteria order incertae sedis,Bacteria fam. incertae sedis,Bacteria gen. incertae sedis,Bacteria species incertae sedis,Bacteria species incertae sedis,0,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900
Archaea,Archaea phylum incertae sedis,Archaea class incertae sedis,Archaea order incertae sedis,Archaea fam. incertae sedis,Archaea gen. incertae sedis,Archaea species incertae sedis,Archaea species incertae sedis,0,1015,1015,1015,1015,1015,1015,1015,1015,1015,1015
Bacteria,Candidatus Omnitrophica,Candidatus Omnitrophica class incertae sedis,Candidatus Omnitrophica order incertae sedis,Candidatus Omnitrophica fam. incertae sedis,Candidatus Omnitrophica gen. incertae sedis,Candidatus Omnitrophica species incertae sedis,Candidatus Omnitrophica species incertae sedis,0,680,680,680,680,680,680,680,680,680,680
Archaea,Archaea phylum incertae sedis,Archaea class incertae sedis,Archaea order incertae sedis,Archaea fam. incertae sedis,Archaea gen. incertae sedis,Archaea species incertae sedis,Archaea species incertae sedis,0,382,382,382,382,382,382,382,382,382,382
Bacteria,Bacteria phylum incertae sedis,Bacteria class incertae sedis,Bacteria order incertae sedis,Bacteria fam. incertae sedis,Bacteria gen. incertae sedis,Bacteria species incertae sedis,Bacteria species incertae sedis,0,253,253,253,253,253,253,253,253,253,253
Archaea,Euryarchaeota,Euryarchaeota class incertae sedis,Euryarchaeota order incertae sedis,Euryarchaeota fam. incertae sedis,Euryarchaeota gen. incertae sedis,Euryarchaeota species incertae sedis,Euryarchaeota species incertae sedis,0,1379,1379,1379,1379,1379,1379,1379,1379,1379,1379
Archaea,Euryarchaeota,Euryarchaeota class incertae sedis,Euryarchaeota order incertae sedis,Euryarchaeota fam. incertae sedis,Euryarchaeota gen. incertae sedis,Euryarchaeota species incertae sedis,Euryarchaeota species incertae sedis,0,394,394,394,394,394,394,394,394,394,394
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonadaceae gen. incertae sedis,Xanthomonadaceae species incertae sedis,Xanthomonadaceae species incertae sedis,0,42,42,42,42,42,42,42,42,42,42
Bacteria,Bacteria phylum incertae sedis,Bacteria class incertae sedis,Bacteria order incertae sedis,Bacteria fam. incertae sedis,Bacteria gen. incertae sedis,Bacteria species incertae sedis,Bacteria species incertae sedis,0,344,344,344,344,344,344,344,344,344,344
Bacteria,Bacteroidetes,Bacteroidetes class incertae sedis,Bacteroidetes order incertae sedis,Bacteroidetes fam. incertae sedis,Bacteroidetes gen. incertae sedis,Bacteroidetes species incertae sedis,Bacteroidetes species incertae sedis,0,1816,1816,1816,1816,1816,1816,1816,1816,1816,1816
Bacteria,Bacteria phylum incertae sedis,Bacteria class incertae sedis,Bacteria order incertae sedis,Bacteria fam. incertae sedis,Bacteria gen. incertae sedis,Bacteria species incertae sedis,Bacteria species incertae sedis,0,370,370,370,370,370,370,370,370,370,370
Bacteria,Bacteria phylum incertae sedis,Bacteria class incertae sedis,Bacteria order incertae sedis,Bacteria fam. incertae sedis,Bacteria gen. incertae sedis,Bacteria species incertae sedis,Bacteria species incertae sedis,0,57,57,57,57,57,57,57,57,57,57
Archaea,Archaea phylum incertae sedis,Archaea class incertae sedis,Archaea order incertae sedis,Archaea fam. incertae sedis,Archaea gen. incertae sedis,Archaea species incertae sedis,Archaea species incertae sedis,0,953,953,953,953,953,953,953,953,953,953
Bacteria,Elusimicrobia,Elusimicrobia class incertae sedis,Elusimicrobia order incertae sedis,Elusimicrobia fam. incertae sedis,Elusimicrobia gen. incertae sedis,Elusimicrobia species incertae sedis,Elusimicrobia species incertae sedis,0,155,155,155,155,155,155,155,155,155,155
Archaea,Archaea phylum incertae sedis,Archaea class incertae sedis,Archaea order incertae sedis,Archaea fam. incertae sedis,Archaea gen. incertae sedis,Archaea species incertae sedis,Archaea species incertae sedis,0,1914,1914,1914,1914,1914,1914,1914,1914,1914,1914
Bacteria,Bacteria phylum incertae sedis,Bacteria class incertae sedis,Bacteria order incertae sedis,Bacteria fam. incertae sedis,Bacteria gen. incertae sedis,Bacteria species incertae sedis,Bacteria species incertae sedis,0,330,330,330,330,330,330,330,330,330,330
Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria order incertae sedis,Gammaproteobacteria fam. incertae sedis,Gammaproteobacteria gen. incertae sedis,Gammaproteobacteria species incertae sedis,Gammaproteobacteria species incertae sedis,0,132,132,132,132,132,132,132,132,132,132
Bacteria,Candidatus Moranbacteria,Candidatus Moranbacteria class incertae sedis,Candidatus Moranbacteria order incertae sedis,Candidatus Moranbacteria fam. incertae sedis,Candidatus Moranbacteria gen. incertae sedis,Candidatus Moranbacteria species incertae sedis,Candidatus Moranbacteria species incertae sedis,0,885,885,885,885,885,885,885,885,885,885
Archaea,Archaea phylum incertae sedis,Archaea class incertae sedis,Archaea order incertae sedis,Archaea fam. incertae sedis,Archaea gen. incertae sedis,Archaea species incertae sedis,Archaea species incertae sedis,0,670,670,670,670,670,670,670,670,670,670
Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclales fam. incertae sedis,Rhodocyclales gen. incertae sedis,Rhodocyclales species incertae sedis,Rhodocyclales species incertae sedis,0,580,580,580,580,580,580,580,580,580,580
Bacteria,Bacteria phylum incertae sedis,Bacteria class incertae sedis,Bacteria order incertae sedis,Bacteria fam. incertae sedis,Bacteria gen. incertae sedis,Bacteria species incertae sedis,Bacteria species incertae sedis,0,999,999,999,999,999,999,999,999,999,999
Bacteria,Ignavibacteriae,Ignavibacteria,Ignavibacteria order incertae sedis,Ignavibacteria fam. incertae sedis,Ignavibacteria gen. incertae sedis,Ignavibacteria species incertae sedis,Ignavibacteria species incertae sedis,0,995,995,995,995,995,995,995,995,995,995
Bacteria,Bacteria phylum incertae sedis,Bacteria class incertae sedis,Bacteria order incertae sedis,Bacteria fam. incertae sedis,Bacteria gen. incertae sedis,Bacteria species incertae sedis,Bacteria species incertae sedis,0,1432,1432,1432,1432,1432,1432,1432,1432,1432,1432
Bacteria,Proteobacteria,Betaproteobacteria,Betaproteobacteria order incertae sedis,Betaproteobacteria fam. incertae sedis,Betaproteobacteria gen. incertae sedis,Betaproteobacteria species incertae sedis,Betaproteobacteria species incertae sedis,0,591,591,591,591,591,591,591,591,591,591
Archaea,Archaea phylum incertae sedis,Archaea class incertae sedis,Archaea order incertae sedis,Archaea fam. incertae sedis,Archaea gen. incertae sedis,Archaea species incertae sedis,Archaea species incertae sedis,0,925,925,925,925,925,925,925,925,925,925
Bacteria,Candidatus Omnitrophica,Candidatus Omnitrophica class incertae sedis,Candidatus Omnitrophica order incertae sedis,Candidatus Omnitrophica fam. incertae sedis,Candidatus Omnitrophica gen. incertae sedis,Candidatus Omnitrophica species incertae sedis,Candidatus Omnitrophica species incertae sedis,0,1743,1743,1743,1743,1743,1743,1743,1743,1743,1743
Bacteria,Bacteria phylum incertae sedis,Bacteria class incertae sedis,Bacteria order incertae sedis,Bacteria fam. incertae sedis,Bacteria gen. incertae sedis,Bacteria species incertae sedis,Bacteria species incertae sedis,0,996,996,996,996,996,996,996,996,996,996
Bacteria,Bacteria phylum incertae sedis,Bacteria class incertae sedis,Bacteria order incertae sedis,Bacteria fam. incertae sedis,Bacteria gen. incertae sedis,Bacteria species incertae sedis,Bacteria species incertae sedis,0,425,425,425,425,425,425,425,425,425,425
Bacteria,Bacteria phylum incertae sedis,Bacteria class incertae sedis,Bacteria order incertae sedis,Bacteria fam. incertae sedis,Bacteria gen. incertae sedis,Bacteria species incertae sedis,Bacteria species incertae sedis,0,328,328,328,328,328,328,328,328,328,328
Bacteria,Bacteria phylum incertae sedis,Bacteria class incertae sedis,Bacteria order incertae sedis,Bacteria fam. incertae sedis,Bacteria gen. incertae sedis,Bacteria species incertae sedis,Bacteria species incertae sedis,0,1702,1702,1702,1702,1702,1702,1702,1702,1702,1702
Bacteria,Candidatus Gottesmanbacteria,Candidatus Gottesmanbacteria class incertae sedis,Candidatus Gottesmanbacteria order incertae sedis,Candidatus Gottesmanbacteria fam. incertae sedis,Candidatus Gottesmanbacteria gen. incertae sedis,Candidatus Gottesmanbacteria species incertae sedis,Candidatus Gottesmanbacteria species incertae sedis,0,100,100,100,100,100,100,100,100,100,100
Bacteria,Bacteria phylum incertae sedis,Bacteria class incertae sedis,Bacteria order incertae sedis,Bacteria fam. incertae sedis,Bacteria gen. incertae sedis,Bacteria species incertae sedis,Bacteria species incertae sedis,0,234,234,234,234,234,234,234,234,234,234
Bacteria,Bacteria phylum incertae sedis,Bacteria class incertae sedis,Bacteria order incertae sedis,Bacteria fam. incertae sedis,Bacteria gen. incertae sedis,Bacteria species incertae sedis,Bacteria species incertae sedis,0,667,667,667,667,667,667,667,667,667,667
Bacteria,Bacteria phylum incertae sedis,Bacteria class incertae sedis,Bacteria order incertae sedis,Bacteria fam. incertae sedis,Bacteria gen. incertae sedis,Bacteria species incertae sedis,Bacteria species incertae sedis,0,1633,1633,1633,1633,1633,1633,1633,1633,1633,1633
Bacteria,Bacteria phylum incertae sedis,Bacteria class incertae sedis,Bacteria order incertae sedis,Bacteria fam. incertae sedis,Bacteria gen. incertae sedis,Bacteria species incertae sedis,Bacteria species incertae sedis,0,1665,1665,1665,1665,1665,1665,1665,1665,1665,1665
Bacteria,Bacteria phylum incertae sedis,Bacteria class incertae sedis,Bacteria order incertae sedis,Bacteria fam. incertae sedis,Bacteria gen. incertae sedis,Bacteria species incertae sedis,Bacteria species incertae sedis,0,639,639,639,639,639,639,639,639,639,639
Bacteria,Candidatus Kaiserbacteria,Candidatus Kaiserbacteria class incertae sedis,Candidatus Kaiserbacteria order incertae sedis,Candidatus Kaiserbacteria fam. incertae sedis,Candidatus Kaiserbacteria gen. incertae sedis,Candidatus Kaiserbacteria species incertae sedis,Candidatus Kaiserbacteria species incertae sedis,0,380,380,380,380,380,380,380,380,380,380
Archaea,Archaea phylum incertae sedis,Archaea class incertae sedis,Archaea order incertae sedis,Archaea fam. incertae sedis,Archaea gen. incertae sedis,Archaea species incertae sedis,Archaea species incertae sedis,0,118,118,118,118,118,118,118,118,118,118
Bacteria,Bacteria phylum incertae sedis,Bacteria class incertae sedis,Bacteria order incertae sedis,Bacteria fam. incertae sedis,Bacteria gen. incertae sedis,Bacteria species incertae sedis,Bacteria species incertae sedis,0,1582,1582,1582,1582,1582,1582,1582,1582,1582,1582
Bacteria,Ignavibacteriae,Ignavibacteria,Ignavibacteria order incertae sedis,Ignavibacteria fam. incertae sedis,Ignavibacteria gen. incertae sedis,Ignavibacteria species incertae sedis,Ignavibacteria species incertae sedis,0,161,161,161,161,161,161,161,161,161,161
Archaea,Euryarchaeota,Euryarchaeota class incertae sedis,Euryarchaeota order incertae sedis,Euryarchaeota fam. incertae sedis,Euryarchaeota gen. incertae sedis,Euryarchaeota species incertae sedis,Euryarchaeota species incertae sedis,0,1632,1632,1632,1632,1632,1632,1632,1632,1632,1632
Bacteria,Bacteria phylum incertae sedis,Bacteria class incertae sedis,Bacteria order incertae sedis,Bacteria fam. incertae sedis,Bacteria gen. incertae sedis,Bacteria species incertae sedis,Bacteria species incertae sedis,0,1132,1132,1132,1132,1132,1132,1132,1132,1132,1132
Archaea,Archaea phylum incertae sedis,Archaea class incertae sedis,Archaea order incertae sedis,Archaea fam. incertae sedis,Archaea gen. incertae sedis,Archaea species incertae sedis,Archaea species incertae sedis,0,944,944,944,944,944,944,944,944,944,944
Archaea,Euryarchaeota,Euryarchaeota class incertae sedis,Euryarchaeota order incertae sedis,Euryarchaeota fam. incertae sedis,Euryarchaeota gen. incertae sedis,Euryarchaeota species incertae sedis,Euryarchaeota species incertae sedis,0,469,469,469,469,469,469,469,469,469,469
Archaea,Archaea phylum incertae sedis,Archaea class incertae sedis,Archaea order incertae sedis,Archaea fam. incertae sedis,Archaea gen. incertae sedis,Archaea species incertae sedis,Archaea species incertae sedis,0,1270,1270,1270,1270,1270,1270,1270,1270,1270,1270
Bacteria,Bacteria phylum incertae sedis,Bacteria class incertae sedis,Bacteria order incertae sedis,Bacteria fam. incertae sedis,Bacteria gen. incertae sedis,Bacteria species incertae sedis,Bacteria species incertae sedis,0,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333
Bacteria,Bacteria phylum incertae sedis,Bacteria class incertae sedis,Bacteria order incertae sedis,Bacteria fam. incertae sedis,Bacteria gen. incertae sedis,Bacteria species incertae sedis,Bacteria species incertae sedis,0,1268,1268,1268,1268,1268,1268,1268,1268,1268,1268
Bacteria,Candidatus Kaiserbacteria,Candidatus Kaiserbacteria class incertae sedis,Candidatus Kaiserbacteria order incertae sedis,Candidatus Kaiserbacteria fam. incertae sedis,Candidatus Kaiserbacteria gen. incertae sedis,Candidatus Kaiserbacteria species incertae sedis,Candidatus Kaiserbacteria species incertae sedis,0,359,359,359,359,359,359,359,359,359,359
