species,abundance_cols.healthy_stool_10_1,abundance_cols.healthy_stool_10_10,abundance_cols.healthy_stool_10_100,abundance_cols.healthy_stool_10_50,abundance_cols.healthy_stool_100_1,abundance_cols.healthy_stool_100_10,abundance_cols.healthy_stool_100_100,abundance_cols.healthy_stool_100_50
Desulfitobacterium dichloroeliminans,0,0,0,0,0,0,11,2
Desulfovibrio piger,0,0,0,0,32,79,350,106
Dialister invisus,0,0,0,0,46,119,536,172
Dialister succinatiphilus,0,0,0,0,1,6,6,2
Donghicola eburneus,0,0,0,0,0,1,0,3
Dorea formicigenerans,0,0,0,0,254,691,964,527
Dorea longicatena,0,0,0,0,722,1914,796,1296
Edwardsiella anguillarum,0,0,0,0,0,4,0,1
Eggerthella lenta,0,0,0,0,50,133,952,168
Eisenbergiella tayi,0,0,0,0,0,0,2,0
Emergencia timonensis,0,0,0,0,2,14,7,12
Enterobacter hormaechei,0,0,0,0,5,3,21,5
[Enterobacter] lignolyticus,0,0,0,0,1,7,10,12
Enterobacteria phage cdtI,0,0,0,0,6,4,2,1
Enterobacteria phage mEp460,0,0,0,0,0,1,0,0
Enterocloster asparagiformis,0,0,0,0,1,2,1,0
Enterocloster bolteae,0,0,0,0,2,4,4,3
Enterocloster citroniae,0,0,0,3,0,0,0,0
Enterococcus asini,0,0,0,0,0,0,1,0
Enterococcus casseliflavus,0,0,0,0,0,0,4,2
Enterococcus cecorum,0,0,0,0,0,0,1,0
Enterococcus faecalis,0,0,0,0,0,0,9,0
Enterococcus faecium,0,0,0,0,40,101,681,145
Enterococcus gilvus,0,0,0,0,2,2,3,2
Enterococcus hirae,0,0,0,0,0,0,3,0
Enterococcus italicus,0,0,0,0,0,0,1,1
Enterococcus malodoratus,0,0,0,0,1,0,2,0
Entomohabitans teleogrylli,0,0,0,0,0,0,1,0
Erwinia oleae,0,0,0,0,0,0,0,1
Erwinia tracheiphila,0,0,0,0,0,0,1,3
Eshraghiella crossota,7,1,5,0,335,996,739,547
Eubacterium coprostanoligenes,1,0,0,0,0,1,0,0
Eubacterium oxidoreducens,0,0,0,0,0,1,0,0
Eubacterium ramulus,0,0,0,0,89,218,799,315
Eubacterium ventriosum,0,0,0,2,67,153,634,218
Faecalibacterium duncaniae,875,1372,1003,1782,358,305,86,654
Faecalicatena contorta,37,23,34,60,11,27,5,8
Faecalicoccus pleomorphus,4,1,0,1,0,0,0,0
Falseniella ignava,0,0,0,0,0,2,1,0
Finegoldia magna,0,0,0,0,12,30,106,40
Flavonifractor plautii,0,0,0,0,106,257,827,359
Fusicatenibacter saccharivorans,26,2,35,18,1403,3250,858,2045
Gemmiger formicilis,106,154,103,190,223,351,893,503
Gordonibacter pamelaeae,0,0,0,0,44,114,878,165
Haemophilus sputorum,0,0,0,0,0,10,5,0
Hallella bergensis,0,0,0,0,0,3,10,9
Helcococcus kunzii,0,0,0,0,0,0,3,0
Hespellia stercorisuis,0,0,0,0,1,4,2,0
Heyndrickxia acidiproducens,0,2,0,0,0,0,1,0
Holdemanella biformis,0,0,0,0,96,250,569,354
Holdemania massiliensis,2,13,4,4,3,6,0,11
Hoylesella buccalis,0,0,0,0,37,100,433,172
Hoylesella nanceiensis,0,0,0,0,2,5,2,2
Hoylesella oralis,0,0,0,0,0,0,1,0
Hoylesella timonensis,0,0,0,0,72,171,1138,155
Hungatella hathewayi,1,1,0,0,0,13,21,22
Intestinibacter bartlettii,0,0,0,0,64,168,851,237
Intestinimonas butyriciproducens,0,2,3,1,2,1,0,0
Johnsonella ignava,0,0,14,1,0,2,0,0
Kaistia adipata,0,0,0,0,0,1,0,3
Kandleria vitulina,0,0,0,0,1,0,9,3
Kluyvera ascorbata,0,0,0,0,1,0,2,1
Kluyvera cryocrescens,0,0,0,0,0,0,31,11
Kosakonia cowanii,0,0,0,0,0,3,4,3
Kosakonia sacchari,0,0,0,0,0,0,3,0
Kwaitsingvirus HK544,0,0,0,0,0,0,0,1
Lachnoanaerobaculum saburreum,0,0,1,0,0,0,4,1
Lachnobacterium bovis,0,0,0,0,0,0,1,0
Lachnoclostridium phocaeense,3,8,0,1,0,7,1,3
Lachnospira eligens,0,0,0,0,552,1416,760,845
Lachnospira multipara,0,0,0,0,260,679,530,411
Lactonifactor longoviformis,0,0,1,0,0,0,0,0
Lambdavirus lambda,0,0,0,0,4,0,0,0
Leyella stercorea,94,169,58,18,289,683,833,480
Ligilactobacillus agilis,0,0,0,0,0,1,0,0
Ligilactobacillus ruminis,0,0,0,0,51,133,584,194
Marienburgvirus BP4795,0,0,0,0,0,8,1,0
Marinilactibacillus piezotolerans,0,0,0,0,0,0,0,2
Marvinbryantia formatexigens,0,0,0,0,0,2,3,3
Mediterranea massiliensis,1,0,1,0,4,7,13,1
Mediterraneibacter gnavus,0,0,0,0,136,341,616,450
Megasphaera elsdenii,0,0,0,0,31,77,556,88
Merdibacter massiliensis,2,1,0,0,2,7,1,0
Merdimmobilis hominis,0,1,1,1,0,0,0,1
Merdimonas faecis,0,1,1,0,0,3,6,1
Moraxella porci,0,0,0,0,0,1,0,0
Muribaculum intestinale,0,0,0,0,0,4,2,1
Negativibacillus massiliensis,0,0,0,0,3,2,0,0
Neofamilia massiliensis,0,0,0,0,0,0,0,1
Nitrolancea hollandica,0,0,0,0,0,0,0,1
Obesumbacterium proteus,0,0,0,0,0,0,0,1
Oceanivirga salmonicida,0,0,0,0,0,0,2,0
Odoribacter laneus,0,0,0,0,2,0,1,1
Odoribacter splanchnicus,0,0,1,0,317,829,1253,512
Oribacterium parvum,0,1,0,1,0,0,0,0
Oslovirus ov191,0,0,0,0,0,0,0,1
Oslovirus PA2,0,0,0,0,1,0,0,0
Oslovirus TL2011,0,0,0,0,0,1,0,0
Pankowvirus pv1717,0,0,0,0,2,6,4,3
Pankowvirus YYZ2008,0,0,0,0,25,66,13,37
Parabacteroides distasonis,0,0,0,0,835,2058,1173,1274
Parabacteroides goldsteinii,0,0,0,0,0,0,6,3
Parabacteroides johnsonii,27,44,81,16,155,303,208,233
Paracoccus alcaliphilus,0,0,0,0,0,1,3,3
Parafannyhessea umbonata,0,0,0,0,0,1,0,2
Paraprevotella xylaniphila,0,0,1,0,74,169,910,263
Parasutterella excrementihominis,0,0,0,0,70,195,795,285
Parolsenella massiliensis,0,0,0,0,1,0,1,0
Peptoniphilus faecalis,0,0,0,0,0,3,0,0
Peptoniphilus grossensis,0,0,0,0,0,0,0,2
Peptoniphilus lacrimalis,0,0,0,0,0,1,0,0
Peptoniphilus rhinitidis,0,0,0,0,0,0,4,0
Peptostreptococcus anaerobius,0,0,0,0,0,0,4,1
Petrimonas mucosa,0,0,0,0,0,0,1,0
Phascolarctobacterium succinatutens,0,0,0,0,175,452,544,293
Phocaeicola barnesiae,4,5,21,28,3,1,3,3
Phocaeicola coprocola,0,0,0,0,124,319,1010,431
Phocaeicola coprophilus,1,4,7,1,1,4,8,9
Phocaeicola paurosaccharolyticus,0,0,0,0,0,1,3,0
Phocaeicola plebeius,1,0,2,1,895,2474,1427,1560
Phocaeicola salanitronis,0,0,1,0,0,0,4,0
Phocaeicola vulgatus,13946,20988,23586,24193,6094,5872,2640,9939
Phoenicibacter congonensis,0,0,0,0,0,1,1,1
Pluralibacter gergoviae,0,0,0,0,0,1,0,1
Porphyromonas cangingivalis,0,0,0,0,0,1,0,0
Porphyromonas circumdentaria,0,0,0,0,0,3,0,0
Porphyromonas endodontalis,0,0,0,0,2,0,0,0
Porphyromonas gingivalis,0,0,0,0,0,0,0,1
Porphyromonas levii,0,0,0,0,0,5,2,1
Prevotella bivia,0,0,0,0,125,285,667,509
Prevotella corporis,0,0,0,0,42,97,628,180
Prevotella dentalis,0,0,0,0,1,0,0,1
Prevotella dentasini,0,0,0,0,0,1,0,0
Prevotella disiens,0,0,0,0,31,144,845,124
Prevotella falsenii,0,0,0,0,0,0,1,0
Prevotella ihumii,0,0,0,0,1,3,7,4
Prevotella micans,0,0,0,0,0,1,0,0
Prevotella multiformis,0,0,0,0,3,10,20,8
Prevotella pallens,0,0,0,0,1,0,0,0
Prevotella scopos,0,0,0,0,0,0,0,1
Prevotella veroralis,0,0,0,0,0,0,3,1
Prevotellamassilia timonensis,0,0,1,0,1,1,20,7
Provencibacterium massiliense,0,1,0,1,0,0,0,5
Pseudoflavonifractor capillosus,0,3,5,10,4,4,8,11
Punavirus RCS47,0,0,0,0,1,0,8,4
Punavirus SJ46,0,0,0,0,0,4,6,7
Ralstonia mannitolilytica,0,0,0,0,0,1,0,0
Rikenella microfusus,0,0,0,0,0,0,1,1
Roseburia faecis,1,17,4,12,1282,3315,847,1918
Roseburia hominis,36,28,13,29,263,542,1129,813
Roseburia intestinalis,1,4,0,2,448,1312,1603,876
Roseburia inulinivorans,13,45,31,64,546,1357,1164,726
Ruminiclostridium josui,0,0,0,0,0,1,0,0
Ruminococcus bicirculans (ex Wegman et al. 2014),0,0,0,0,1,4,2,3
Ruminococcus callidus,0,3,0,2,0,1,0,0
[Ruminococcus] lactaris,0,0,0,0,186,515,806,298
Ruminococcus sp. YE282,3,3,7,5,1,1,0,1
[Ruminococcus] torques,0,0,0,0,489,1293,677,802
Ruthenibacterium lactatiformans,5,10,11,15,180,460,1151,648
Salmonella enterica,0,0,0,0,3,14,20,17
Sanguibacteroides justesenii,0,0,0,0,0,6,16,5
Segatella albensis,0,0,0,0,0,0,1,0
Segatella copri,50307,25233,10273,23681,49684,4802,1011,8468
Sellimonas intestinalis,0,0,0,0,0,0,1,0
Senegalimassilia anaerobia,0,0,0,0,0,2,1,0
Serratia rubidaea,0,0,0,0,0,0,2,0
Sharpea azabuensis,0,0,0,0,0,0,0,1
Shigella dysenteriae,0,0,0,0,1068,2768,108,1726
Shigella flexneri,0,0,0,0,96,260,1247,153
Slackia piriformis,0,0,0,0,0,1,0,1
Solobacterium moorei,0,0,0,1,3,1,0,0
Sporosarcina koreensis,0,0,0,0,2,1,4,3
Stomatobaculum longum,8,8,11,20,4,0,1,2
Streptobacillus notomytis,0,0,0,0,2,0,1,0
Streptococcus cristatus,0,0,0,0,0,0,0,1
Streptococcus parasanguinis,0,0,0,0,42,110,615,155
Streptococcus pneumoniae,0,0,0,0,0,0,1,0
Streptococcus salivarius,0,0,0,0,75,239,366,347
Streptococcus suis,0,0,0,0,1,0,0,0
Streptococcus thermophilus,0,0,0,0,106,230,501,335
Subdoligranulum variabile,0,1,1,2,0,1,4,2
Thauera humireducens,0,0,0,0,1,1,0,3
Thomasclavelia saccharogumia,0,0,0,0,0,0,1,1
Thomasclavelia spiroformis,0,0,0,0,0,0,1,0
Trabulsiella odontotermitis,0,0,0,0,1,0,1,0
Traorella massiliensis,0,7,0,0,0,0,2,1
Traversvirus II,0,0,0,0,11,34,18,16
Traversvirus PA28,0,0,0,0,0,2,1,5
Treponema vincentii,1,0,0,1,0,0,0,0
Urinicoccus massiliensis,0,0,0,0,0,0,0,2
Veillonella parvula,0,0,0,0,30,78,604,113
Wickerhamomyces ciferrii,0,0,0,0,0,1,0,0
Xenophilus azovorans,0,0,0,0,0,0,1,0
Xenorhabdus cabanillasii,0,0,0,0,1,5,15,2
Xuanwuvirus P88,0,0,0,0,1,4,0,2
Yautsimvirus HK140,0,0,0,0,0,1,0,0
Yersinia pestis,0,0,0,0,2,4,12,13
Yokenella regensburgei,0,0,0,0,0,0,6,0
