Superkingdom,Phylum,Class,Order,Family,Genus,Species,Name,ti,healthy_stool_10_1,healthy_stool_10_10,healthy_stool_10_100,healthy_stool_10_50,healthy_stool_100_1,healthy_stool_100_10,healthy_stool_100_100,healthy_stool_100_50
NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium merycicum,Bifidobacterium merycicum,87,0,0,0,0,2,0,0,1
NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium miconisargentati,Bifidobacterium miconisargentati,88,0,0,0,0,0,0,1,0
NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium pseudocatenulatum,Bifidobacterium pseudocatenulatum,89,15,29,7,0,15517,40637,72680,21642
NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium pseudolongum,Bifidobacterium pseudolongum,90,0,0,0,0,0,0,0,9
NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium ramosum,Bifidobacterium ramosum,91,2,0,0,0,0,0,0,0
NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium ruminantium,Bifidobacterium ruminantium,92,46,40,59,7,4,0,1,0
NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium saguini,Bifidobacterium saguini,93,11,9,15,10,22,24,7,6
NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium scaligerum,Bifidobacterium scaligerum,94,0,3,0,0,0,0,0,0
NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium scardovii,Bifidobacterium scardovii,95,8,3,11,7,0,11,19,16
NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium simiiventris,Bifidobacterium simiiventris,96,0,12,0,0,0,0,0,0
NA,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia acetigignens,Blautia acetigignens,97,0,0,1,0,0,3,0,0
NA,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia ammoniilytica,Blautia ammoniilytica,98,1,35,40,39,11,8,0,0
NA,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia celeris,Blautia celeris,99,0,0,0,0,20,0,0,0
NA,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia difficilis,Blautia difficilis,100,0,0,0,0,0,0,1,0
NA,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia faecicola,Blautia faecicola,101,0,0,0,0,5,5,5,2
NA,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia faecis,Blautia faecis,102,0,0,0,0,42,15,0,3
NA,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia fusiformis,Blautia fusiformis,103,20,20,51,0,0,14,12,1
NA,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia glucerasea,Blautia glucerasea,104,9,0,0,0,2,0,3,17
NA,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia hansenii,Blautia hansenii,105,0,0,0,0,0,6,2,0
NA,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia intestinihominis,Blautia intestinihominis,106,2,12,51,16,0,91,51,44
NA,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia luti,Blautia luti,107,0,7,0,11,12,23,34,58
NA,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia marasmi,Blautia marasmi,108,0,0,0,0,12,0,0,0
NA,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia obeum,Blautia obeum,109,0,0,0,0,49806,130877,109103,78453
NA,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia parvula,Blautia parvula,110,0,0,0,0,0,0,0,6
NA,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia segnis,Blautia segnis,111,0,0,0,0,92,239,204,160
NA,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia stercoris,Blautia stercoris,112,1,0,0,0,6,13,16,0
NA,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia wexlerae,Blautia wexlerae,113,0,0,0,0,51590,137828,146007,80086
NA,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Brenneria,Brenneria uluponensis,Brenneria uluponensis,114,0,0,0,0,0,1,0,0
NA,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Butyribacter,Butyribacter intestini,Butyribacter intestini,115,0,0,0,0,0,2,0,0
NA,Bacillota,Clostridia,Eubacteriales,Butyricicoccaceae,Butyricicoccus,Butyricicoccus faecihominis,Butyricicoccus faecihominis,116,0,0,0,0,0,0,1,0
NA,Bacteroidota,Bacteroidia,Bacteroidales,Odoribacteraceae,Butyricimonas,Butyricimonas faecalis,Butyricimonas faecalis,117,0,0,0,0,0,16,13,31
NA,Bacteroidota,Bacteroidia,Bacteroidales,Odoribacteraceae,Butyricimonas,Butyricimonas hominis,Butyricimonas hominis,118,31,87,420,0,0,0,2,0
NA,Bacteroidota,Bacteroidia,Bacteroidales,Odoribacteraceae,Butyricimonas,Butyricimonas paravirosa,Butyricimonas paravirosa,119,210,9,43,152,21,9,2,23
NA,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Candidatus Bacteroides intestinigallinarum,Candidatus Bacteroides intestinigallinarum,120,858,1193,1250,588,59,47,99,81
NA,Bacillota,Bacilli,Lactobacillales,Carnobacteriaceae,Carnobacterium,Carnobacterium gallinarum,Carnobacterium gallinarum,121,0,0,0,0,0,0,3,0
NA,Bacillota,Bacilli,Lactobacillales,Carnobacteriaceae,Carnobacterium,Carnobacterium inhibens,Carnobacterium inhibens,122,0,0,0,0,0,0,0,5
NA,Bacillota,Bacilli,Lactobacillales,Carnobacteriaceae,Carnobacterium,Carnobacterium jeotgali,Carnobacterium jeotgali,123,0,0,0,0,0,4,7,0
NA,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Catenibacillus,Catenibacillus scindens,Catenibacillus scindens,124,0,0,0,0,0,0,0,16
NA,Bacillota,Erysipelotrichia,Erysipelotrichales,Coprobacillaceae,Catenibacterium,Catenibacterium faecis,Catenibacterium faecis,125,0,0,0,0,1741,4286,13433,6218
NA,Bacillota,Erysipelotrichia,Erysipelotrichales,Coprobacillaceae,Catenibacterium,Catenibacterium tridentinum,Catenibacterium tridentinum,126,0,0,0,0,629,1740,5254,2496
NA,Bacillota,Clostridia,Christensenellales,Christensenellaceae,Christensenella,Christensenella massiliensis,Christensenella massiliensis,127,0,0,0,0,0,0,6,0
NA,Bacillota,Clostridia,Christensenellales,Christensenellaceae,Christensenella,Christensenella timonensis,Christensenella timonensis,128,0,0,0,0,0,0,0,2
NA,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,Citrobacter farmeri,Citrobacter farmeri,129,0,0,0,0,2,0,0,0
NA,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,Citrobacter meridianamericanus,Citrobacter meridianamericanus,130,0,0,0,0,0,14,15,9
