species,healthy_stool_10_1,healthy_stool_10_10,healthy_stool_10_100,healthy_stool_10_50,healthy_stool_100_1,healthy_stool_100_10,healthy_stool_100_100,healthy_stool_100_50
Streptococcus parasanguinis,0,0,0,0,40,107,608,153
Streptococcus parasuis,1,0,0,0,0,0,0,0
Streptococcus parauberis,0,0,0,0,0,0,2,0
Streptococcus pasteurianus,0,0,0,0,0,0,1,0
Streptococcus plurextorum,0,0,1,0,1,0,0,2
Streptococcus pneumoniae,0,0,0,0,0,0,1,0
Streptococcus salivarius,0,0,0,0,131,344,593,478
Streptococcus sp. ST2,0,0,0,0,1,0,0,0
Streptococcus suis,0,0,0,0,0,0,0,1
Streptococcus thermophilus,0,0,0,0,94,252,464,355
Streptococcus vestibularis,0,0,0,0,0,0,45,31
Streptomyces axinellae,0,0,0,0,0,0,0,1
Streptomyces luteosporeus,0,0,0,0,0,0,0,1
Streptomyces plumbiresistens,0,0,0,0,0,0,0,1
Subdoligranulum variabile,0,0,0,0,0,2,0,0
Suilimivivens aceti,0,0,0,0,0,5,0,20
Superficieibacter electus,0,0,0,0,0,0,0,2
Thomasclavelia saccharogumia,0,0,0,0,0,0,2,0
Traorella massiliensis,0,0,0,0,0,0,1,0
Treponema succinifaciens,1,1,0,0,0,0,0,0
Urinicoccus massiliensis,0,0,0,0,1,0,0,0
Urinicoccus timonensis,0,0,0,0,0,0,0,1
Varibaculum timonense,0,0,0,0,0,0,0,1
Varibaculum vaginae,0,0,0,0,0,6,0,0
Veillonella dispar,0,0,0,0,0,1,0,2
Veillonella hominis,0,0,0,0,0,0,0,31
Veillonella parvula,0,0,0,0,30,76,603,80
Veillonella tobetsuensis,0,0,0,0,0,1,0,0
Waltera acetigignens,0,0,2,0,0,0,43,0
Wansuia hejianensis,0,0,0,0,0,0,1,0
Wujia chipingensis,0,0,0,0,0,0,8,0
Yersinia pestis,0,0,0,0,0,0,0,1
Youxingia wuxianensis,0,0,0,0,0,0,1,0
