"Domain","Phylum","Class","Order","Family","Genus","Species","Name","ti","Healthy_stool_100_100_noerr","Healthy_stool_100_10_noerr","Healthy_stool_100_1_noerr","Healthy_stool_100_50_noerr","Healthy_stool_10_100_noerr","Healthy_stool_10_10_noerr","Healthy_stool_10_1_noerr","Healthy_stool_10_50_noerr"
"Bacteria","Planctomycetes","p_Planctomycetes","p_Planctomycetes","p_Planctomycetes","p_Planctomycetes","Planctomycetes bacterium V144","Planctomycetes bacterium V144",2668,0,0,0,0,1,0,0,0
"Bacteria","Planctomycetes","p_Planctomycetes","p_Planctomycetes","p_Planctomycetes","p_Planctomycetes","Planctomycetes bacterium V22","Planctomycetes bacterium V22",2669,0,0,2,0,0,2,1,3
"Bacteria","Proteobacteria","Alphaproteobacteria","c_Alphaproteobacteria","c_Alphaproteobacteria","c_Alphaproteobacteria","c_Alphaproteobacteria","c_Alphaproteobacteria",523,6,7,7,8,3,7,5,6
"Bacteria","Proteobacteria","Betaproteobacteria","c_Betaproteobacteria","c_Betaproteobacteria","c_Betaproteobacteria","c_Betaproteobacteria","c_Betaproteobacteria",526,5,3,4,4,3,1,2,1
"Bacteria","Proteobacteria","Deltaproteobacteria","c_Deltaproteobacteria","c_Deltaproteobacteria","c_Deltaproteobacteria","c_Deltaproteobacteria","c_Deltaproteobacteria",529,0,2,0,1,0,0,0,0
"Bacteria","Proteobacteria","Gammaproteobacteria","c_Gammaproteobacteria","c_Gammaproteobacteria","c_Gammaproteobacteria","c_Gammaproteobacteria","c_Gammaproteobacteria",530,45,40,37,31,21,14,15,20
"Bacteria","Tenericutes","p_Tenericutes","p_Tenericutes","p_Tenericutes","p_Tenericutes","Tenericutes bacterium MO-XQ","Tenericutes bacterium MO-XQ",3391,1,0,0,0,0,0,0,0
"Bacteria","Tenericutes","p_Tenericutes","p_Tenericutes","p_Tenericutes","p_Tenericutes","Tenericutes bacterium MZ-XQ","Tenericutes bacterium MZ-XQ",3392,0,0,0,1,0,0,0,0
"Bacteria","Verrucomicrobia","p_Verrucomicrobia","p_Verrucomicrobia","p_Verrucomicrobia","p_Verrucomicrobia","Verrucomicrobia bacterium S94","Verrucomicrobia bacterium S94",3506,1,0,0,0,0,0,0,0
"Viruses","d_Viruses","d_Viruses","d_Viruses","d_Viruses","Pandoravirus","Pandoravirus neocaledonia","Pandoravirus neocaledonia",2518,0,0,0,0,0,1,0,0
"Archaea","Euryarchaeota","Thermoplasmata","c_Thermoplasmata","c_Thermoplasmata","c_Thermoplasmata","methanogenic archaeon ISO4-H5","methanogenic archaeon ISO4-H5",2061,0,0,1,1,0,0,0,0
"Archaea","Euryarchaeota","p_Euryarchaeota","p_Euryarchaeota","p_Euryarchaeota","Aciduliprofundum","Aciduliprofundum boonei","Candidatus Aciduliprofundum boonei",48,1,0,0,1,0,0,0,0
"Archaea","Thaumarchaeota","p_Thaumarchaeota","p_Thaumarchaeota","p_Thaumarchaeota","Candidatus Nitrosopelagicus","Candidatus Nitrosopelagicus brevis","Candidatus Nitrosopelagicus brevis",607,0,0,2,0,0,1,3,1
"Archaea","Thaumarchaeota","p_Thaumarchaeota","p_Thaumarchaeota","p_Thaumarchaeota","Candidatus Nitrosotalea","Candidatus Nitrosotalea devanaterra","Candidatus Nitrosotalea devanaterra",609,0,0,0,0,0,2,0,1
"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","o_Corynebacteriales","o_Corynebacteriales","o_Corynebacteriales","o_Corynebacteriales",2369,1,1,3,2,0,3,4,1
"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","o_Micrococcales","o_Micrococcales","o_Micrococcales","o_Micrococcales",2378,1,0,0,1,2,0,0,0
"Bacteria","Actinobacteria","Actinobacteria","c_Actinobacteria","c_Actinobacteria","c_Actinobacteria","Actinobacteria bacterium IMCC26256","Actinobacteria bacterium IMCC26256",79,0,1,0,0,0,0,0,0
"Bacteria","Actinobacteria","Actinobacteria","c_Actinobacteria","c_Actinobacteria","c_Actinobacteria","Actinobacteria bacterium YIM 96077","Actinobacteria bacterium YIM 96077",80,1,0,0,0,1,0,1,2
"Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","o_Coriobacteriales","o_Coriobacteriales","o_Coriobacteriales","o_Coriobacteriales",2368,3,2,3,4,9,5,4,2
"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","o_Bacteroidales","o_Bacteroidales","o_Bacteroidales","o_Bacteroidales",2362,1364,1473,1002,1431,1919,1523,1165,1625
"Bacteria","Bacteroidetes","Cytophagia","Cytophagales","o_Cytophagales","o_Cytophagales","o_Cytophagales","o_Cytophagales",2370,0,2,0,1,1,2,3,3
"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","o_Flavobacteriales","o_Flavobacteriales","o_Flavobacteriales","o_Flavobacteriales",2375,4,2,5,5,0,1,5,2
"Bacteria","Balneolaeota","p_Balneolaeota","p_Balneolaeota","p_Balneolaeota","Candidatus Cyclonatronum","Candidatus Cyclonatronum proteinivorum","Candidatus Cyclonatronum proteinivorum",584,2,1,1,1,2,0,0,1
"Bacteria","Candidatus Cloacimonetes","p_Candidatus Cloacimonetes","p_Candidatus Cloacimonetes","p_Candidatus Cloacimonetes","Candidatus Cloacimonas","Candidatus Cloacimonas acidaminovorans","Candidatus Cloacimonas acidaminovorans",583,0,1,2,1,1,1,2,1
"Bacteria","Cyanobacteria","p_Cyanobacteria","Nostocales","Nostocaceae","f_Nostocaceae","f_Nostocaceae","f_Nostocaceae",1160,1,0,4,0,1,2,0,1
"Bacteria","Cyanobacteria","p_Cyanobacteria","Nostocales","o_Nostocales","o_Nostocales","Nostocales cyanobacterium HT-58-2","Nostocales cyanobacterium HT-58-2",2352,0,0,0,1,0,1,0,0
"Bacteria","Cyanobacteria","p_Cyanobacteria","Oscillatoriales","o_Oscillatoriales","o_Oscillatoriales","Oscillatoriales cyanobacterium JSC-12","Oscillatoriales cyanobacterium JSC-12",2427,0,0,0,0,0,1,0,0
"Bacteria","Firmicutes","Bacilli","Bacillales","o_Bacillales","o_Bacillales","o_Bacillales","o_Bacillales",2361,17,10,4,7,2,5,0,1
"Bacteria","Firmicutes","Bacilli","Lactobacillales","o_Lactobacillales","o_Lactobacillales","o_Lactobacillales","o_Lactobacillales",2377,22,10,3,10,0,0,0,2
"Bacteria","Firmicutes","Clostridia","Clostridiales","o_Clostridiales","o_Clostridiales","o_Clostridiales","o_Clostridiales",2367,1025,419,189,414,166,186,123,223
"Bacteria","Firmicutes","Clostridia","Halanaerobiales","o_Halanaerobiales","o_Halanaerobiales","o_Halanaerobiales","o_Halanaerobiales",2376,0,1,0,0,0,0,0,0
"Bacteria","Firmicutes","p_Firmicutes","p_Firmicutes","p_Firmicutes","Ndongobacter","Ndongobacter massiliensis","Ndongobacter massiliensis",2264,1,1,0,1,0,0,0,0
"Bacteria","Planctomycetes","Phycisphaerae","c_Phycisphaerae","c_Phycisphaerae","c_Phycisphaerae","Phycisphaerae bacterium RAS2","Phycisphaerae bacterium RAS2",2633,1,0,0,0,0,0,0,0
"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","o_Rhizobiales","o_Rhizobiales","o_Rhizobiales","o_Rhizobiales",2385,2,2,1,3,1,1,1,0
"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","o_Rhodospirillales","o_Rhodospirillales","o_Rhodospirillales","o_Rhodospirillales",2387,1,0,0,1,0,1,0,0
"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","o_Sphingomonadales","o_Sphingomonadales","o_Sphingomonadales","o_Sphingomonadales",2388,0,0,0,0,0,0,0,1
"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","o_Burkholderiales","o_Burkholderiales","o_Burkholderiales","o_Burkholderiales",2364,6,2,4,7,6,1,3,0
"Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","o_Neisseriales","o_Neisseriales","o_Neisseriales","o_Neisseriales",2380,0,0,1,0,1,0,0,0
"Bacteria","Proteobacteria","Betaproteobacteria","Nitrosomonadales","o_Nitrosomonadales","o_Nitrosomonadales","o_Nitrosomonadales","o_Nitrosomonadales",2381,0,0,2,1,2,0,3,0
"Bacteria","Proteobacteria","Betaproteobacteria","Rhodocyclales","o_Rhodocyclales","o_Rhodocyclales","o_Rhodocyclales","o_Rhodocyclales",2386,0,0,0,1,0,0,0,0
"Bacteria","Proteobacteria","Deltaproteobacteria","Bradymonadales","o_Bradymonadales","o_Bradymonadales","o_Bradymonadales","o_Bradymonadales",2363,0,1,4,1,0,2,4,1
"Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","o_Desulfobacterales","o_Desulfobacterales","o_Desulfobacterales","o_Desulfobacterales",2371,0,0,0,0,1,0,0,1
"Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","o_Desulfuromonadales","o_Desulfuromonadales","o_Desulfuromonadales","o_Desulfuromonadales",2372,0,0,1,0,0,0,1,0
"Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","o_Myxococcales","o_Myxococcales","o_Myxococcales","o_Myxococcales",2379,0,0,0,0,1,0,0,0
"Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","o_Campylobacterales","o_Campylobacterales","o_Campylobacterales","o_Campylobacterales",2365,1,1,0,0,0,0,0,0
"Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","o_Alteromonadales","o_Alteromonadales","o_Alteromonadales","o_Alteromonadales",2360,0,0,1,0,1,0,0,1
"Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","o_Cellvibrionales","o_Cellvibrionales","o_Cellvibrionales","o_Cellvibrionales",2366,0,0,0,0,1,0,0,0
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","o_Enterobacterales","o_Enterobacterales","o_Enterobacterales","o_Enterobacterales",2373,51,26,22,33,1,4,6,3
"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","o_Oceanospirillales","o_Oceanospirillales","o_Oceanospirillales","o_Oceanospirillales",2383,0,0,0,0,2,0,0,0
"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","o_Pseudomonadales","o_Pseudomonadales","o_Pseudomonadales","o_Pseudomonadales",2384,0,0,1,1,1,0,2,1
"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","o_Xanthomonadales","o_Xanthomonadales","o_Xanthomonadales","o_Xanthomonadales",2390,0,0,0,1,0,0,0,0
"Bacteria","Proteobacteria","Gammaproteobacteria","c_Gammaproteobacteria","c_Gammaproteobacteria","c_Gammaproteobacteria","Bathymodiolus septemdierum thioautotrophic gill symbiont","Bathymodiolus septemdierum thioautotrophic gill symbiont",389,1,1,1,0,0,0,0,0
"Bacteria","Proteobacteria","Gammaproteobacteria","c_Gammaproteobacteria","c_Gammaproteobacteria","c_Gammaproteobacteria","Bathymodiolus thermophilus thioautotrophic gill symbiont","Bathymodiolus thermophilus thioautotrophic gill symbiont",390,0,1,0,0,0,0,0,0
"Bacteria","Proteobacteria","Gammaproteobacteria","c_Gammaproteobacteria","c_Gammaproteobacteria","c_Gammaproteobacteria","Candidatus Baumannia cicadellinicola","Candidatus Palibaumannia cicadellinicola",580,1,0,0,0,0,0,0,0
"Bacteria","Proteobacteria","Gammaproteobacteria","c_Gammaproteobacteria","c_Gammaproteobacteria","c_Gammaproteobacteria","endosymbiont of unidentified scaly snail isolate Monju","endosymbiont of unidentified scaly snail isolate Monju",1041,0,0,0,0,0,0,0,1
"Bacteria","Proteobacteria","Gammaproteobacteria","c_Gammaproteobacteria","c_Gammaproteobacteria","c_Gammaproteobacteria","Gammaproteobacteria bacterium DM2","Gammaproteobacteria bacterium DM2",1546,0,0,5,0,0,1,2,2
"Bacteria","Proteobacteria","Gammaproteobacteria","c_Gammaproteobacteria","c_Gammaproteobacteria","c_Gammaproteobacteria","Gammaproteobacteria bacterium ESL0073","Gammaproteobacteria bacterium ESL0073",1547,0,1,0,0,0,0,0,0
"Bacteria","Tenericutes","Mollicutes","Entomoplasmatales","o_Entomoplasmatales","o_Entomoplasmatales","o_Entomoplasmatales","o_Entomoplasmatales",2374,1,0,0,0,0,0,0,0
"Bacteria","Tenericutes","p_Tenericutes","p_Tenericutes","p_Tenericutes","Candidatus Izimaplasma","Candidatus Izimaplasma sp. HR1","Candidatus Izimaplasma sp. HR1",595,2,0,0,0,0,0,0,0
"Archaea","Euryarchaeota","Methanomicrobia","Methanosarcinales","Methanosarcinaceae","f_Methanosarcinaceae","f_Methanosarcinaceae","f_Methanosarcinaceae",1149,2,0,0,0,0,0,0,0
"Archaea","Euryarchaeota","Thermoplasmata","Thermoplasmatales","o_Thermoplasmatales","o_Thermoplasmatales","Thermoplasmatales archaeon BRNA1","Thermoplasmatales archaeon BRNA1",3443,1,0,0,0,0,2,5,1
"Archaea","Thaumarchaeota","p_Thaumarchaeota","Nitrosopumilales","Nitrosopumilaceae","Nitrosopumilus","g_Nitrosopumilus","g_Nitrosopumilus",1459,0,0,1,0,0,4,3,1
"Bacteria","Acidobacteria","Acidobacteriia","Acidobacteriales","Acidobacteriaceae","f_Acidobacteriaceae","f_Acidobacteriaceae","f_Acidobacteriaceae",1123,0,1,0,0,0,0,0,0
"Bacteria","Acidobacteria","Blastocatellia","c_Blastocatellia","c_Blastocatellia","Chloracidobacterium","Chloracidobacterium thermophilum","Chloracidobacterium thermophilum",693,0,0,0,1,0,0,0,0
"Bacteria","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","f_Bifidobacteriaceae","f_Bifidobacteriaceae","f_Bifidobacteriaceae",1128,1,0,0,1,1,1,1,1
"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","f_Mycobacteriaceae","f_Mycobacteriaceae","f_Mycobacteriaceae",1158,1,1,1,3,0,0,4,2
"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","f_Microbacteriaceae","f_Microbacteriaceae","f_Microbacteriaceae",1152,0,0,1,2,0,0,1,0
"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","f_Micrococcaceae","f_Micrococcaceae","f_Micrococcaceae",1153,1,1,0,0,0,0,0,0
"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Promicromonosporaceae","f_Promicromonosporaceae","f_Promicromonosporaceae","f_Promicromonosporaceae",1172,1,0,0,0,0,0,0,0
"Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","f_Micromonosporaceae","f_Micromonosporaceae","f_Micromonosporaceae",1154,1,0,0,1,1,0,0,0
"Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","f_Streptomycetaceae","f_Streptomycetaceae","f_Streptomycetaceae",1182,0,0,0,0,1,0,0,0
"Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Atopobiaceae","f_Atopobiaceae","f_Atopobiaceae","f_Atopobiaceae",1126,3,1,1,3,3,1,2,0
"Bacteria","Actinobacteria","Coriobacteriia","Eggerthellales","Eggerthellaceae","f_Eggerthellaceae","f_Eggerthellaceae","f_Eggerthellaceae",1135,26,15,1,10,5,0,2,0
"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Muribaculaceae","f_Muribaculaceae","f_Muribaculaceae","f_Muribaculaceae",1157,2,3,1,2,1,0,2,0
"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Odoribacteraceae","f_Odoribacteraceae","f_Odoribacteraceae","f_Odoribacteraceae",1161,3,2,0,4,0,0,0,0
"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","f_Prevotellaceae","f_Prevotellaceae","f_Prevotellaceae",1171,0,1,9,2,4,6,7,3
"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","f_Rikenellaceae","f_Rikenellaceae","f_Rikenellaceae",1177,0,0,0,1,0,1,1,0
"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae","f_Tannerellaceae","f_Tannerellaceae","f_Tannerellaceae",1183,1,0,0,1,0,0,0,0
"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","o_Bacteroidales","Phocaeicola","g_Phocaeicola","g_Phocaeicola",1470,309,587,547,888,2307,1867,1272,2089
"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","o_Bacteroidales","o_Bacteroidales","Bacteroidales bacterium CF","Bacteroidales bacterium CF",362,0,2,11,3,7,3,10,2
"Bacteria","Bacteroidetes","Chitinophagia","Chitinophagales","Chitinophagaceae","f_Chitinophagaceae","f_Chitinophagaceae","f_Chitinophagaceae",1132,0,0,1,0,0,3,2,0
