species,healthy_stool_10_1_noerr,healthy_stool_10_10_noerr,healthy_stool_10_100_noerr,healthy_stool_10_50_noerr,healthy_stool_100_1_noerr,healthy_stool_100_10_noerr,healthy_stool_100_100_noerr,healthy_stool_100_50_noerr
Angelakisella massiliensis,0,0,0,0,43.5,81.4,155,0
Aphanizomenon flos-aquae,0,0,0,0,2,0,0,0
Aquabacterium parvum,0,0,0,0,0,183,15.3,2.5
Aerobium aerolatum,0,0,0,0,0,37,0,0
Asaccharospora irregularis,0,0,0,0,0,54.9,0,48.7
Aspergillus clavatus,0,0,0,0,7,55,7,31
Aspergillus niger,0,0,0,0,0,1.1,0,0
Atopobium deltae,0,0,0,0,0.7,3,3,1
Atopococcus tabaci,0,0,0,0,0,0,12.4,2.9
Bacillus atrophaeus,0,0,0,0,0,0,0,1
Bacillus coahuilensis,0,0,0,0,6,189.6,7,26.7
Bacillus methanolicus,0,0,0,0,0,0,0.6,0
Bacillus thermotolerans,98.3,0,0,0,77,0,83,39.9
Bacteroides caccae,0,1,0,0,78879.8533570685,212559.046247979,169700.557654753,118451.62549081
Bacteroides cellulosilyticus,742.029230769231,1428.21626984127,2152.10789902631,664.808333333333,51570.8035655407,133802.685873016,223780.103409091,110608.979696637
Bacteroides faecichinchillae,265,0,0,255.3,0,0,2080,0
Bacteroides fragilis,1169.28447120178,2438.21756684389,9809.03613906655,2285.56436304849,61404.0388627568,145131.640011025,319364.276824404,102088.912635756
Bacteroides graminisolvens,0,0,0,0,0,0,2,0
Bacteroides ihuae,47,54,125.3,40,25,21,14,31
Bacteroides luti,0,0,0,0,65.5,15.2,267.2,23.4
Bacteroides neonati,0,0,0,0,0,4.1,2,0
Bacteroides nordii,71.7,103.2,175.9,51.9,0,0,0,0
Bacteroides ovatus,0,186.3,0,0,183355.999002186,502249.531459581,360048.734583333,292674.791839495
Bacteroides propionicifaciens,0,0,0,0,1.3,0,0,0
Bacteroides reticulotermitis,0,1.1,0,0,655.5,0,1361.8,1097.8
Bacteroides salyersiae,303,474.2,0,0,10336.4633926129,27156.2539713361,136633.15,37210.8071428571
Bacteroides stercoris,19.1,44.3,0,0,103999.141025641,286658.516666667,136394.0625,191503.0225
Bacteroides thetaiotaomicron,0,0,0,0,96536.4834269295,313909.199943524,399431.073410205,189609.745994926
Bacteroides uniformis,1179016.3320552,1335679.77295513,2103158.66694674,1713175.61940121,435429.532603681,495658.200384919,205909.910188486,876085.023492496
Bariatricus massiliensis,4.1,0,0,0,37.5,311.8,1292.8,348.8
Barnesiella viscericola,0,0,0,0,69.6,173.3,167,147.3
Belliella baltica,0,0,0,0,0,0,2,0
Bibersteinia trehalosi,0,0,0,0,2.3,0,0,0
Bifidobacterium actinocoloniiforme,0,0,0,0,0,1,0,1
Bifidobacterium adolescentis,282595.414285714,425422.6,604666.228333333,255397.686666667,123359.1,113842.306666667,66710.3,198169.2
Bifidobacterium aesculapii,0,0,0,0,10,21.1,278.6,5.4
Bifidobacterium angulatum,2.8,2,2.9,6.8,5304.7,14192.4,57539.3,19636.4
Bifidobacterium asteroides,0,0,0,0,0,5,0,0
Bifidobacterium biavatii,0,0,0,0,78.8,55.8,344,287.6
Bifidobacterium bifidum,0,0,0,0,15373.6,40266.1533333333,57683.9,24602.3
Bifidobacterium bombi,0,0,0,0,0,5,0,3.7
Bifidobacterium breve,0,0,0,0,1106.4,5873.3,1795.6,1856.7
Bifidobacterium callitrichos,0,0,0,0,3.7,81.6,142.5,18
Bifidobacterium choerinum,0,1.7,1.8,0,6.4,13.5,95.1,25.7
Bifidobacterium commune,0,0,0,0,4.8,0,0,0
Bifidobacterium coryneforme,0,0,0,0,0,0,0,6.7
Bifidobacterium cuniculi,0,0,0,0,4.1,28.7,41.3,17.7
Bifidobacterium dentium,0,0,0,0,161.5,434,1035.2,521.5
Bifidobacterium gallicum,0,0,0,2.5,1.5,3.2,19.6,6
Bifidobacterium lemurum,0,0,0,0,1.5,1,6.1,3
Bifidobacterium longum,0,0,0,0,61948.4,161399.04,53440.6263157895,108710.975
Bifidobacterium magnum,0,0,0,0,0,3.5,6,4.8
Bifidobacterium minimum,0,0,0,0,0,0,0,8.8
Bifidobacterium mongoliense,0,0,0,0,0,1,9,5
Bifidobacterium pseudolongum,0,0,0,0,76.3,194.8,1056.6,295.5
Bifidobacterium pullorum,0,0,0,23,24.8,81.5,51,50.7
Bifidobacterium reuteri,0.9,0,0,0,251,0,798.7,436.5
Bifidobacterium saguini,0,0,0,0,103,314.8,528.5,190.3
Bifidobacterium scardovii,0,0,0,0,87.9,242.6,87.7,133.3
Bifidobacterium stellenboschense,0,0,0,0,16.2,49.9,159.7,245.5
Bifidobacterium subtile,0,0,0,0,11,25,75.2,23
Bifidobacterium thermophilum,0,0,0,0,202,45.2,1,0
Bifidobacterium tsurumiense,0,0,0,0,6.1,12,44,12
Bilophila wadsworthia,0,0,0,0,3,11,63,13
Bittarella massiliensis (ex Durand et al. 2017),13.4,4,6.1,16.8,6.3,267.9,33.9,374.7
Blautia hansenii,539.1,209.6,484.7,1304,1658.6,4576.13571428571,7106.2,4723.2
Blautia hydrogenotrophica,0,0,0,0,181.9,191.8,84.6,203
Blautia obeum,1272.6,2031.5,1713.3,2597.1,109725.55,269901.647619048,191689.045454545,129852.059090909
Blautia producta,0,0,0,0,225.2,494.3,315,445.4
Bordetella petrii,0,0,0,0,0.4,0,0,0
Bordetella trematum,0,0,0,0,0,0,1.3,0
Botrytis cinerea,0,0,0,0,0,0,0,2
Brachymonas chironomi,0,0,0,0,0,1.3,5.1,1
Brachyspira pilosicoli,0,0,0,0,19,61.9,18,26
Brenneria goodwinii,0,0,0,0,0,21.4,0,0
Brevibacterium ravenspurgense,0,0,0,0,0,11.7,0,5.6
Brussowvirus bvO1205,0,0,0,0,4,4,13,7
Burkholderia pseudomallei,0,0,0,0,1,0,0,0
Buttiauxella ferragutiae,0,0,0,0,12.2,42.7,10,43.1
Butyricicoccus pullicaecorum,13.4,15.7,6,11.7,109.6,50,72.9,47.2
Butyricimonas synergistica,44,80,148,41,22.4,11,22,31.5
Butyrivibrio fibrisolvens,0,0,0,0,0,0,1.4,0
Butyrivibrio hungatei,0,0,0,0,2,0,0,0
Butyrivibrio proteoclasticus,0,0,0,0,2.8,0,3.1,2.1
Byrnievirus HK97,0,0,0,0,8.6,7.6,5.1,10.2
Calidifontibacillus oryziterrae,0,0,0,0,5,11.8,0,0
Capnocytophaga cynodegmi,0,0,0,0,1.5,1,1.2,2.3
Capnocytophaga gingivalis,0,0,0,0,55.8,58,25.2,62.2
Capnocytophaga granulosa,0,0,0,0,10.9,0,5.1,4.4
Carnobacterium inhibens,0,0,0,0,1,0,0,0
Carnobacterium jeotgali,0,0,0,0,0,0,86.7,0
Carnobacterium maltaromaticum,0,0,0,0,0,2.1,0,24.6
Catonella morbi,0,0,0,0,10.2,0,0,72.6
Cedecea neteri,0,0,0,0,7.7,14.2,44.3,13.1
Cellulomonas carbonis,17,24,66,20.3,15,8,12,21
Centipeda periodontii,0,0,0,0,0,5.3,0,0
Christensenella minuta,0,0,0,0,60,237.5,1001.7,360.3
Christensenella timonensis,0,0,0,0,1,4,0,1
Cloacibacillus porcorum,0,0,0,0,2,1.9,2,0
Clostridioides difficile,0,0,0,0,357.4,239,800.9,183.8
[Clostridium] aminophilum,0,0,0,0,23,105,124.3,49.2
Clostridium cadaveris,0,0,0,0,0,1,2.5,9.7
Clostridium disporicum,0,0,0,0,0,49.2,0,1
[Clostridium] fimetarium,0,0,0,0,0,3.1,0,0
Clostridium kluyveri,0,0,0,0,0,100,104.1,19
Clostridium lundense,5.7,0,0,0,0,7,2,1
Clostridium oryzae,0,0,0,0,0,0,0,4
Clostridium paraputrificum,0,0,0,0,0,1.5,1,3.2
Clostridium phoceensis,244.2,0,369.1,471.3,272.5,494.8,995.8,400.9
[Clostridium] polysaccharolyticum,0,0,0,0,0,0,1,1
[Clostridium] scindens,1,4.4,1.2,1,27.5,260.8,43.6,92.8
[Clostridium] symbiosum,12.9,13.3,3.4,19.6,625.5,0,99.5,1019.4
Colletotrichum graminicola,0,0,0,0,0,0,0,1
Collinsella aerofaciens,303118.085714286,456143.6,708995.933333333,273820.533333333,126656.3,120975.995238095,70677.2,209353.2
Collinsella bouchesdurhonensis,0,0,0,0,202.1,556.5,563.9,175
Collinsella ihumii,0,0,0,0,4,5.9,4.4,9
Collinsella intestinalis,0,0,0,0,246.6,0,0,0
Collinsella phocaeensis,0,0,0,0,0,0,0,2.1
Collinsella stercoris,0,0,0,0,958.1,0,0,0
Collinsella tanakaei,0,0,0,0,1.2,0,17.4,0
Colwellia chukchiensis,0,0,0,0,0.9,0,0,0
Comamonas composti,0,0,0,0,2,4.2,4.2,3.4
Comamonas kerstersii,0,0,0,0,0,1,0,1
Comamonas testosteroni,0,0,0,0,1,5,61.8,16.8
Coprobacter fastidiosus,13,23,46,18,41.2,117.3,330,158.3
Coprococcus eutactus,504.280579710145,1398.66666666667,1001,1988.12087912088,53007.0936170213,138523.995238095,84715.1,84237.4590909091
Corynebacterium aurimucosum,0,0,0,0,0,0,1.4,0
Corynebacterium lipophiloflavum,0,0,0,0,3,10.1,1,10.1
Corynebacterium urealyticum,0,0,0,0,2,0,5.1,0.9
Crocosphaera watsonii,0,0,0,0,1,2,0,2
Cronobacter sakazakii,0,0,0,0,50.3,338.7,661.4,606.2
Cryptobacterium curtum,0,0,0,0,1.1,0,0,0
Cuauhtlivirus mEpX1,0,0,0,0,46.8,71.5,50,70.6
Culturomica massiliensis,0,0,0,0,175.7,377.3,334.3,176.2
Cupriavidus basilensis,0,0,0,0,277,748.1,3641,1091.1
Cupriavidus metallidurans,0,0,0,0,9917,25713.5,127581.5,36954.3
Cupriavidus necator,0,0,0,0,2.3,6,36,7
Cupriavidus pauculus,0,0,0,0,5.1,305.5,51.5,503.4
Curvibacter delicatus,0,0,0,0,0,1,0,0
Dakarella massiliensis,0,0,0,0,49,0,0,0
Dechloromonas agitata,0,0,0,0,2,4.4,83.2,4
Delftia acidovorans,0,0,0,0,0,21.6,14,26.6
Dendrosporobacter quercicolus,0,0,0,0,1.4,0,0,0
Denitrobacterium detoxificans,0,0,0,0,0,0,0,3.3
Derxia lacustris,0,0,0,0,0,2.5,0,0
Desnuesiella massiliensis,0,0,0,0,0,0,219.2,0
Desulfitobacterium dichloroeliminans,0,0,0,0,33.6,4.1,26.4,4.4
Desulfovibrio piger,0,0,0,0,1950,5334.8,26215,7667
Desulfurispirillum indicum,0,0,0,0,0,0,5.6,0
Dialister invisus,0,0,0,0,0,11903.5,53594.1,0
Dialister pneumosintes,0,0,0,0,0,0,0,14.7
Dialister succinatiphilus,0,0,0,0,101,371.4,399.5,218.3
Diaphorobacter nitroreducens,0,0,0,0,0,0,7.6,1
Dickeya parazeae,0,0,0,0,2,3,14.6,7.8
Dickeya solani,0,0,0,0,0,25.8,1.2,1.5
Diegovirus dv7502Stx,0,0,0,0,10.4,517.8,14,21
Diegovirus POCJ13,0,0,0,0,0,149.6,17.1,0
Dielma fastidiosa,0,0,0,0,1,17.9,3,25.6
Dolosicoccus paucivorans,0,0,0,0,1,0,44.4,0
Dolosigranulum pigrum,0,0,0,0,0.7,0,0,0
Dorea formicigenerans,2140.9103030303,0,0,5782.1,26470.6476923077,65581.4476190476,117582.025,65846.4
Dorea longicatena,0,0,0,0,83685.5826923077,229306.785714286,167226.326315789,116812.977272727
Dubosiella newyorkensis,0,0,0,0,0,3.5,2,0
Duffyella gerundensis,0,0,0,0,2.4,1,1,0
Edwardsiella anguillarum,0,0,0,0,26.9,51.6,98.6,34.4
Eggerthella lenta,0,0,0,0,4444.36666666667,11379,77888.9,16593.6
Eggerthia catenaformis,0,0,0,0,4.4,17.2,4.3,3.4
Eisenbergiella tayi,0,0,0,0,12.5,24,85,56.1
Emergencia timonensis,0,0,0,0,687.2,1005.8,0,1005.3
Enorma massiliensis,0,3.1,1,0,0,0,0,0
Enterobacter hormaechei,0,0,0,0,21.7,46.4,1321.5,84.6
Enterobacter kobei,0,0,0,0,2.3,19.8,80.6,22.9
[Enterobacter] lignolyticus,0,0,0,0,63.2,231.1,380.8,333.4
Enterobacteria phage cdtI,0,0,0,0,45.4,150.6,74.3,97.9
Enterobacteria phage IME10,0,0,0,0,77.5,0,19.1,0
Enterobacteria phage mEp237,0,0,0,0,0,2,3,0
Enterobacteria phage mEp460,0,0,0,0,502.6,870.2,317,485.8
Enterobacteria phage Sf101,0,0,0,0,2.3,1.5,0,0
Enterobacteria phage SfI,0,0,0,0,3,12.1,1,1.1
Enterobacteria phage SfV,0,0,0,0,5.1,5.7,3.5,6
Enterocloster asparagiformis,1,1.3,2,0,38.7,104.8,222.1,101.9
Enterocloster bolteae,0,0,0,0,170,593.9,512.9,365.8
Enterocloster citroniae,2.3,12.1,3.1,3.2,36.3,69.4,68.8,61.7
Enterococcus asini,0,0,0,0,0.5,5.4,28.2,3.1
Enterococcus canis,0,0,0,0,0,1.3,4,2.4
Enterococcus casseliflavus,0,0,0,0,22.4,43.8,392.5,108.9
Enterococcus cecorum,11.6,20.3,54.2,14.3,26,52.8,96.7,54
Enterococcus columbae,0,0,1.3,0,0,0,0,0
Enterococcus dispar,0,0,0,0,2,0,8.6,2.8
Enterococcus faecalis,0,0,0,0,24.7,64.2,538.8,98.7
Enterococcus faecium,0,0,0,0,3883.9,10253.7714285714,68665.4181818182,14436.9
Enterococcus gilvus,0,0,0,0,192,505.1,161,403.8
Enterococcus hirae,0,0,0,0,19.8,34,190.9,53.5
Enterococcus italicus,0,0,0,0,14,29.2,132.7,10.5
Enterococcus malodoratus,0,0,0,0,3,33.5,94.8,27.6
Enterococcus massiliensis,0,0,0,0,1.6,1.3,287.9,6.5
Enterococcus mundtii,0,0,0,0,0,31,6.8,3
Enterococcus pallens,0,0,0,0,5,16,98,22.1
Enterococcus phoeniculicola,0,0,0,0,0,0,2.2,0
Enterococcus pseudoavium,0,0,0,0,0,0,6.9,1
Enterococcus rivorum,0,0,0,0,0,1.9,0,0
Enterococcus saccharolyticus,0,0,0,0,4.8,20.4,39.3,0
Enterococcus thailandicus,0,0,0,0,0,2,10.1,3
Entomohabitans teleogrylli,0,0,0,0,6.1,22.8,54.6,18.8
Erwinia billingiae,0,0,0,0,14.1,0,0,0
Erwinia mallotivora,0,0,0,0,0,3,18,6.2
Erwinia oleae,0,0,0,0,25,74.4,212,121.2
Erwinia persicina,0,0,0,0,1,0,6.1,0
Erwinia tracheiphila,0,0,0,0,61.3,185.3,100.6,131.8
Escherichia phage TL-2011b,0,0,0,0,7.6,2,0,0
Escherichia Stx1 converting phage,0,0,0,0,170.7,77.2,274.1,42.9
Escherichia virus DE3,0,0,0,0,0,1276.4,0,0
Eshraghiella crossota,177.234782608696,771.244444444445,395.214285714286,828.832417582418,51055.8686170213,91540.2,67633.0363636364,61914.5590909091
Ethanoligenens harbinense,5,24.1,18.3,19.1,3,5,0,5
Eubacterium coprostanoligenes,23,38,21,52,10.1,14,12,22
Eubacterium oxidoreducens,0,0,0,0,12,13,13,13.6
Eubacterium ruminantium,0,0,0,0,0,2.3,0,0
Eubacterium uniforme,0,0,0,0,2,9.2,2,4.2
Eubacterium ventriosum,5.1,7.3,4.3,15.2,5425,20401.5,57890.0909090909,23105.8
Eubacterium xylanophilum,0,0,0,0,0,11.5,0,1.1
Ezakiella massiliensis,0,0,0,0,0,13.9,94.8,7.9
Facklamia hominis,0,0,0,0,0,0,1,7.8
Facklamia languida,0,0,0,7.2,2.1,9.7,7,3.3
Faecalibacterium duncaniae,70573.4679007466,119417.583333333,84033.8000099395,140197.88543956,47507.9425531915,37196.0357142857,15460.7263157895,50854.8590909091
Faecalibaculum rodentium,0,0,0,0,0,2,1,4.4
Faecalicatena contorta,2090.2,0,0,0,82,93.1,1850.3,651.2
Faecalicoccus pleomorphus,279.1,1976.1,1291.4,2317.9,3.1,63.5,86,33.3
Falseniella ignava,0,0,0,0,0,4.8,1.6,51.5
Falsiruegeria litorea,0,0,0,0,0.7,0,0,0
Felsduovirus RE2010,0,0,0,0,0,0,0,1
Fenollaria massiliensis,0,0,0,0,0,2.8,10.6,3.9
Fenollaria timonensis,0,0,0,0,0,0,22.8,0
Fictibacillus phosphorivorans,0,0,0,0,0.9,0,0,0
Finegoldia magna,0,0,0,0,707.4,1790.6,8796,2660
Flavobacterium columnare,0,0,0,1,0,0,0,0
Flavobacterium succinicans,0,0,0,0,0.6,0,0,0
Flavonifractor plautii,0,0,0,0,9889.16028368794,24660.5714285714,83019.6708133972,36506.3177858439
Fusarium proliferatum,0,0,0,0,0,0,0,1
Fusicatenibacter saccharivorans,0,0,0,0,101400.6,261401.4,0,163854
Fusobacterium periodonticum,0,0,0,0,0,14.4,3.3,3.8
Gardnerella vaginalis,0,0,0,0,0,0,0.5,0
Gemelliphila asaccharolytica,0,0,0,0,0,1,6.3,1
Gemmiger formicilis,0,0,0,0,0,36360.6,0,0
Globicatella sulfidifaciens,0,0,0,0,0,0,0,59.2
Gordonibacter pamelaeae,0,0,0,0,5922.5,11719.2,78455,15234.7
Gorillibacterium massiliense,0,0,0,0,0,0,2,0
Granulicatella elegans,0,0,0,0,1,1,1,10.4
Haemophilus sputorum,0,0,0,0,25.2,412.7,216.2,469.6
Hallella bergensis,1,0,0,0,154.5,203.9,771.4,279
Hallella multisaccharivorax,0,0,0,0,2,5.9,17.5,4.1
Halolactibacillus alkaliphilus,0,0,0,0,0,0,1,0
Halopseudomonas formosensis,0,0,0,0,0,1.1,0,0
Hathewaya proteolytica,0,0,0,0,0,58.5,0,26.6
Helcococcus kunzii,0,0,0,0,1.2,44.1,136.6,68.1
Helcococcus sueciensis,0,0,0,0,1.5,4,18.4,4.1
Hespellia stercorisuis,0,0,0,0,94.5,212.5,154.7,150.1
Heyndrickxia acidiproducens,0,0,0,0,2.7,0,0,0
Holdemanella biformis,0,0,0,0,0,20373.3,45481.7,29081.9
Holdemania massiliensis,433.7,703.1,539.3,815.8,340.2,549.5,47.7,451.6
Hoylesella buccalis,0,0,0,0,3747.78974358974,10640.9769230769,41333.2708333333,29132.6888157895
Hoylesella enoeca,0,0,0,0,0,3,376.1,5.7
Hoylesella loescheii,1.4,1.7,0,1,25.5,62.2,24.8,10.5
Hoylesella marshii,0,0,0,0,5,16.3,16.4,5.5
Hoylesella nanceiensis,0,0,0,0,273.9,696.5,665.8,431
Hoylesella oralis,0,0,0,0,1,5,3,1.1
Hoylesella saccharolytica,0,0,0,0,14.1,20.8,143.9,17.1
Hoylesella shahii,0,0,0,0,4,1.1,12.6,2.3
Hoylesella timonensis,0,0,0,0,5980.3,0,0,0
Hungatella hathewayi,59.9,104.9,108.466666666667,135.3,585.3,1347.1,1676,844.8
Hydrogenoanaerobacterium saccharovorans,0,0,1,0,0,0,0,0
Intestinibacillus massiliensis,0,0,0,0,31.4,1.1,3.6,0
Intestinibacter bartlettii,0,0,0,0,6448.1,16483.3,84619.6181818182,23268.2
Intestinimonas butyriciproducens,0,0,0,0,285.6,36.6,37.7,47.7
Janibacter hoylei,0,0,0,0,0,0,1.7,0
Jiaodavirus jd18,0,0,0,0,0,0,1,0
Johnsonella ignava,0,0,0,0,434.6,219.5,239.7,143.8
Kaistia adipata,0,0,0,0,0,0,125.9,0
Kallipyga massiliensis,0,0,0,0,0,0,1,0
Kandleria vitulina,0,0,0,0,100,257.6,670.5,415.1
Klebsiella phage phiKO2,0,0,0,0,0,0,1,0
Kluyvera ascorbata,0,0,0,0,122.8,294.5,251.3,189.5
Kluyvera cryocrescens,0,0,0,0,126.7,63.8,905.5,150.1
Kosakonia cowanii,0,0,0,0,22.6,53.8,177.2,53.4
Kosakonia sacchari,0,0,0,0,56.2,29.3,52.1,33.3
Kurthia senegalensis,0,0,0,0,0,0,0,1.4
Kwaitsingvirus HK446,0,0,0,0,0,45.3,0,0
Kwaitsingvirus HK544,0,0,0,0,23,56.4,32.1,42.2
Lachnoanaerobaculum saburreum,0,0,0,0,0,15,116.9,10.1
Lachnobacterium bovis,0,0,0,0,14,51,48,18
Lachnoclostridium phocaeense,26.8,81.1,68.8357142857143,84.1,506.2,1004.8,284.4,1369.6
Lachnoclostridium phytofermentans,0,0,0,0,3.6,0,0,3.4
Lachnospira eligens,0,0,0,0,66143.65,142904.3,80111.7,132889
Lachnospira multipara,0,0,0,0,0,59567.2,45528.8,0
Lacrimispora saccharolytica,0,0,0,0,0,6,11.2,4
Lacrimispora sphenoides,0,0,0,0,5.7,0,0,0
Lacticaseibacillus saniviri,0,0,0,0,0,0,0,0.9
Lactiplantibacillus fabifermentans,0,0,0,0,0,2.6,0,0
Lactiplantibacillus plantarum,0,0,0,0,2,2.5,1,12.2
Lactiplantibacillus xiangfangensis,0,0,0,0,0,10.9,0.6,0
Lactobacillus amylovorus,0,0,0,3.1,322.8,0,0,0
Lactobacillus iners,0,0,0,0,1.7,0,0,0
Lactobacillus selangorensis,0,0,0,0,0,0,0,1
Lactococcus lactis,0,0,0,0,0,0,3,0
Pseudolactococcus piscium,0,0,0,0,2,2,8,4
Lactonifactor longoviformis,1941.4,0,0,0,4.7,8.2,10,144.5
Lagierella massiliensis,0,0,0,0,0,1.5,8.5,3
Lambdavirus HK629,0,0,0,0,2.2,0,0,0
Lambdavirus HK630,0,0,0,0,0,0,0,1331.6
Lamprocystis purpurea,0,0,0,0,1,1,1,1
Lederbergvirus HK620,0,0,0,0,2.3,4,16.5,4
Lederbergvirus Sf6,0,0,0,0,12.6,38.7,11.5,16.1
Leptolyngbya ohadii,0,0,0,0,0,0,1,1
Leucobacter musarum,0,0,0,0,0,0,0,2.4
Leuconostoc carnosum,0,0,0,0,0,0,3.5,4.7
Leuconostoc citreum,0,0,0,0,0,2,2,2
Leuconostoc lactis,0,0,0,0,3.3,25.7,9.8,19.8
Leuconostoc mesenteroides,0,0,0,0,0.7,26.1,6.7,8.2
Levilactobacillus brevis,0,0,0,0,0.7,0,0,0
Levyella massiliensis,0,0,0,0,0,0,534.2,578.6
Leyella stercorea,471.9,850.2,1912.7,0,0,0,0,0
Ligilactobacillus acidipiscis,0,0,0,0,2.3,0,3.2,0
Ligilactobacillus agilis,0,0,0,0,9.5,0,34.8,0
Ligilactobacillus animalis,0,0,0,0,0,0,6.4,0
Ligilactobacillus equi,0,0,0,0,0,0,0,46.4
Ligilactobacillus hayakitensis,0,0,0,0,4.1,0,0,0
