species,abundance_cols.Healthy_stool_100_100_noerr,abundance_cols.Healthy_stool_100_10_noerr,abundance_cols.Healthy_stool_100_1_noerr,abundance_cols.Healthy_stool_100_50_noerr,abundance_cols.Healthy_stool_10_100_noerr,abundance_cols.Healthy_stool_10_10_noerr,abundance_cols.Healthy_stool_10_1_noerr,abundance_cols.Healthy_stool_10_50_noerr
Draconibacterium orientale,304,289,331,240,60,130,227,106
Draconibacterium sp. M1,275,214,349,211,117,169,303,139
Prolixibacteraceae bacterium WC007,296,293,274,247,90,143,209,141
Labilibaculum antarcticum,204,179,566,213,152,298,572,273
Alkalitalea saponilacus,186,196,186,139,35,77,145,80
Salinivirga cyanobacteriivorans,95,104,537,148,98,254,500,259
Flavobacterium sp. P2-65,126,98,242,113,105,134,216,119
Flavobacterium sp. KBS0721,106,117,380,140,138,224,380,233
Flavobacterium sp. HYN0086,97,85,24,54,0,0,0,0
Flavobacterium sp. CJ74,83,76,246,89,120,147,224,178
Flavobacterium sp. M31R6,87,62,20,65,0,0,0,0
Flavobacterium sp. Sr18,83,81,184,83,23,88,158,77
Flavobacterium sp. 140616W15,83,67,27,60,28,31,26,31
Flavobacterium sp. I3-2,121,88,363,125,48,172,358,128
Flavobacterium sp. LPB0248,69,69,428,99,86,167,396,186
Flavobacterium sp. xlx-214,48,26,16,30,25,15,16,16
Flavobacterium anhuiense,178,158,410,140,112,177,342,187
Flavobacterium columnare,160,126,259,133,43,103,233,102
Flavobacterium johnsoniae,166,169,692,189,186,368,716,361
Flavobacterium commune,126,91,164,105,61,84,159,89
Flavobacterium crocinum,133,89,123,89,28,47,86,52
Flavobacterium pallidum,110,70,205,82,46,72,182,94
Flavobacterium alkalisoli,101,73,59,71,68,79,71,56
Flavobacterium album,98,114,270,119,120,189,298,171
Flavobacterium nackdongense,98,101,194,75,28,75,188,89
Flavobacterium kingsejongi,97,135,209,137,103,167,197,202
Flavobacterium faecale,92,78,142,81,25,61,113,48
Flavobacterium magnum,91,113,424,127,116,245,407,200
Flavobacterium branchiophilum,84,60,22,73,35,22,18,24
Flavobacterium gilvum,85,89,44,71,0,0,0,0
Flavobacterium sediminis,161,162,467,187,97,197,393,206
Flavobacterium crassostreae,80,77,23,57,40,24,13,27
Flavobacterium haoranii,89,57,57,67,0,0,28,0
Flavobacterium arcticum,71,62,350,87,73,164,340,151
Flavobacterium nitrogenifigens,82,101,225,104,71,104,185,119
Flavobacterium indicum,60,50,322,70,77,187,371,150
Flavobacterium psychrophilum,58,74,30,45,0,0,0,0
Flavobacterium sangjuense,53,75,278,76,60,131,274,131
Capnocytophaga sp. oral taxon 878,240,112,32,90,0,0,0,0
Capnocytophaga sp. FDAARGOS_737,90,77,31,61,29,0,0,0
Capnocytophaga sp. oral taxon 864,58,0,0,0,0,0,0,0
Capnocytophaga sp. H2931,67,102,47,95,97,59,36,0
Capnocytophaga sp. oral taxon 902,36,0,0,26,0,0,0,0
Capnocytophaga sp. H4358,50,0,0,0,0,0,0,0
Capnocytophaga sp. oral taxon 323,29,0,0,0,0,0,0,0
Capnocytophaga canimorsus,305,209,503,240,217,289,503,280
Capnocytophaga sputigena,225,171,170,136,0,69,105,71
Capnocytophaga stomatis,151,153,331,120,72,152,309,124
Capnocytophaga haemolytica,98,116,578,150,136,304,579,276
Capnocytophaga gingivalis,82,117,521,117,134,226,457,219
Capnocytophaga cynodegmi,107,113,86,119,88,108,81,95
Capnocytophaga endodontalis,103,101,234,74,45,97,208,61
Capnocytophaga leadbetteri,81,79,140,73,0,58,104,39
Capnocytophaga ochracea,91,89,459,108,114,270,489,296
Polaribacter sp. L3A8,97,75,196,83,128,129,211,143
Polaribacter sp. SA4-12,70,76,167,72,47,95,185,67
Polaribacter sp. ALD11,73,39,14,25,0,0,0,0
Polaribacter sp. KT25b,67,49,185,64,33,89,174,81
Polaribacter sp. SA4-10,63,48,12,44,0,0,0,0
Polaribacter sp. MED152,40,32,0,22,0,0,0,0
Polaribacter sp. Hel1_33_78,40,24,0,22,0,0,0,0
Polaribacter sp. BM10,43,50,0,32,0,0,0,0
Polaribacter sp. KT 15,39,45,190,56,75,119,207,112
Polaribacter reichenbachii,109,53,25,54,0,0,0,0
Polaribacter vadi,89,70,150,74,0,0,123,0
Gramella fulva,102,73,68,82,48,45,55,33
Gramella sp. MAR_2010_147,89,71,20,50,0,0,0,0
Christiangramia echinicola,74,52,22,47,31,39,17,38
Christiangramia forsetii,81,91,53,76,77,54,64,60
Christiangramia flava,79,64,144,63,77,87,117,52
Gramella salexigens,64,62,237,77,42,109,205,85
Flavobacteriaceae bacterium 10Alg115,90,115,83,85,44,68,67,67
Flavobacteriaceae bacterium,87,51,13,27,0,0,0,0
Flavobacteriaceae bacterium F202Z8,70,66,35,39,0,0,0,0
Flavobacteriaceae bacterium 3519-10,79,81,31,83,95,67,44,41
Flavobacteriaceae bacterium MAR_2010_188,52,56,363,84,59,176,344,160
Flavobacteriaceae bacterium UJ101,40,45,22,33,0,0,0,0
Flavobacteriaceae bacterium RR4-40,41,83,322,82,65,157,329,170
Winogradskyella sp. PG-2,75,65,16,41,0,0,0,0
Winogradskyella sp. Z354,71,57,231,82,34,104,216,98
Winogradskyella sp. PC-19,66,73,21,52,0,0,0,0
Winogradskyella sp. Z215,59,50,0,43,0,0,0,0
Winogradskyella sp. SW133,114,132,418,134,161,236,425,267
Winogradskyella sp. J14-2,25,16,0,15,0,0,0,0
Winogradskyella sediminis,73,69,40,40,0,0,13,0
Formosa sp. L2A11,103,54,48,57,29,32,32,18
Formosa sp. Hel3_A1_48,76,56,50,33,0,15,32,0
Formosa sp. Hel1_31_208,54,37,30,40,0,0,15,0
Formosa sp. Hel1_33_131,31,30,13,25,0,0,0,0
Formosa agariphila,102,69,28,57,0,0,0,0
Formosa sediminum,83,60,18,53,0,0,0,0
Myroides phaeus,117,84,28,74,0,0,0,0
Myroides odoratus,87,68,29,42,0,0,0,0
Myroides sp. CJ210,47,59,69,46,13,28,68,29
Myroides profundi,43,29,42,23,0,0,0,0
Myroides odoratimimus,91,0,0,59,0,0,0,0
Aquimarina sp. AD1,129,121,352,114,62,166,295,151
Aquimarina sp. AD10,85,48,16,33,0,0,0,0
Aquimarina sp. TRL1,81,73,197,61,24,90,163,79
Aquimarina sp. BL5,69,65,29,52,0,0,0,0
Tenacibaculum sp. SZ-18,60,60,229,62,40,109,223,98
Tenacibaculum sp. DSM 106434,50,41,0,24,0,0,0,0
Tenacibaculum maritimum,68,48,11,27,0,0,0,0
Tenacibaculum jejuense,51,46,174,52,47,88,171,78
Tenacibaculum dicentrarchi,48,52,18,42,0,0,0,0
Tenacibaculum todarodis,48,32,14,36,14,19,15,23
Tenacibaculum mesophilum,44,22,0,24,0,0,0,0
Maribacter sp. MJ134,92,114,395,126,86,189,314,180
Maribacter sp. HTCC2170,74,50,27,46,0,0,0,0
Maribacter sp. T28,45,37,44,43,0,0,0,0
Maribacter sp. 1_2014MBL_MicDiv,49,0,0,0,0,0,0,0
Maribacter cobaltidurans,84,99,395,149,55,187,368,169
Maribacter dokdonensis,42,71,0,0,0,0,0,0
Nonlabens sp. MJ115,51,60,171,70,23,55,166,77
Nonlabens sp. MB-3u-79,47,59,78,52,0,31,43,20
Nonlabens sp. Hel1_33_55,43,25,28,22,18,20,26,0
Nonlabens sp. Ci31,28,47,182,48,36,84,153,79
Nonlabens dokdonensis,86,69,363,102,88,198,362,155
Nonlabens spongiae,57,28,64,26,0,27,48,28
Nonlabens marinus,48,49,18,59,91,67,39,49
Cellulophaga lytica,84,85,191,71,72,105,195,104
Cellulophaga sp. L1A9,83,62,23,52,0,0,0,0
Cellulophaga baltica,58,61,81,42,0,35,51,23
Cellulophaga algicola,54,62,28,33,35,22,15,31
Muricauda sp. 501str8,118,101,55,111,122,119,76,127
Muricauda lutaonensis,65,45,11,36,0,0,0,0
Flagellimonas ruestringensis,50,64,148,38,30,68,116,50
Algibacter sp. L3A6,82,33,20,39,0,0,0,0
Algibacter sp. L1A34,64,46,203,58,30,93,170,76
Algibacter alginicilyticus,76,82,31,59,0,0,0,0
Salegentibacter salegens,110,100,332,124,118,198,334,169
Salegentibacter sp. T436,148,98,54,91,0,0,0,0
Lacinutrix sp. 5H-3-7-4,55,52,41,42,43,45,25,44
Lacinutrix sp. Bg11-31,47,46,40,35,0,14,29,11
Lacinutrix venerupis,87,35,16,48,0,0,0,0
Dokdonia sp. Dokd-P16,44,23,28,21,0,0,0,0
Dokdonia sp. 4H-3-7-5,36,39,130,63,83,96,138,68
Dokdonia sp. MED134,37,61,205,63,33,91,188,92
Dokdonia sp. PRO95,21,24,49,24,22,36,43,43
Dokdonia donghaensis,27,41,144,38,30,85,154,73
Kordia sp. SMS9,112,161,793,191,160,408,778,410
Kordia antarctica,28,52,96,42,15,33,82,32
Zunongwangia profunda,246,201,619,224,111,272,555,275
Zobellia galactanivorans,127,109,135,82,57,50,116,56
Antarcticibacterium sp. PAMC 28998,72,88,185,78,33,90,164,76
Antarcticibacterium flavum,44,82,156,71,34,75,126,62
Mariniflexile sp. TRM1-10,110,88,156,93,33,85,152,70
Aequorivita sp. H23M31,61,59,205,56,39,86,176,83
Aequorivita sublithincola,43,39,154,53,34,88,174,76
Sediminicola sp. YIK13,98,85,174,69,27,82,170,78
Flavivirga eckloniae,94,57,19,52,0,0,0,0
Flagellimonas maritima,88,56,225,67,25,80,176,83
Oceanihabitans sp. IOP_32,105,99,58,94,85,51,36,83
Euzebyella marina,129,162,751,168,160,373,754,329
Olleya sp. Bg11-27,99,88,321,84,48,113,266,99
Olleya aquimaris,28,37,0,22,0,0,0,0
Lutibacter profundi,83,70,25,63,0,0,0,0
Leeuwenhoekiella sp. ZYFB001,91,78,79,75,22,28,77,43
Robiginitalea biformata,95,107,454,113,139,247,447,246
Arenibacter algicola,79,90,59,92,69,79,53,85
Wenyingzhuangia fucanilytica,79,59,282,80,60,144,286,114
Costertonia aggregata,77,70,161,65,34,73,149,67
Galbibacter sp. BG1,79,43,19,26,0,0,0,0
Urechidicola croceus,99,72,25,66,0,0,0,0
Seonamhaeicola sp. S2-3,72,90,194,110,133,181,240,172
Tamlana sp. UJ94,66,103,308,89,41,127,272,128
Gilvibacter sp. SZ-19,65,47,105,55,52,54,96,35
Aureitalea sp. RR4-38,60,46,47,25,11,20,46,27
Psychroflexus torquis,57,67,337,83,68,147,339,159
Muriicola sp. MMS17-SY002,48,53,20,43,32,29,11,14
Gillisia sp. Hel1_33_143,59,59,18,34,0,0,0,0
Croceibacter atlanticus,49,61,205,55,38,105,191,84
Changchengzhania lutea,42,27,14,30,0,0,0,0
Siansivirga zeaxanthinifaciens,39,36,19,23,0,0,0,0
Psychroserpens sp. NJDZ02,49,28,16,24,0,0,0,0
Chryseobacterium sp. NEB161,132,142,308,133,58,122,257,96
Chryseobacterium sp. T16E-39,93,82,35,56,0,0,0,0
Chryseobacterium sp. 6424,99,84,19,64,0,0,0,0
Chryseobacterium sp. IHB B 17019,88,110,499,129,128,275,504,239
Chryseobacterium sp. 3008163,84,75,298,101,59,162,318,147
Chryseobacterium sp.,86,99,297,89,67,150,317,154
Chryseobacterium sp. cx-624,76,59,53,56,13,22,29,22
Chryseobacterium sp. JV274,74,58,28,56,49,33,22,39
Chryseobacterium sp. G0186,93,121,264,120,118,171,231,155
Chryseobacterium sp. G0201,72,70,38,59,66,55,42,77
Chryseobacterium sp. StRB126,70,115,474,146,93,209,480,225
Chryseobacterium sp. NBC 122,67,54,184,59,51,90,186,87
Chryseobacterium sp. H3001,61,70,51,39,16,19,29,14
Chryseobacterium sp. POL2,66,60,108,69,15,51,109,44
Chryseobacterium sp. F5649,114,87,108,118,61,81,66,103
Chryseobacterium sp. SNU WT5,55,27,11,24,0,0,0,0
Chryseobacterium sp. H6466,92,38,0,0,0,0,0,0
Chryseobacterium sp. G0162,35,24,0,26,0,0,0,0
Chryseobacterium indologenes,223,201,288,173,116,171,251,183
Chryseobacterium indoltheticum,153,174,536,214,154,305,547,268
Chryseobacterium shandongense,165,129,243,147,95,171,251,180
Chryseobacterium gleum,184,190,418,161,59,149,333,152
Chryseobacterium taklimakanense,131,92,321,115,116,161,332,154
Chryseobacterium gallinarum,113,151,160,107,31,50,107,51
Chryseobacterium lactis,108,70,47,75,112,72,55,81
Chryseobacterium bernardetii,114,105,33,98,36,25,0,13
Chryseobacterium joostei,107,139,299,142,86,145,259,158
Chryseobacterium arthrosphaerae,84,89,36,61,0,0,0,0
Chryseobacterium camelliae,78,111,340,102,102,192,301,138
Chryseobacterium aureum,77,99,113,93,112,88,86,110
Chryseobacterium taihuense,85,108,416,124,77,172,390,187
Chryseobacterium carnis,80,45,20,49,0,0,0,0
Chryseobacterium glaciei,76,64,58,54,12,16,40,16
Chryseobacterium carnipullorum,82,92,387,110,80,180,376,169
Chryseobacterium jeonii,66,61,114,63,43,71,76,68
Chryseobacterium piperi,66,73,67,56,25,27,37,19
Chryseobacterium balustinum,76,94,69,61,0,18,25,20
Chryseobacterium antarcticum,53,45,18,32,0,0,0,0
Kaistella haifensis,62,71,121,54,27,63,89,41
Chryseobacterium nakagawai,38,74,488,118,79,232,485,202
Elizabethkingia meningoseptica,119,129,47,87,39,23,19,10
Elizabethkingia sp. JS20170427COW,80,43,12,29,0,0,0,0
Elizabethkingia sp. 2-6,78,55,27,39,0,0,0,0
Elizabethkingia anophelis,133,171,561,214,143,321,581,287
Elizabethkingia ursingii,86,65,27,49,39,31,16,36
Elizabethkingia miricola,104,135,672,214,115,299,616,280
Elizabethkingia bruuniana,76,55,0,0,0,0,0,0
Empedobacter brevis,168,81,201,111,57,96,174,109
Empedobacter falsenii,173,157,477,162,112,240,435,235
Ornithobacterium rhinotracheale,371,208,479,251,187,290,481,258
Apibacter sp. B3706,54,35,0,47,0,0,0,0
Apibacter sp. B2966,33,42,190,32,0,0,0,0
Apibacter raozihei,77,34,10,28,0,0,0,0
Riemerella anatipestifer,131,139,401,140,69,186,394,181
Cloacibacterium normanense,91,40,11,38,0,0,0,0
Weeksella virosa,78,89,461,113,185,286,458,241
Bergeyella cardium,55,75,282,105,103,165,295,164
Blattabacterium sp. (Mastotermes darwiniensis),24,0,0,0,0,0,0,0
Blattabacterium punctulatus,24,0,0,0,0,0,0,0
Owenweeksia hongkongensis,82,57,21,50,12,0,0,0
Fluviicola taffensis,75,71,173,77,58,109,193,113
Candidatus Karelsulcia muelleri,17,0,0,0,0,0,0,0
Candidatus Walczuchella monophlebidarum,11,0,0,11,0,0,0,0
Ichthyobacterium seriolicida,19,0,0,0,0,0,0,0
Hymenobacter sp. NBH84,90,83,46,72,52,48,46,61
Hymenobacter sp. PAMC 26554,71,86,351,101,174,209,337,192
Hymenobacter sp. TS19,77,95,432,127,68,200,400,203
Hymenobacter sp. BT182,73,57,27,64,76,45,22,24
Hymenobacter sp. PAMC 26628,83,80,56,122,213,154,141,132
Hymenobacter sp. 17J36-26,123,101,105,87,0,47,80,37
Hymenobacter sp. DG01,74,63,260,92,105,155,234,121
Hymenobacter sp. APR13,72,110,716,187,232,357,680,358
Hymenobacter sp. BT18,47,52,407,94,105,208,400,173
Hymenobacter sp. BRD128,42,33,180,49,40,79,164,103
Hymenobacter sp. DG25A,41,76,291,84,110,142,294,131
Hymenobacter sp. HDW8,70,62,0,63,0,0,0,0
Hymenobacter sp. BRD72,34,46,209,68,83,121,253,106
Hymenobacter sp. BRD67,30,19,16,22,14,0,0,0
Hymenobacter sp. DG25B,30,49,16,26,0,0,0,0
Hymenobacter jejuensis,136,101,367,154,208,244,409,243
Hymenobacter sedentarius,91,89,258,112,182,180,237,130
Hymenobacter swuensis,105,63,32,52,0,0,0,0
Hymenobacter oligotrophus,74,108,386,104,205,272,454,208
Hymenobacter nivis,81,63,324,102,188,225,376,175
Pontibacter korlensis,133,142,425,132,141,257,449,244
Pontibacter sp. SGAir0037,142,115,233,115,125,163,245,117
Pontibacter russatus,113,98,207,97,123,147,192,109
Pontibacter akesuensis,113,140,245,158,222,217,303,174
Pontibacter pudoricolor,105,119,335,114,45,155,250,156
Pontibacter actiniarum,85,72,166,75,63,115,176,82
Rufibacter sp. DG31D,72,85,218,97,93,129,189,98
Rufibacter sp. DG15C,83,120,622,187,227,359,710,336
Rufibacter tibetensis,89,113,358,118,83,214,386,183
Adhaeribacter swui,122,93,321,131,96,191,331,143
Adhaeribacter sp. KUDC8001,95,122,331,100,56,169,299,147
Nibribacter sp. BT10,107,104,285,88,58,137,218,112
Spirosoma sp. KCTC 42546,102,143,504,160,166,261,484,232
Spirosoma sp. CJU-R4,98,91,40,91,133,90,66,54
Spirosoma sp. BT328,96,103,37,79,60,43,32,23
Spirosoma sp. KUDC1026,85,108,514,128,131,279,551,243
Spirosoma sp. PL0136,81,91,38,69,34,27,12,12
Spirosoma sp. TS118,79,115,272,137,189,212,239,163
Spirosoma sp. I-24,73,105,373,114,77,176,319,179
Spirosoma rigui,141,148,210,112,97,114,204,122
Spirosoma radiotolerans,102,105,188,110,81,109,161,117
Spirosoma montaniterrae,68,81,188,77,104,114,179,131
Spirosoma pollinicola,66,83,502,117,101,253,489,240
Spirosoma aerolatum,60,79,344,82,67,152,318,146
Runella sp. SP2,123,73,28,75,0,0,0,0
Runella sp. HYN0085,85,89,157,67,97,102,140,94
Runella slithyformis,91,117,183,113,137,168,176,153
Fibrella sp. ES10-3-2-2,133,143,360,143,118,207,331,165
Fibrella aestuarina,84,82,181,96,115,131,185,115
Dyadobacter fermentans,152,170,194,151,148,135,185,102
Rhodocytophaga sp. 172606-1,137,148,391,115,88,166,335,170
Cytophaga hutchinsonii,106,92,61,79,0,0,24,0
Leadbetterella byssophila,108,96,206,94,61,112,205,107
Arcticibacterium luteifluviistationis,118,87,88,82,16,27,44,32
Allopseudarcicella aquatilis,83,63,21,48,0,0,0,0
Echinicola rosea,167,191,519,165,155,264,502,276
Echinicola strongylocentroti,127,108,210,115,66,120,201,143
Echinicola sp. LN3S3,109,94,204,84,41,90,186,86
Echinicola vietnamensis,134,135,458,176,86,239,465,231
Cyclobacterium marinum,100,87,103,64,0,35,78,46
Cyclobacterium amurskyense,89,77,26,63,0,0,0,0
Algoriphagus sanaruensis,71,68,33,69,48,44,36,68
Algoriphagus machipongonensis,66,76,156,64,66,80,145,76
Aquiflexum balticum,107,101,352,126,106,197,328,171
Belliella baltica,54,49,22,50,0,0,0,0
Flammeovirga sp. MY04,158,104,38,90,30,17,0,12
Flammeovirga pectinis,77,95,38,56,0,0,0,0
Flammeovirgaceae bacterium 311,133,184,729,202,140,339,686,339
Chryseolinea soli,118,121,193,117,130,133,156,127
Bernardetia litoralis,74,51,92,59,14,30,85,34
Candidatus Cardinium hertigii,18,0,0,10,0,0,0,0
Cardinium endosymbiont of Sogatella furcifera,16,31,211,51,35,106,219,111
Candidatus Amoebophilus asiaticus,25,17,63,19,13,22,42,17
Roseivirga pacifica,64,78,48,83,93,93,53,84
Cytophagales bacterium TFI 002,64,48,76,40,0,33,64,32
Marivirga tractuosa,62,45,23,40,0,0,0,0
Sphingobacterium sp. DR205,161,176,600,214,118,259,525,239
Sphingobacterium sp. ML3W,136,124,58,107,63,73,52,72
Sphingobacterium sp. CZ-2,107,119,445,153,124,213,402,202
Sphingobacterium sp. dk4302,94,80,24,56,0,0,0,0
Sphingobacterium sp. G1-14,110,53,69,38,0,34,66,21
Sphingobacterium sp. B29,57,66,199,60,35,89,173,95
Sphingobacterium sp. 21,100,76,0,46,0,0,0,0
Sphingobacterium hotanense,148,114,79,112,61,80,61,98
Sphingobacterium thalpophilum,140,163,694,220,290,427,683,371
Sphingobacterium mizutaii,118,91,98,101,55,81,82,92
Sphingobacterium psychroaquaticum,117,97,37,77,30,33,25,53
Sphingobacterium lactis,123,119,385,118,62,194,373,169
Sphingobacterium daejeonense,96,95,154,66,22,58,111,55
Sphingobacterium multivorum,133,198,394,155,51,162,311,140
Pedobacter sp. eg,195,185,509,187,118,267,519,275
Pedobacter sp. PACM 27299,185,179,566,177,134,273,548,290
Pedobacter sp. HDW13,146,149,324,133,90,144,310,155
Pedobacter sp. KBS0701,111,142,595,164,107,289,566,258
Pedobacter sp. G11,86,61,27,47,0,0,0,0
Pedobacter sp. CJ43,79,66,174,68,34,73,170,88
Pedobacter ginsengisoli,181,130,365,137,58,177,331,156
Pedobacter cryoconitis,171,191,90,144,0,0,0,0
Pedobacter steynii,138,184,326,171,55,136,288,114
Pedobacter heparinus,126,123,392,122,79,172,399,191
Pedobacter suwonensis,78,105,346,122,114,165,350,159
Mucilaginibacter sp. HYN0043,137,136,630,177,127,321,585,288
Mucilaginibacter sp. F39-2,127,103,195,95,38,92,156,80
Mucilaginibacter sp. G2-14,125,152,485,176,157,251,453,217
Mucilaginibacter sp. PAMC 26640,89,75,125,84,49,63,92,58
Mucilaginibacter sp. 14171R-50,76,89,342,106,74,186,322,147
Mucilaginibacter paludis,157,145,138,105,74,89,124,52
Mucilaginibacter gotjawali,132,127,57,101,0,0,17,0
Mucilaginibacter mallensis,123,151,366,170,133,217,366,214
Mucilaginibacter ginsenosidivorax,105,132,216,96,78,108,207,97
Mucilaginibacter xinganensis,99,87,260,92,64,109,200,100
Mucilaginibacter rubeus,264,288,775,302,333,494,784,388
Mucilaginibacter ginsenosidivorans,53,98,419,112,130,224,412,218
Pseudopedobacter saltans,205,161,92,141,37,44,39,60
Solitalea canadensis,176,219,785,237,158,356,698,328
Sphingobacteriaceae bacterium GW460-11-11-14-LB5,103,109,232,92,44,116,222,93
Anseongella ginsenosidimutans,93,121,287,113,157,175,290,162
Olivibacter sp. LS-1,173,185,498,196,132,245,456,237
Chitinophaga sp. H33E-04,171,216,401,209,132,235,370,250
Chitinophaga sp. XS-30,147,193,429,166,174,243,405,225
Chitinophaga sp. MD30,142,129,270,128,124,163,271,136
Chitinophaga sp. 1303,137,147,198,136,142,116,162,0
Chitinophaga pinensis,238,321,1016,333,351,536,1020,530
Chitinophaga caeni,129,107,233,82,96,134,211,120
Arachidicoccus sp. KIS59-12,131,145,382,135,133,185,298,181
Arachidicoccus sp. B3-10,105,92,141,91,36,54,139,69
Arachidicoccus sp. BS20,84,95,408,94,96,192,358,185
Arachidicoccus ginsenosidivorans,64,96,242,104,92,152,239,159
Flavisolibacter tropicus,135,103,237,122,56,116,204,98
Flavisolibacter sp. 17J28-1,103,103,128,88,35,72,121,59
Flavisolibacter ginsenosidimutans,73,107,351,91,109,201,387,161
Niabella ginsenosidivorans,117,110,141,82,48,95,166,96
Niabella soli,92,53,23,44,0,0,0,0
Niastella koreensis,182,179,412,194,91,196,383,205
Lacibacter sp. S13-6-6,172,125,217,111,30,94,149,75
Paraflavitalea soli,171,184,417,169,104,193,394,176
Filimonas lacunae,170,168,270,127,51,112,249,100
Pseudobacter ginsenosidimutans,168,177,633,237,172,349,611,348
