species,abundance_cols.Healthy_stool_100_100_noerr,abundance_cols.Healthy_stool_100_10_noerr,abundance_cols.Healthy_stool_100_1_noerr,abundance_cols.Healthy_stool_100_50_noerr,abundance_cols.Healthy_stool_10_100_noerr,abundance_cols.Healthy_stool_10_10_noerr,abundance_cols.Healthy_stool_10_1_noerr,abundance_cols.Healthy_stool_10_50_noerr
Pseudomonas umsongensis,18,16,192,36,33,96,197,75
Pseudomonas salegens,16,17,11,16,0,0,0,0
Pseudomonas koreensis,17,19,0,12,0,0,0,0
Pseudomonas graminis,14,13,0,16,40,36,24,29
Pseudomonas antarctica,13,35,32,26,0,0,0,0
Pseudomonas kribbensis,14,27,257,53,91,142,263,148
Pseudomonas brassicacearum,42,139,73,87,0,0,0,0
Pseudomonas cremoricolorata,10,26,10,31,34,34,27,54
Pseudomonas marincola,10,0,0,0,29,31,19,16
Azotobacter chroococcum,29,34,120,29,31,61,144,63
Azotobacter vinelandii,22,35,173,32,34,89,177,80
Azotobacter salinestris,11,10,0,0,0,0,0,0
Oblitimonas alkaliphila,18,26,17,21,40,32,15,29
Permianibacter aggregans,13,24,0,14,0,0,0,0
Entomomonas moraniae,13,17,0,0,0,0,0,0
Acinetobacter sp. TGL-Y2,33,27,13,21,0,0,0,0
Acinetobacter sp. ACNIH2,34,41,26,31,43,30,29,44
Acinetobacter sp. WCHA45,35,0,0,14,0,0,0,0
Acinetobacter sp. Marseille-Q1620,30,27,134,40,18,56,125,55
Acinetobacter sp. TTH0-4,29,0,0,0,0,0,0,0
Acinetobacter sp. 10FS3-1,34,0,0,23,0,0,0,0
Acinetobacter sp. WCHA55,30,57,225,57,67,157,337,165
Acinetobacter sp. NCu2D-2,24,28,0,38,43,25,24,28
Acinetobacter sp. NEB 394,34,15,0,0,0,0,0,0
Acinetobacter sp. 323-1,22,38,17,22,0,0,0,0
Acinetobacter sp. WCHAc010034,23,41,13,27,0,0,0,0
Acinetobacter sp. LoGeW2-3,20,24,12,16,0,0,0,0
Acinetobacter sp. dk386,18,0,0,0,0,0,0,0
Acinetobacter sp. 185,18,15,0,16,0,0,0,0
Acinetobacter sp. C16S1,17,21,0,0,0,0,0,0
Acinetobacter sp. FDAARGOS_724,32,29,0,0,0,0,0,0
Acinetobacter sp. WCHAc010052,13,17,0,0,0,0,0,0
Acinetobacter baumannii,283,285,483,348,307,404,544,531
Acinetobacter pittii,125,132,155,160,92,122,149,108
Acinetobacter calcoaceticus,33,29,10,24,0,0,0,0
Acinetobacter lactucae,36,27,0,19,0,0,0,0
Acinetobacter nosocomialis,28,53,247,62,70,143,274,158
Acinetobacter schindleri,58,58,25,39,53,17,22,32
Acinetobacter haemolyticus,51,63,39,44,41,30,23,63
Acinetobacter radioresistens,42,71,116,76,51,80,144,94
Acinetobacter dispersus,36,18,0,24,31,22,17,32
Acinetobacter indicus,38,43,102,46,14,51,113,54
Acinetobacter equi,31,25,22,31,65,64,40,59
Acinetobacter cumulans,31,17,12,20,44,41,21,43
Acinetobacter venetianus,30,30,181,48,48,94,184,81
Acinetobacter johnsonii,40,36,0,21,0,0,0,0
Acinetobacter ursingii,28,13,11,20,49,31,19,34
Acinetobacter bereziniae,24,24,12,19,30,25,18,30
Acinetobacter baylyi,23,32,0,18,0,0,0,0
Acinetobacter towneri,33,0,0,0,0,0,0,0
Acinetobacter larvae,19,19,0,12,23,15,10,15
Acinetobacter chinensis,20,0,0,0,0,0,0,0
Acinetobacter wuhouensis,16,27,214,41,37,129,273,107
Acinetobacter tandoii,14,19,0,12,0,0,0,0
Acinetobacter lwoffii,21,30,315,37,47,169,350,138
Acinetobacter gyllenbergii,13,0,0,0,0,0,0,0
Acinetobacter soli,12,0,0,0,0,0,0,0
Acinetobacter junii,12,0,0,0,0,0,0,0
Acinetobacter defluvii,13,0,0,0,0,0,0,0
Acinetobacter guillouiae,12,0,0,11,0,0,0,0
Psychrobacter sp. AntiMn-1,46,28,169,23,32,93,156,78
Psychrobacter sp. DAB_AL43B,36,61,328,51,52,177,303,143
Psychrobacter sp. P11G3,48,34,157,53,84,92,159,101
Psychrobacter sp. P11F6,31,0,0,0,0,0,0,0
Psychrobacter urativorans,24,0,0,0,0,0,0,0
Psychrobacter arcticus,22,0,0,0,0,0,0,0
Faucicola osloensis,52,42,250,53,45,139,234,123
Moraxella catarrhalis,25,19,10,43,42,23,24,33
Moraxella bovis,35,47,0,29,0,0,0,0
Moraxella cuniculi,19,19,165,46,40,99,167,70
Marinobacter sp. LV10R510-11A,28,19,0,12,0,0,0,0
Marinobacter sp. JH2,44,54,0,29,0,0,0,0
Marinobacter sp. Arc7-DN-1,37,28,0,20,0,0,0,0
Marinobacter sp. NP-4(2019),36,66,282,80,77,148,281,124
Marinobacter nauticus,38,44,117,55,20,59,108,43
Marinobacter salinus,33,50,366,87,82,194,386,146
Marinobacter fonticola,31,28,0,10,0,0,0,0
Marinobacter salarius,40,44,61,47,25,55,71,81
Marinobacter similis,24,23,18,15,46,20,16,12
Alteromonas sp. 76-1,40,60,22,62,99,110,73,117
Alteromonas sp. RKMC-009,21,33,44,26,13,0,44,20
Alteromonas macleodii,89,59,25,41,0,0,0,0
Alteromonas mediterranea,139,43,0,26,40,23,14,47
Alteromonas australica,30,29,12,19,0,0,0,0
Alteromonas pelagimontana,25,16,0,10,0,0,0,0
Alteromonas naphthalenivorans,26,47,194,55,55,125,244,120
Glaciecola sp. THG-3.7,131,191,680,208,179,361,627,348
Brumicola nitratireducens,42,40,196,58,64,109,177,125
Paraglaciecola psychrophila,37,46,179,58,41,74,150,74
Paraglaciecola sp. L3A3,25,18,0,14,0,0,0,0
Paraglaciecola sp. L1A13,12,0,0,0,0,0,0,0
Paraglaciecola mesophila,31,34,105,39,13,46,95,39
Salinimonas sediminis,30,23,0,25,0,0,0,0
Salinimonas lutimaris,27,44,170,44,38,92,172,84
Salinimonas sp. KX18D6,15,25,0,11,29,14,14,11
Catenovulum sp. CCB-QB4,38,32,0,25,0,0,0,0
Catenovulum sediminis,30,41,0,25,0,0,0,0
Lacimicrobium alkaliphilum,51,53,22,26,0,0,0,0
Saliniradius amylolyticus,16,13,0,0,0,0,0,0
Agarivorans gilvus,13,0,0,0,0,0,0,0
Shewanella sp. Scap07,35,26,18,27,0,0,0,0
Shewanella sp. YLB-06,20,0,0,11,0,0,0,0
Shewanella sp. SNU WT4,16,24,86,24,15,49,80,37
Shewanella sp. FDAARGOS_354,23,61,0,40,0,0,0,0
Shewanella sp. WE21,20,30,0,16,0,0,0,0
Shewanella sp. Pdp11,25,21,0,0,0,0,0,0
Shewanella sp. Arc9-LZ,14,0,0,20,0,0,0,0
Shewanella sp. M2,11,11,0,0,0,0,0,0
Shewanella baltica,107,70,222,78,40,97,212,84
Shewanella denitrificans,38,59,201,55,23,95,186,89
Shewanella algae,43,41,16,34,0,0,0,0
Shewanella loihica,37,25,0,21,0,0,0,0
Shewanella psychrophila,36,37,13,16,0,0,0,0
Shewanella khirikhana,33,26,10,27,0,0,0,0
Shewanella sediminis,34,14,0,16,0,0,0,0
Shewanella pealeana,29,17,0,0,0,0,0,0
Shewanella piezotolerans,28,35,23,25,28,15,17,0
Shewanella aestuarii,28,41,17,18,0,0,0,0
Shewanella violacea,25,18,13,25,39,49,19,33
Shewanella frigidimarina,30,27,0,12,0,0,0,0
Shewanella woodyi,24,24,0,13,0,0,0,0
Shewanella halifaxensis,25,39,239,41,49,128,225,103
Shewanella donghaensis,23,24,17,20,24,23,11,25
Shewanella livingstonensis,24,11,0,26,36,18,13,33
Shewanella decolorationis,28,0,0,0,0,0,0,0
Shewanella putrefaciens,87,0,0,54,0,0,0,0
Shewanella amazonensis,19,15,0,0,0,0,0,0
Shewanella marisflavi,15,37,230,69,86,172,256,169
Shewanella oneidensis,15,26,205,39,33,89,188,75
Shewanella japonica,10,10,0,10,0,0,0,0
Shewanella maritima,10,10,0,0,15,0,0,0
Parashewanella spongiae,28,31,11,23,0,0,0,0
Parashewanella tropica,24,31,27,36,56,46,35,60
Pseudoalteromonas sp. R3,31,69,23,74,64,45,32,64
Pseudoalteromonas sp. A25,14,22,0,0,0,0,0,0
Pseudoalteromonas sp. NC201,19,21,0,0,0,0,0,0
Pseudoalteromonas sp. 1_2015MBL_MicDiv,28,0,0,0,0,0,0,0
Pseudoalteromonas luteoviolacea,54,64,191,68,35,76,153,86
Pseudoalteromonas atlantica,93,81,139,71,18,62,123,47
Pseudoalteromonas piratica,49,27,0,25,0,0,0,0
Pseudoalteromonas rubra,40,45,23,34,0,0,0,0
Pseudoalteromonas phenolica,35,26,10,11,0,0,0,0
Pseudoalteromonas espejiana,33,16,0,0,0,0,0,0
Pseudoalteromonas spongiae,30,19,0,24,0,0,0,0
Pseudoalteromonas tunicata,26,24,0,19,29,25,22,24
Pseudoalteromonas aliena,26,32,184,41,39,108,209,101
Pseudoalteromonas piscicida,23,12,0,15,0,0,0,0
Pseudoalteromonas agarivorans,65,43,0,44,0,0,0,0
Pseudoalteromonas translucida,20,43,0,42,0,0,0,0
Pseudoalteromonas carrageenovora,14,11,0,12,36,21,20,36
Pseudoalteromonas arctica,15,0,0,0,0,0,0,0
Pseudoalteromonas shioyasakiensis,12,0,0,0,0,0,0,0
Colwellia sp. Arc7-635,34,19,0,0,0,0,0,0
Colwellia sp. PAMC 20917,27,13,0,20,0,0,0,0
Colwellia sp. MT41,18,28,179,35,38,84,163,88
Colwellia sp. PAMC 21821,18,16,0,0,0,0,0,0
Colwellia psychrerythraea,67,55,142,74,56,104,124,92
Colwellia beringensis,30,48,187,37,26,85,156,69
Thalassotalea crassostreae,36,20,0,18,0,0,0,0
Thalassotalea sp. HSM 43,14,0,0,0,0,0,0,0
Thalassotalea sp. PS06,13,0,0,0,0,0,0,0
Litorilituus sediminis,23,31,19,16,31,21,10,10
Psychromonas ingrahamii,73,72,22,53,43,18,14,11
Psychromonas sp. CNPT3,23,29,16,23,17,12,0,24
Moritella yayanosii,36,43,191,44,20,73,189,73
Moritella viscosa,31,15,0,26,0,0,0,0
Moritella marina,13,14,0,19,0,0,0,0
Idiomarina andamanensis,21,0,34,18,0,13,37,11
Idiomarina sp. OT37-5b,16,21,0,0,0,0,0,0
Idiomarina piscisalsi,20,0,0,0,0,0,0,0
Idiomarinaceae bacterium HL-53,10,38,182,33,40,102,226,118
Ferrimonas sp. S7,31,32,21,29,0,0,0,0
Ferrimonas balearica,25,29,0,23,0,0,0,0
Vibrio parahaemolyticus,120,91,281,92,31,106,238,93
Vibrio alginolyticus,172,221,667,321,232,454,764,473
Vibrio campbellii,68,27,23,23,0,0,17,0
Vibrio harveyi,44,34,25,43,39,37,40,52
Vibrio azureus,36,44,19,33,40,22,19,25
Vibrio owensii,46,39,25,29,28,18,23,26
Vibrio diabolicus,27,18,0,0,0,0,0,0
Vibrio rotiferianus,23,33,17,30,0,0,0,0
Vibrio natriegens,45,0,0,0,0,0,0,0
Vibrio sp. SM1977,37,33,176,50,75,108,167,88
Vibrio sp. THAF100,28,37,199,66,79,135,208,127
Vibrio sp. THAF190c,25,39,179,40,39,80,172,86
Vibrio sp. HBUAS61001,25,46,21,30,23,15,12,19
Vibrio sp. ZWAL4003,20,0,10,0,0,0,0,0
Vibrio sp. Scap24,17,34,17,34,37,27,18,43
Vibrio sp. HDW18,15,10,0,10,0,0,0,0
Vibrio fluvialis,84,75,242,93,81,102,205,123
Vibrio mimicus,85,74,40,54,47,38,17,49
Vibrio tubiashii,39,43,190,60,68,130,201,133
Vibrio europaeus,18,17,0,12,0,0,0,0
Vibrio vulnificus,60,57,22,54,0,0,0,0
Vibrio nigripulchritudo,46,44,23,50,37,17,14,27
Vibrio cholerae,83,88,75,67,0,0,23,0
Vibrio taketomensis,46,34,14,19,0,0,0,0
Vibrio mediterranei,44,47,11,30,0,0,0,0
Vibrio spartinae,42,44,19,34,31,24,15,15
Vibrio scophthalmi,44,43,0,25,0,0,0,0
Vibrio tritonius,37,62,158,52,34,92,157,89
Vibrio coralliilyticus,58,47,57,73,101,100,78,115
Vibrio gazogenes,35,23,15,22,0,0,0,0
Vibrio furnissii,38,21,0,20,0,0,0,0
Vibrio aphrogenes,29,19,0,13,0,0,0,0
Vibrio tapetis,27,29,0,20,0,0,0,0
Vibrio anguillarum,35,31,43,32,0,0,18,0
Vibrio rumoiensis,24,10,0,16,0,0,0,0
Vibrio chagasii,24,37,73,28,31,45,52,41
Vibrio alfacsensis,23,28,194,48,52,87,187,87
Vibrio ponticus,21,31,0,31,0,0,0,0
Vibrio cincinnatiensis,22,33,19,43,44,29,16,31
Vibrio casei,21,43,178,41,40,96,219,111
Vibrio astriarenae,18,21,186,33,45,98,171,75
Vibrio panuliri,17,20,0,0,0,0,0,0
Vibrio breoganii,17,12,0,10,0,0,0,0
Vibrio metoecus,27,34,0,28,44,20,26,19
Vibrio navarrensis,22,41,16,12,0,0,0,0
Vibrio metschnikovii,16,14,0,15,0,0,0,0
Vibrio crassostreae,18,0,0,0,0,0,0,0
Vibrio qinghaiensis,27,27,0,28,45,37,38,20
Vibrio cyclitrophicus,12,23,12,21,0,0,0,0
Aliivibrio fischeri,87,80,31,64,0,0,0,0
Aliivibrio wodanis,40,20,0,15,0,0,0,0
Aliivibrio salmonicida,22,21,11,0,0,0,0,0
Photobacterium damselae,64,76,292,87,66,143,264,149
Photobacterium profundum,36,32,24,37,44,22,20,34
Photobacterium gaetbulicola,33,31,111,41,60,71,122,59
Salinivibrio kushneri,27,43,185,44,36,95,175,78
Paraphotobacterium marinum,35,26,0,19,12,0,0,0
Grimontia hollisae,22,42,20,26,0,0,0,0
Stenotrophomonas maltophilia,457,334,659,373,398,452,781,402
Stenotrophomonas sp. ESTM1D_MKCIP4_1,21,0,0,0,0,0,0,0
Stenotrophomonas sp. NA06056,19,22,15,18,34,16,10,0
Stenotrophomonas sp. LM091,12,0,0,0,0,0,0,0
Stenotrophomonas acidaminiphila,43,26,11,25,0,0,0,0
Stenotrophomonas rhizophila,30,11,0,13,12,0,0,0
Xanthomonas oryzae,42,25,13,23,0,0,0,0
Xanthomonas citri,126,197,823,203,197,384,821,438
Xanthomonas sacchari,35,0,0,16,0,0,0,0
Xanthomonas translucens,28,22,12,18,23,15,0,0
Xanthomonas hortorum,28,23,190,35,31,90,161,100
Xanthomonas campestris,28,33,0,19,16,0,0,0
Xanthomonas cassavae,19,23,179,52,60,120,195,145
Xanthomonas vasicola,18,0,0,0,0,0,0,0
Xanthomonas vesicatoria,21,0,0,0,0,0,0,0
Xanthomonas hyacinthi,16,0,0,0,0,0,0,0
Xanthomonas fragariae,14,15,13,17,38,28,12,0
Lysobacter capsici,44,14,11,19,0,0,0,0
Lysobacter sp. TY2-98,22,18,0,15,16,14,0,0
Lysobacter sp. HDW10,16,10,13,21,27,19,12,0
Lysobacter enzymogenes,38,25,18,39,63,34,27,19
Lysobacter gummosus,34,20,0,12,12,0,0,0
Lysobacter soli,27,17,0,10,0,0,0,0
Lysobacter antibioticus,25,22,0,12,0,0,0,0
Lysobacter alkalisoli,20,29,204,50,58,97,173,86
Lysobacter maris,14,12,0,10,0,0,0,0
Lysobacter oculi,13,0,0,0,0,0,0,0
Lysobacter lycopersici,10,0,0,0,0,0,0,0
Luteimonas sp. YGD11-2,29,0,0,0,0,0,0,0
Luteimonas sp. JM171,21,12,0,16,0,0,0,0
Luteimonas chenhongjianii,22,31,0,28,70,33,0,25
Luteimonas granuli,17,0,0,0,0,0,0,0
Luteimonas yindakuii,13,0,0,0,0,0,0,0
Pseudoxanthomonas suwonensis,34,50,34,30,34,13,20,13
Pseudoxanthomonas spadix,14,0,0,15,0,0,0,0
Thermomonas sp. HDW16,23,34,169,37,28,99,187,77
Thermomonas sp. SY21,14,0,0,0,0,0,0,0
Xylella taiwanensis,15,13,0,0,0,0,0,0
Xylella fastidiosa,14,13,0,0,0,0,0,0
Pseudolysobacter antarcticus,15,14,0,10,0,0,0,0
Arenimonas daejeonensis,13,17,0,10,11,0,0,0
Dyella sp. M7H15-1,29,50,178,38,29,91,192,83
Dyella thiooxydans,28,13,0,19,0,0,0,0
Dyella japonica,25,17,0,18,36,23,14,20
Rhodanobacter glycinis,16,0,0,0,0,0,0,0
Rhodanobacter denitrificans,14,26,235,38,50,140,234,102
Luteibacter rhizovicinus,16,11,145,34,36,77,153,93
Luteibacter pinisoli,13,22,0,0,0,0,0,0
Dokdonella koreensis,16,14,0,0,0,0,0,0
Frateuria aurantia,11,34,220,48,71,129,226,126
Aerosticca soli,11,0,0,0,0,0,0,0
Halomonas sp. GT,42,25,197,50,58,111,181,99
Halomonas sp. Y2R2,25,13,15,14,41,24,17,0
Halomonas sp. BC-M4-5,23,0,0,17,45,28,20,19
Halomonas sp. 1513,23,25,0,21,35,14,0,18
Halomonas sp. KO116,41,29,156,42,37,97,188,87
Halomonas sp. NBT06E8,28,47,365,64,65,192,365,153
Halomonas sp. THAF5a,23,27,21,28,54,34,18,28
Halomonas sp. SF2003,71,0,0,0,0,0,0,0
Halomonas sp. GFAJ-1,13,11,0,0,0,0,0,0
Halomonas meridiana,47,39,199,56,40,129,231,109
Halomonas huangheensis,24,42,0,15,0,0,0,0
Vreelandella venusta,34,0,0,0,0,0,0,0
Halomonas elongata,16,32,197,43,36,87,204,90
Halomonas beimenensis,14,34,511,59,88,209,461,195
Halomonas chromatireducens,11,13,0,10,0,0,0,0
Halomonas subglaciescola,10,21,15,19,35,22,19,13
Kushneria sp. YCWA18,24,27,157,44,34,95,177,75
Kushneria konosiri,20,0,0,0,0,0,0,0
Kushneria marisflavi,14,25,29,34,38,42,40,85
Zymobacter palmae,43,70,37,45,52,69,36,51
Halotalea alkalilenta,20,15,0,17,42,42,29,16
Pistricoccus aurantiacus,13,0,0,0,31,12,14,0
Marinomonas sp. MWYL1,23,17,12,25,30,26,23,43
Marinomonas sp. FW-1,11,0,0,0,0,0,0,0
Marinomonas posidonica,29,37,348,57,60,167,319,153
Marinomonas primoryensis,26,30,0,14,0,0,0,0
Marinomonas mediterranea,23,41,15,21,36,27,19,29
Marinobacterium aestuarii,47,32,12,37,35,25,13,12
Marinobacterium sp. LSUCC0821,20,22,19,22,41,34,12,38
Neptunomonas phycophila,23,28,12,23,0,0,0,0
Neptunomonas concharum,22,22,11,20,0,0,0,0
Nitrincola sp. KXZD1103,32,23,0,23,0,0,0,0
Thalassolituus oleivorans,30,29,123,44,28,77,154,81
Bermanella marisrubri,23,31,325,73,68,176,326,140
Bacterioplanes sanyensis,17,26,165,55,67,121,187,129
Oleispira antarctica,16,38,112,35,23,48,102,53
Alloalcanivorax dieselolei,32,45,296,69,85,159,334,143
Alcanivorax xenomutans,31,18,27,34,33,65,46,58
Alcanivorax sp. N3-2A,18,0,0,15,60,43,17,17
Isoalcanivorax pacificus,14,25,0,24,46,20,22,12
Ketobacter alkanivorans,18,38,0,19,37,29,15,26
Kangiella profundi,40,47,23,44,34,25,17,36
Kangiella sediminilitoris,31,51,19,41,27,19,18,33
Kangiella geojedonensis,13,30,0,18,0,0,0,0
Kangiella koreensis,12,12,0,15,24,16,10,10
Gynuella sunshinyii,41,22,17,28,36,25,14,47
Saccharospirillum mangrovi,18,14,0,12,10,0,0,0
Reinekea forsetii,11,17,0,0,0,0,0,0
Endozoicomonas montiporae,59,44,18,28,0,0,0,0
Hahella chejuensis,38,26,179,31,27,82,183,74
Hahella sp. KA22,20,29,11,17,0,0,0,0
Oleiphilus messinensis,24,32,177,48,56,102,155,72
Oceanospirillales bacterium S2-4-1H,16,28,0,11,0,0,0,0
Haemophilus influenzae,121,115,315,109,56,175,325,151
Haemophilus parainfluenzae,52,54,21,42,0,0,0,0
Haemophilus parahaemolyticus,28,26,172,57,55,104,195,110
Haemophilus haemolyticus,27,28,0,17,0,0,0,0
Haemophilus sp. oral taxon 036,24,21,17,35,37,24,16,30
Haemophilus pittmaniae,13,13,0,14,0,0,0,0
Actinobacillus pleuropneumoniae,64,59,19,50,0,0,0,0
Actinobacillus succinogenes,39,46,23,37,0,0,0,0
Actinobacillus porcitonsillarum,34,42,16,45,77,66,50,61
Actinobacillus delphinicola,25,14,0,22,18,18,13,27
Actinobacillus suis,24,39,14,28,0,0,0,0
Actinobacillus equuli,22,27,0,15,0,0,0,0
Actinobacillus indolicus,13,0,0,0,0,0,0,0
Mannheimia sp. USDA-ARS-USMARC-1261,55,62,16,47,0,0,0,0
Mannheimia varigena,52,61,19,40,0,0,0,0
Mannheimia haemolytica,56,45,19,38,33,28,26,38
Mannheimia granulomatis,44,48,25,64,60,59,42,63
Pasteurella multocida,128,120,227,155,142,179,222,188
Phocoenobacter skyensis,26,31,152,35,32,80,156,78
Pasteurella dagmatis,39,29,0,0,0,0,0,0
Glaesserella parasuis,80,50,12,37,0,0,0,0
Glaesserella sp. 15-184,18,17,0,0,0,0,0,0
Aggregatibacter actinomycetemcomitans,26,31,158,44,39,90,184,52
Aggregatibacter aphrophilus,23,13,0,0,0,0,0,0
Aggregatibacter segnis,14,15,0,14,0,0,0,0
Histophilus somni,66,67,180,64,45,79,186,79
Avibacterium paragallinarum,20,47,333,69,73,191,362,154
Avibacterium volantium,19,26,14,25,26,22,17,14
Pasteurellaceae bacterium RH1A,21,37,0,26,0,0,0,0
Otariodibacter oris,29,23,0,0,0,0,0,0
Rodentibacter pneumotropicus,31,37,15,24,0,0,0,0
Gallibacterium anatis,28,42,23,26,0,0,0,0
Pasteurella aerogenes,25,41,16,22,0,0,0,0
Bisgaardia hudsonensis,23,14,47,33,0,27,49,26
Frederiksenia canicola,19,0,0,0,0,0,0,0
Bibersteinia trehalosi,20,42,111,43,27,78,150,67
Vespertiliibacter pulmonis,17,20,0,18,0,0,0,16
Thiomicrorhabdus sp. aks77,28,17,11,22,0,0,0,0
Thiomicrorhabdus sp. AkT22,27,39,11,19,0,0,0,0
Thiomicrorhabdus sp. G2,27,15,0,14,0,0,0,0
Thiomicrorhabdus sp. G1,25,0,0,11,29,28,12,33
Thiomicrorhabdus indica,20,20,0,18,0,0,0,0
Hydrogenovibrio crunogenus,27,18,0,24,0,0,0,0
Hydrogenovibrio marinus,20,37,138,34,27,76,142,79
Hydrogenovibrio thermophilus,47,54,188,59,31,102,173,84
Piscirickettsia salmonis,51,53,17,37,38,20,0,0
Methylophaga nitratireducenticrescens,30,29,168,42,65,118,159,102
Methylophaga frappieri,15,14,0,11,0,0,0,0
Thiomicrospira aerophila,16,0,0,0,0,0,0,0
Thiomicrospira cyclica,12,12,0,0,0,0,0,0
Francisella tularensis,60,27,0,22,0,0,0,0
Francisella philomiragia,68,48,19,39,0,0,0,0
Francisella uliginis,41,46,16,31,0,0,0,0
Francisella sp. FSC1006,29,25,204,24,44,108,177,86
Francisella hispaniensis,23,24,0,20,43,21,23,0
Francisella frigiditurris,19,14,0,13,0,0,0,0
Francisella halioticida,18,26,0,24,0,0,0,0
Francisella adeliensis,21,0,0,0,0,0,0,0
Francisella persica,10,0,0,10,0,0,0,0
Allofrancisella frigidaquae,27,23,0,18,0,0,0,0
Beggiatoa leptomitoformis,56,245,2344,390,480,1163,2377,1108
Aeromonas veronii,147,132,82,133,172,118,76,60
Aeromonas sp. CA23,31,17,0,19,0,0,0,0
Aeromonas sp. CU5,12,0,0,0,0,0,0,0
Aeromonas hydrophila,80,70,49,68,0,0,0,0
Aeromonas salmonicida,45,57,313,74,83,166,294,155
Aeromonas caviae,119,146,222,119,167,244,282,179
Aeromonas media,34,23,44,48,163,87,73,56
Aeromonas schubertii,22,15,0,0,0,0,0,0
Aeromonas encheleia,18,0,0,0,0,0,0,0
Aeromonas dhakensis,20,0,0,0,0,0,0,0
Oceanimonas sp. GK1,51,37,93,41,14,38,84,40
Tolumonas auensis,41,52,20,27,0,0,0,0
Zobellella denitrificans,39,32,184,56,46,116,186,80
Oceanisphaera avium,23,48,349,59,45,163,301,154
Oceanisphaera profunda,14,33,140,31,38,73,177,80
Succinivibrio dextrinosolvens,114,193,400,185,123,221,370,233
Nitrosococcus oceani,29,18,0,0,0,0,0,0
Nitrosococcus watsonii,18,12,0,0,0,0,0,0
Nitrosococcus wardiae,16,33,188,50,27,102,182,84
Nitrosococcus halophilus,11,19,76,30,41,62,77,67
Rheinheimera sp. LHK132,26,40,16,19,0,0,0,0
Rheinheimera sp. D18,26,0,0,12,0,0,0,0
Chromatiaceae bacterium 2141T.STBD.0c.01a,40,42,157,56,30,89,182,77
Thioflavicoccus mobilis,36,26,14,24,0,0,0,0
Allochromatium vinosum,23,41,89,48,51,58,101,67
Thiocystis violascens,19,17,0,11,0,0,0,0
Candidatus Thiodictyon syntrophicum,15,15,0,14,0,0,0,0
Thermochromatium tepidum,12,15,10,12,0,0,0,0
Marichromatium purpuratum,13,0,0,0,0,0,0,0
Acidihalobacter prosperus,45,32,266,61,53,130,279,124
Acidihalobacter ferrooxidans,14,23,12,30,31,28,15,17
Thioalkalivibrio nitratireducens,21,29,182,39,70,101,166,66
Thioalkalivibrio sp. K90mix,14,0,0,11,0,0,0,0
Ectothiorhodospiraceae bacterium BW-2,32,11,0,0,0,0,0,0
Ectothiorhodospiraceae bacterium 2226,18,13,0,15,21,12,13,0
Ectothiorhodospira haloalkaliphila,23,20,37,28,10,11,33,12
Ectothiorhodospira sp. BSL-9,15,0,0,11,0,0,0,0
Spiribacter roseus,10,11,0,10,0,0,0,0
Spiribacter sp. 2438,10,0,0,12,0,0,0,0
Alkalilimnicola ehrlichii,19,15,84,20,17,44,75,47
Halorhodospira halochloris,12,15,0,0,0,0,0,0
Granulosicoccus antarcticus,37,45,11,29,0,0,0,0
Sulfuriflexus mobilis,29,26,0,17,0,0,0,0
Halothiobacillus sp. LS2,31,47,20,45,22,19,12,11
Halothiobacillus neapolitanus,14,0,0,0,0,0,0,0
Sulfurivermis fontis,21,33,11,27,38,33,24,35
Thiohalobacter thiocyanaticus,14,0,0,0,0,0,0,0
Woeseia oceani,13,26,99,22,24,53,92,49
Wenzhouxiangella marina,10,14,0,0,0,0,0,0
Legionella pneumophila,89,80,27,66,25,20,10,13
Legionella israelensis,44,51,21,42,66,48,21,43
Legionella longbeachae,46,46,19,37,55,39,31,51
Legionella spiritensis,46,71,37,57,72,59,30,67
Legionella waltersii,47,47,18,29,0,0,0,0
Legionella sp. PC1000,14,32,18,21,40,21,19,26
Legionella sp. PC997,14,17,12,24,25,16,12,24
Legionella hackeliae,35,22,0,19,0,0,0,0
Legionella cherrii,31,37,20,31,38,13,13,28
Legionella sainthelensi,30,29,13,22,0,0,0,0
Legionella fallonii,25,15,11,22,22,19,10,35
Legionella oakridgensis,24,18,0,0,0,0,0,0
Legionella adelaidensis,21,0,0,0,0,0,0,0
Legionella clemsonensis,22,17,0,21,24,24,0,28
Legionella jordanis,16,14,13,26,30,22,15,35
Legionella anisa,16,0,0,0,0,0,0,0
Legionella geestiana,11,21,177,37,36,83,179,65
Legionella lansingensis,11,0,0,0,0,0,0,0
Fluoribacter dumoffii,20,15,0,11,0,0,0,0
Tatlockia micdadei,13,11,0,0,0,0,0,0
Aquicella siphonis,25,25,93,24,15,60,133,56
Aquicella lusitana,19,15,0,20,0,0,0,0
Candidatus Rickettsiella viridis,13,0,0,0,0,0,0,0
Microbulbifer sp. SH-1,53,33,18,33,45,19,16,17
Microbulbifer sp. THAF38,27,30,15,22,30,30,28,49
Microbulbifer sp. ALW1,22,22,0,18,0,0,0,0
Microbulbifer sp. GL-2,17,27,17,41,72,38,25,46
Microbulbifer sp. YPW1,16,30,166,32,46,96,156,79
Microbulbifer hydrolyticus,34,25,14,26,36,37,19,42
Microbulbifer thermotolerans,27,22,12,16,32,15,0,13
Microbulbifer agarilyticus,25,37,193,56,33,76,178,77
Microbulbifer aggregans,11,17,0,10,16,0,0,0
