species,abundence_cols.Healthy_stool_100_100,abundence_cols.Healthy_stool_100_10,abundence_cols.Healthy_stool_100_1,abundence_cols.Healthy_stool_100_50,abundence_cols.Healthy_stool_10_100,abundence_cols.Healthy_stool_10_10,abundence_cols.Healthy_stool_10_1,abundence_cols.Healthy_stool_10_50
Starkeya sp. ORNL1,11,27,268,39,41,111,240,118
Azorhizobium caulinodans,16,11,0,0,0,0,0,0
Ancylobacter pratisalsi,13,27,0,19,0,0,0,0
Xanthobacter autotrophicus,24,0,0,0,0,0,0,0
Labrys neptuniae,10,11,0,0,0,0,0,0
Martelella endophytica,26,15,0,15,0,0,14,0
Martelella mediterranea,29,40,34,49,47,0,34,0
Aureimonas sp. AU20,14,0,0,0,0,0,0,0
Methylocella tundrae,10,0,0,0,0,0,0,0
Beijerinckiaceae bacterium RH AL1,17,0,0,0,0,0,0,0
Beijerinckia indica,15,24,0,0,0,0,0,0
Rhodobiaceae bacterium,29,31,269,55,47,154,282,145
Pyruvatibacter mobilis,18,0,0,10,0,0,0,0
Chelatococcus sp. CO-6,29,0,0,21,52,27,17,19
Cohaesibacter sp. ES.047,12,29,0,16,0,0,0,0
Breoghania sp. L-A4,12,23,0,15,0,0,0,0
Lichenihabitans psoromatis,13,21,0,13,0,0,0,0
Paracoccus sp. SC2-6,26,25,21,37,72,54,46,50
Paracoccus sp. BM15,13,0,0,0,0,0,0,0
Paracoccus sp. AK26,11,0,0,0,0,11,0,0
Paracoccus contaminans,24,26,0,14,25,0,0,0
Paracoccus sanguinis,22,16,0,0,0,0,0,0
Paracoccus denitrificans,18,0,0,0,0,0,0,0
Paracoccus aminophilus,15,15,0,19,0,10,0,0
Paracoccus kondratievae,21,0,0,23,0,0,0,0
Paracoccus jeotgali,15,0,0,0,0,0,0,0
Paracoccus yeei,38,0,0,0,0,0,0,0
Sulfitobacter sp. BSw21498,23,40,21,23,0,0,0,0
Sulfitobacter sp. JL08,16,0,0,12,0,0,0,0
Sulfitobacter sp. SK025,21,0,0,0,0,0,0,0
Sulfitobacter sp. D7,14,0,0,0,0,0,0,0
Sulfitobacter sp. THAF37,17,71,13,23,0,0,0,0
Sulfitobacter pseudonitzschiae,28,0,0,0,0,0,0,0
Labrenzia sp. THAF82,27,20,15,20,19,14,0,0
Labrenzia sp. VG12,26,31,47,45,117,84,89,129
Labrenzia sp. PHM005,19,36,20,33,83,39,35,28
Labrenzia sp. THAF35,40,0,0,0,0,0,0,0
Roseibium alexandrii,14,0,0,0,0,0,0,0
Rhodobacteraceae bacterium,71,98,38,40,0,0,0,0
Rhodobacteraceae bacterium BAR1,20,22,0,0,0,0,0,0
Rhodobacteraceae bacterium SC52,23,0,0,0,0,0,0,0
Rhodobacteraceae bacterium 9Alg 56,15,16,13,31,68,49,15,67
Leisingera methylohalidivorans,30,19,0,13,0,0,0,0
Rhodovulum sp. P5,15,18,15,13,42,21,15,15
Rhodovulum sp. MB263,17,14,0,18,22,19,0,0
Rhodovulum sulfidophilum,29,0,0,0,0,0,0,0
Roseovarius indicus,46,19,17,24,0,0,0,0
Phaeobacter gallaeciensis,34,29,20,35,0,0,0,0
Phaeobacter inhibens,30,18,14,18,0,0,0,0
Cereibacter sphaeroides,23,19,37,27,45,47,54,34
Rhodobacter sp. LPB0142,20,61,15,35,0,0,0,0
Ruegeria sp. THAF33,29,55,342,50,75,212,345,154
Ruegeria sp. TM1040,16,0,0,22,0,0,0,0
Celeribacter baekdonensis,15,0,71,22,19,40,74,25
Celeribacter indicus,21,0,0,22,0,0,0,0
Ketogulonicigenium vulgare,30,20,27,44,115,77,69,76
Ketogulonicigenium robustum,15,0,0,0,0,0,0,0
Octadecabacter arcticus,10,14,0,0,0,0,0,0
Octadecabacter temperatus,10,15,132,27,24,81,90,62
Tritonibacter mobilis,50,68,14,39,0,0,0,0
Pannonibacter phragmitetus,150,205,102,93,92,54,0,0
Roseobacter ponti,22,30,0,15,0,0,0,0
Pseudovibrio sp. FO-BEG1,31,62,65,48,53,51,59,38
Stappia indica,19,0,0,21,0,0,0,0
Yangia pacifica,15,14,16,0,46,23,20,24
Yangia sp. CCB-MM3,11,0,0,0,0,0,0,0
Parasedimentitalea marina <Parasedimentitalea marina>,25,14,0,10,0,0,0,0
Jannaschia sp. CCS1,23,15,0,19,21,17,11,0
Roseivivax sp. THAF30,26,0,15,18,42,13,0,0
Gemmobacter sp. HYN0069,20,0,0,18,54,28,18,23
Rhodobaca barguzinensis,19,14,0,0,0,0,0,0
Tabrizicola piscis,18,42,329,55,70,120,334,146
Pseudohalocynthiibacter aestuariivivens,18,18,15,29,77,46,32,55
Litoreibacter sp. LN3S51,14,13,0,0,0,0,0,0
Thioclava nitratireducens,15,0,0,24,70,45,32,32
Sagittula sp. P11,23,0,0,0,30,16,0,0
Monaibacterium sp. ALG8,15,0,0,0,0,0,0,0
Mameliella alba,15,0,0,0,0,0,0,0
Yoonia vestfoldensis,15,30,359,80,67,131,370,167
Antarctobacter heliothermus,11,0,0,11,0,0,0,0
Planktomarina temperata,10,0,0,0,0,0,0,0
Hyphomonas sp. Mor2,24,13,0,0,0,0,0,0
Hyphomonas neptunium,22,21,0,0,0,0,0,0
Hirschia baltica,32,28,11,23,0,0,0,0
Glycocaulis alkaliphilus,18,20,0,11,0,0,0,0
Maricaulis maris,18,13,28,17,59,23,28,25
Sphingomonas sp. XS-10,21,23,29,24,71,40,31,20
Sphingomonas sp. IC081,30,24,0,35,72,36,31,0
Sphingomonas sp. AAP5,22,24,19,31,38,21,27,17
Sphingomonas sp. YZ-8,14,17,0,10,0,0,0,0
Sphingomonas sp. NBWT7,15,0,0,0,0,0,0,0
Sphingomonas sp. AP4-R1,11,0,0,0,0,0,0,0
Sphingomonas sp. HDW15C,10,24,14,17,0,0,0,0
Sphingomonas sanxanigenens,43,37,0,76,121,119,41,70
Sphingomonas taxi,19,15,23,21,0,0,11,0
Sphingomonas koreensis,31,0,32,45,74,32,45,20
Sphingomonas melonis,43,59,36,36,0,0,0,0
Sphingobium sp. SYK-6,25,14,0,19,0,0,0,0
Sphingobium sp. SCG-1,11,0,25,13,24,32,23,0
Sphingobium yanoikuyae,91,69,68,82,164,110,90,76
Sphingobium cloacae,31,24,0,23,0,0,0,0
Novosphingobium sp. THN1,16,11,0,0,0,0,0,0
Novosphingobium sp. P6W,11,0,0,0,0,0,0,0
Novosphingobium sp. ABRDHK2,14,26,0,0,0,0,0,0
Caenibius tardaugens,35,17,11,17,0,0,0,0
Novosphingobium resinovorum,47,0,0,0,0,0,0,0
Novosphingobium pentaromativorans,34,0,18,27,78,30,28,26
Sphingorhabdus sp. YGSMI21,30,0,0,0,0,0,0,0
Sphingorhabdus sp. M41,24,15,0,24,90,35,28,19
Sphingorhabdus sp. JK6,14,22,29,20,0,12,23,14
Sphingorhabdus lacus,35,24,13,26,49,23,23,13
Sphingopyxis sp. PAMC25046,14,0,0,0,0,0,0,0
Sphingopyxis macrogoltabida,30,17,0,23,17,0,0,0
Zymomonas mobilis,58,58,52,73,113,81,100,124
Parasphingopyxis algicola,21,13,11,26,40,33,18,18
Sandaracinobacter sp. M6,23,0,0,0,0,0,0,0
Tardibacter chloracetimidivorans,45,27,0,32,0,0,0,0
Rhizorhabdus dicambivorans,26,0,0,0,0,0,0,0
Altererythrobacter sp. NS1,19,0,0,22,62,30,44,73
Altererythrobacter sp. BO-6,16,15,0,0,0,0,0,0
Altererythrobacter sp. B11,16,0,0,0,0,0,0,0
Altererythrobacter sp. ZODW24,13,12,12,15,0,0,0,0
Altererythrobacter ishigakiensis,22,31,0,15,0,0,0,0
Altererythrobacter namhicola,17,0,0,0,0,0,0,0
Altererythrobacter atlanticus,26,20,0,0,0,0,0,0
Altererythrobacter epoxidivorans,11,0,0,0,0,0,0,0
Erythrobacter sp. KY5,30,18,0,0,0,0,0,0
Erythrobacter sp. THAF29,13,28,29,39,138,106,46,52
Erythrobacter sp. EB310,12,0,0,0,0,0,0,0
Erythrobacter litoralis,31,41,20,46,73,43,47,64
Porphyrobacter sp. CACIAM 03H1,21,12,0,23,53,14,11,0
Porphyrobacter neustonensis,13,31,293,45,62,141,265,131
Croceicoccus naphthovorans,43,34,0,0,0,0,0,0
Acetobacter persici,36,31,0,19,0,0,0,0
Acetobacter pasteurianus,48,66,0,54,0,0,0,0
Acetobacter orientalis,23,34,18,22,0,0,0,0
Acetobacter aceti,23,23,0,31,0,0,0,0
Acetobacter tropicalis,27,34,0,28,0,0,0,0
Acetobacter ascendens,20,15,83,0,0,0,0,0
Acetobacter ghanensis,10,0,0,0,0,0,0,0
Komagataeibacter oboediens,19,22,151,27,78,94,163,85
Komagataeibacter medellinensis,23,0,0,0,0,0,0,0
Novacetimonas hansenii,15,0,0,16,0,0,0,0
Komagataeibacter xylinus,30,42,36,32,0,0,0,0
Komagataeibacter nataicola,13,19,28,27,0,28,42,0
Gluconobacter oxydans,39,42,0,73,0,0,0,0
Gluconobacter albidus,28,16,262,33,0,0,0,0
Acetobacteraceae bacterium,58,64,284,99,145,206,237,158
Granulibacter bethesdensis,40,42,17,30,0,0,0,0
Neokomagataea tanensis,33,79,308,92,105,173,335,166
Asaia bogorensis,21,28,26,31,37,27,27,17
Bombella sp. KACC 21507,14,0,12,11,0,0,0,0
Gluconacetobacter diazotrophicus,10,12,0,12,0,0,0,0
Azospirillum brasilense,54,0,43,52,83,51,51,45
Azospirillum lipoferum,51,34,0,0,0,0,0,0
Azospirillum sp. TSH100,28,33,36,53,110,82,50,50
Azospirillum ramasamyi,40,58,444,50,46,174,396,158
Azospirillum thiophilum,16,0,0,19,0,0,0,0
Thalassospira marina,28,26,0,28,0,0,0,0
Thalassospira indica,29,47,34,35,0,0,0,0
Thalassospira xiamenensis,20,16,24,0,0,0,17,12
Paramagnetospirillum magneticum,22,29,12,30,67,24,19,21
Rhodospirillum centenum,27,0,0,0,0,0,0,0
Rhodospirillum rubrum,13,0,0,0,0,0,0,0
Indioceanicola profundi,29,20,12,23,15,0,0,0
Haematospirillum jordaniae,25,11,0,0,0,0,0,0
Pararhodospirillum photometricum,23,0,0,10,0,0,0,0
Tistrella mobilis,23,13,0,18,0,0,0,0
Magnetospira sp. QH-2,19,0,0,12,0,0,0,0
Nitrospirillum amazonense,21,0,0,0,0,0,0,0
Hypericibacter adhaerens,13,0,0,0,0,0,0,0
Candidatus Endolissoclinum faulkneri,14,10,0,0,0,0,0,0
Niveispirillum cyanobacteriorum,18,27,0,16,0,0,0,0
Wolbachia endosymbiont of Folsomia candida,16,0,0,0,0,0,0,0
Wolbachia pipientis,45,48,0,39,0,0,0,0
Ehrlichia ruminantium,14,0,0,0,0,0,0,0
Ehrlichia muris,13,0,0,0,0,0,0,0
Ehrlichia chaffeensis,11,0,0,0,0,0,0,0
Anaplasma phagocytophilum,12,12,0,13,0,0,0,0
Rickettsia typhi,22,0,0,0,0,0,0,0
Rickettsia endosymbiont of Bemisia tabaci,47,0,0,0,0,0,0,0
Orientia tsutsugamushi,12,0,0,11,0,0,0,0
Candidatus Midichloria mitochondrii,13,0,0,0,0,0,0,0
Rickettsiales endosymbiont of Stachyamoeba lipophora,13,17,0,11,0,0,0,0
Rickettsiales bacterium Ac37b,10,0,0,0,0,0,0,0
Brevundimonas sp. LM2,28,50,39,83,60,43,36,36
Brevundimonas sp. MF30-B,27,20,0,0,0,0,0,0
Brevundimonas mediterranea,36,0,0,0,0,0,0,0
Brevundimonas naejangsanensis,18,0,0,0,0,0,0,0
Caulobacter vibrioides,39,0,0,28,32,0,0,0
Caulobacter flavus,25,20,12,15,42,33,19,12
Caulobacter sp. K31,12,0,0,0,0,0,0,0
Caulobacter henricii,12,0,52,11,20,28,67,28
Asticcacaulis excentricus,21,23,30,27,40,35,27,32
Phenylobacterium sp. HYN0004,14,0,0,14,0,0,0,0
Caulobacteraceae bacterium OTSz_A_272,12,0,0,0,0,0,0,0
Phreatobacter cathodiphilus,27,30,35,30,117,55,48,39
Phreatobacter stygius,21,14,0,15,0,0,0,0
Candidatus Puniceispirillum marinum,33,31,0,31,0,0,0,0
Micavibrio aeruginosavorus,24,19,22,24,0,0,12,0
Candidatus Pelagibacter sp. RS39,24,14,0,12,0,0,0,0
Candidatus Pelagibacter sp. FZCC0015,19,12,0,0,0,0,0,0
Candidatus Pelagibacter sp. IMCC9063,16,16,0,10,0,0,0,0
Candidatus Pelagibacter giovannonii,15,0,0,0,0,0,0,0
Candidatus Fonsibacter ubiquis,11,0,0,10,0,0,0,0
Emcibacter sp. MEBiC09520,47,19,13,20,44,21,33,58
Emcibacter congregatus,10,17,0,11,0,0,0,0
Candidatus Nesciobacter abundans,23,11,0,13,0,0,0,0
Magnetococcus marinus,16,12,0,13,0,0,0,0
Bdellovibrio sp. KM01,37,14,12,12,0,0,14,0
Bdellovibrio sp. ZAP7,22,14,25,12,0,16,16,11
Bdellovibrio bacteriovorus,63,54,21,42,0,0,0,0
Halobacteriovorax marinus,44,34,17,33,0,0,0,0
Halobacteriovorax sp. BALOs_7,29,14,0,15,0,0,0,0
Bacteriovorax stolpii,22,18,10,0,0,0,0,0
Silvanigrellales bacterium RF1110005,25,14,0,17,0,0,0,0
Silvanigrella aquatica,10,10,0,0,0,0,0,0
Acidithiobacillus caldus,19,11,14,18,17,17,0,0
Acidithiobacillus ferrivorans,16,0,0,0,21,0,0,0
Acidithiobacillus thiooxidans,20,18,107,25,113,239,471,221
Acidithiobacillus ferrooxidans,11,0,0,0,0,0,0,0
Acidithiobacillus ferridurans,11,0,0,0,0,0,0,0
Mariprofundus ferrinatatus,44,24,42,46,53,48,38,59
Mariprofundus aestuarium,18,10,0,0,0,0,0,0
Akkermansia muciniphila,81738,212946,81652,130927,41,67,148,79
Akkermansia glycaniphila,34,17,0,22,11,0,0,0
Luteolibacter sp. G-1-1-1,29,22,0,17,0,12,0,0
Verrucomicrobium spinosum,19,19,0,24,0,0,0,0
Roseimicrobium sp. ORNL1,22,17,20,12,0,12,0,0
Opitutus terrae,48,25,11,17,22,0,0,0
Opitutus sp. GAS368,19,10,0,0,0,0,0,0
Ereboglobus luteus,37,20,0,24,0,0,0,0
Nibricoccus aquaticus,25,13,10,15,0,0,0,0
Lacunisphaera limnophila,17,0,0,0,0,0,0,0
Opitutaceae bacterium TAV5,16,23,59,23,42,35,42,31
Coraliomargarita akajimensis,14,17,0,12,0,0,0,0
Verrucomicrobia bacterium S94,33,24,11,21,0,0,0,0
Methylacidiphilum kamchatkense,17,0,0,0,0,0,0,0
Planctomycetes bacterium Mal4,33,21,0,13,0,0,0,0
Planctomycetes bacterium MalM25,29,45,25,35,109,78,53,43
Planctomycetes bacterium KS4,28,24,80,30,12,33,75,35
Planctomycetes bacterium Pan241w,31,97,416,130,214,250,364,213
Planctomycetes bacterium K22_7,27,37,27,19,0,0,28,12
Planctomycetes bacterium Pla110,25,25,11,16,0,0,0,0
Planctomycetes bacterium Mal48,22,17,0,0,0,0,0,0
Planctomycetes bacterium V22,21,32,307,58,63,163,299,154
Planctomycetes bacterium ETA_A8,19,0,0,10,0,0,0,0
Planctomycetes bacterium Pan181,18,10,52,13,13,19,46,25
Planctomycetes bacterium ETA_A1,18,14,14,16,0,0,0,0
Planctomycetes bacterium Q31a,18,17,0,0,0,0,0,0
Planctomycetes bacterium Poly24,28,26,0,0,0,0,0,0
Planctomycetes bacterium Pan216,16,12,0,13,0,0,0,0
Planctomycetes bacterium SRT547,15,24,40,13,0,17,28,16
Planctomycetes bacterium Pan161,18,49,14,24,0,0,0,0
Planctomycetes bacterium EC9,29,0,0,48,0,0,0,0
Planctomycetes bacterium Enr17,16,0,0,0,0,0,0,0
Planctomycetes bacterium Pla163,14,0,15,13,45,35,19,14
Planctomycetes bacterium Pla85_3_4,14,16,11,14,0,0,23,0
Planctomycetes bacterium,12,15,16,0,31,15,14,10
Planctomycetes bacterium K23_9,12,18,0,0,0,0,0,0
Planctomycetes bacterium TBK1r,12,0,0,0,0,0,0,0
Planctomycetes bacterium ElP,11,0,0,0,0,0,0,0
Planctomycetes bacterium HG66A1,87,0,0,0,0,0,0,0
Planctomycetes bacterium V202,17,0,0,0,0,0,0,0
Planctomycetes bacterium Pla175,10,17,0,20,0,0,0,0
Planctomyces sp. SH-PL62,21,16,0,24,58,23,27,16
Planctomyces sp. SH-PL14,14,13,10,19,22,13,15,12
Rubinisphaera brasiliensis,29,17,20,19,30,23,16,19
Fuerstia marisgermanicae,20,18,0,14,0,0,0,0
Alienimonas californiensis,16,0,0,15,0,12,0,0
Crateriforma conspicua,14,47,249,61,58,135,253,126
Gimesia sp. E7,46,0,0,0,0,0,0,0
Bremerella volcania,12,11,15,18,55,33,25,46
Planctomycetales bacterium 10988,17,29,0,19,0,0,0,0
Roseimaritima ulvae,26,45,25,22,0,0,0,0
Mariniblastus fucicola,20,16,0,15,0,0,0,0
Pirellula staleyi,11,13,31,26,50,26,27,35
Lacipirellula parvula,13,0,0,0,0,0,0,0
Bythopirellula goksoyri,12,21,0,0,0,0,0,0
Thermogutta terrifontis,10,13,26,16,0,16,27,0
Gemmata obscuriglobus,31,13,10,14,15,0,0,0
Limnoglobus roseus,21,11,0,0,0,0,0,0
Tuwongella immobilis,19,25,18,10,0,0,0,0
Isosphaera pallida,19,29,222,47,34,129,216,118
Aquisphaera giovannonii,11,11,11,23,50,32,32,24
Sedimentisphaera cyanobacteriorum,27,50,22,31,0,0,0,0
Sedimentisphaera salicampi,18,18,0,17,0,0,0,0
Limihaloglobus sulfuriphilus,33,36,55,33,0,20,36,13
Anaerohalosphaera lusitana,26,25,0,21,21,15,11,23
Phycisphaera mikurensis,10,0,0,0,0,0,0,0
Candidatus Kuenenia stuttgartensis,32,44,70,28,13,26,47,19
Candidatus Protochlamydia naegleriophila,20,17,0,13,0,0,0,0
Parachlamydia acanthamoebae,22,0,0,11,0,0,0,0
Victivallales bacterium CCUG 44730,85,83,221,112,194,205,257,179
Kiritimatiellaeota bacterium S-5007,45,40,22,37,0,0,0,0
Kiritimatiella glycovorans,22,0,0,0,0,0,0,0
Fusobacterium nucleatum,326,177,92,167,64,66,87,85
Fusobacterium ulcerans,191,148,55,101,0,0,0,0
Fusobacterium varium,174,152,62,106,0,0,19,0
Fusobacterium mortiferum,88,70,44,56,0,0,16,0
Fusobacterium necrophorum,85,104,42,90,34,23,16,23
Fusobacterium gonidiaformans,77,75,33,41,0,0,0,0
Fusobacterium pseudoperiodonticum,98,77,34,53,0,0,0,0
Fusobacterium hwasookii,81,74,29,47,0,0,0,0
Fusobacterium sp. oral taxon 203,23,40,0,19,0,0,0,0
Ilyobacter polytropus,73,91,47,61,0,0,0,0
Leptotrichia sp. oral taxon 212,138,141,345,140,103,187,315,180
Leptotrichia sp. oral taxon 847,57,65,282,92,84,128,244,143
Leptotrichia sp. oral taxon 498,28,38,0,32,0,0,0,0
Leptotrichia trevisanii,110,67,21,58,0,0,0,0
Leptotrichia wadei,80,73,96,68,45,48,80,47
Leptotrichia shahii,57,77,22,39,0,0,0,0
Leptotrichia hofstadii,45,32,0,26,0,0,0,0
Leptotrichia buccalis,41,51,15,27,0,0,0,0
Leptotrichia hongkongensis,34,31,12,27,0,0,0,0
Sebaldella termitidis,131,141,98,133,63,62,48,34
Pseudoleptotrichia goodfellowii,73,62,38,39,0,0,0,0
Streptobacillus moniliformis,53,49,19,35,0,0,0,0
Sneathia vaginalis,32,19,11,14,0,0,0,0
Treponema succinifaciens,148,146,94,155,178,156,116,171
Treponema brennaborense,81,83,240,110,87,104,209,119
Treponema denticola,92,86,87,59,42,43,58,48
Treponema pedis,78,74,45,53,60,37,32,38
Treponema vincentii,38,0,0,24,0,0,0,0
Treponema sp. OMZ 838,32,58,42,52,112,74,31,101
Treponema phagedenis,54,51,25,41,51,37,38,36
Gracilinema caldarium,36,41,27,27,0,0,11,0
Leadbettera azotonutricia,35,20,16,21,33,10,0,0
Treponema socranskii,33,58,34,35,27,25,29,21
Treponema primitia,24,41,11,24,0,0,0,0
Treponema putidum,19,44,223,74,65,127,220,113
Sphaerochaeta pleomorpha,56,56,95,66,15,39,71,47
Parasphaerochaeta coccoides,42,35,26,29,0,10,13,0
Sphaerochaeta globosa,38,25,12,26,0,0,0,0
Spirochaeta perfilievii,51,48,21,47,0,0,13,0
Spirochaeta africana,48,40,35,64,143,109,61,87
Spirochaeta thermophila,33,13,12,13,0,0,0,0
Oceanispirochaeta sp. K2,55,102,281,94,57,133,228,139
Sediminispirochaeta smaragdinae,49,50,156,64,41,82,164,87
Salinispira pacifica,20,24,37,11,0,17,29,12
Borrelia turcica,24,0,0,0,0,0,0,0
Borrelia miyamotoi,17,29,0,0,0,0,0,0
Brachyspira hyodysenteriae,94,71,20,68,0,0,0,0
Brachyspira pilosicoli,67,54,74,48,75,62,88,53
Brachyspira hampsonii,75,79,36,52,0,0,0,0
Brachyspira murdochii,62,53,29,60,0,0,0,0
Brachyspira intermedia,44,37,0,24,0,0,0,0
Leptospira interrogans,26,43,266,65,54,102,240,102
Leptospira santarosai,27,37,0,28,20,13,0,0
Leptospira tipperaryensis,20,18,0,10,0,0,0,0
Leptospira borgpetersenii,17,13,0,0,0,0,0,0
Leptospira biflexa,14,13,0,0,0,0,0,0
Leptospira weilii,18,13,0,16,0,0,0,0
Leptospira mayottensis,18,19,0,13,0,0,0,0
Leptospira kmetyi,12,26,12,17,0,0,0,0
Thermosipho melanesiensis,27,27,0,11,0,0,0,0
Thermosipho africanus,12,0,0,0,0,0,0,0
Fervidobacterium pennivorans,44,65,36,34,0,0,0,0
Fervidobacterium nodosum,23,0,0,17,0,0,0,0
Thermotoga caldifontis,45,87,405,102,110,183,0,0
Pseudothermotoga thermarum,26,19,0,0,0,0,0,0
Marinitoga piezophila,45,63,0,31,0,0,0,0
Petrotoga mobilis,17,16,0,0,0,0,0,0
Defluviitoga tunisiensis,23,19,0,14,0,0,0,0
Mesotoga infera,17,25,0,12,0,0,0,0
Mesotoga prima,11,14,11,0,0,0,0,0
Kosmotoga pacifica,15,10,0,0,0,0,0,0
Kosmotoga olearia,10,23,13,14,0,0,0,0
Athalassotoga saccharophila,14,16,0,13,0,0,0,0
Terriglobus roseus,37,47,0,38,0,0,0,0
Terriglobus albidus,25,43,25,34,0,0,0,0
Terriglobus saanensis,12,0,0,0,0,0,0,0
Granulicella sp. 5B5,13,0,0,0,20,0,0,0
Granulicella sp. WH15,12,0,22,0,0,11,16,0
Granulicella mallensis,23,12,0,0,0,0,0,0
Granulicella tundricola,17,16,0,13,0,0,0,0
Acidisarcina polymorpha,28,41,39,30,27,23,27,26
Acidobacterium capsulatum,23,32,33,22,0,0,14,0
Edaphobacter sp. 12200R-103,18,25,0,12,13,0,0,0
Candidatus Solibacter usitatus,50,40,17,20,0,0,0,0
Luteitalea pratensis,20,13,0,0,0,0,0,0
Cloacibacillus porcorum,77,70,24,43,0,0,0,0
Thermanaerovibrio velox,20,12,16,14,0,0,15,0
Aminomonas paucivorans,18,17,14,15,36,21,15,21
Jonquetella anthropi,18,0,0,0,0,0,0,0
Acetomicrobium mobile,12,26,0,13,0,0,0,0
Aminobacterium colombiense,11,19,11,0,0,0,0,0
Thermovirga lienii,11,0,0,0,0,0,0,0
Nitrospira moscoviensis,17,13,0,18,20,11,0,10
Nitrospira sp. KM1,15,12,0,0,0,0,0,0
Candidatus Nitrospira inopinata,14,17,0,10,0,0,0,0
Nitrospira defluvii,12,0,0,0,0,0,0,0
Nitrospira japonica,11,0,0,0,0,0,0,0
Thermodesulfovibrio yellowstonii,53,40,18,31,0,0,0,0
Thermocrinis albus,20,42,301,75,115,175,316,172
Aquifex aeolicus,15,28,18,17,0,0,0,0
Sulfurihydrogenibium sp. YO3AOP1,15,15,0,13,0,0,0,0
Sulfurihydrogenibium azorense,13,16,11,0,0,0,0,0
Persephonella marina,14,11,0,0,0,0,0,0
Desulfurobacterium thermolithotrophum,27,16,13,13,0,0,0,0
Thermovibrio ammonificans,16,0,0,0,0,0,0,0
Denitrovibrio acetiphilus,30,23,14,44,33,28,15,34
Calditerrivibrio nitroreducens,30,79,45,40,0,11,10,0
Geovibrio thiophilus,26,23,34,18,0,10,21,0
Deferribacter desulfuricans,25,23,0,15,0,0,0,0
Flexistipes sinusarabici,11,12,0,0,0,0,0,0
Candidatus Saccharibacteria bacterium oral taxon 488,40,57,45,54,59,45,47,26
Candidatus Gracilibacteria bacterium HOT-871,21,0,0,0,0,0,0,0
Vampirococcus sp. LiM,16,23,0,0,0,0,0,0
Thermodesulfobacterium commune,28,24,0,13,0,0,0,0
Thermodesulfobacterium geofontis,12,10,0,20,10,10,0,16
Thermodesulfatator indicus,21,22,11,10,0,0,0,0
Caldimicrobium thiodismutans,14,23,11,0,0,0,0,0
bacterium BFN5,79,75,23,36,0,0,0,0
Dictyoglomus thermophilum,39,24,0,23,0,0,0,0
Dictyoglomus turgidum,25,20,11,20,0,0,0,0
Caldithrix abyssi,47,44,162,50,76,106,146,130
Endomicrobium proavitum,18,0,0,12,0,0,0,0
Desulfurispirillum indicum,11,10,118,29,38,49,126,52
Methanobrevibacter smithii,52370,69016,26514,42478,0,0,0,0
Methanobrevibacter sp. YE315,27,18,0,27,0,0,0,0
Methanobrevibacter sp. AbM4,17,17,0,18,0,0,0,0
Methanobrevibacter olleyae,21,22,12,25,0,0,0,0
Methanobrevibacter millerae,17,14,0,14,0,0,0,0
Methanobrevibacter ruminantium,17,20,13,18,0,0,0,0
Methanosphaera stadtmanae,51,35,0,21,0,0,0,0
Methanosphaera sp. BMS,25,18,12,12,20,17,10,23
Methanobacterium lacus,24,13,0,17,0,0,0,0
Methanobacterium paludis,17,43,18,23,0,0,0,0
Methanococcus maripaludis,46,52,21,29,0,0,0,0
Methanococcus aeolicus,13,14,0,12,0,0,0,0
Methanococcus vannielii,13,22,0,14,17,0,11,0
Methanocaldococcus sp. FS406-22,17,0,0,0,0,0,0,0
Methanosarcina sp. Kolksee,57,46,0,29,0,0,0,0
Methanosarcina sp. MTP4,19,0,20,0,0,0,17,0
Methanosarcina barkeri,33,40,0,26,0,0,0,0
Methanosarcina horonobensis,30,16,0,11,0,0,0,0
Methanosarcina acetivorans,23,26,0,0,0,0,0,0
Methanosarcina mazei,18,17,0,12,0,0,0,0
Methanosarcina lacustris,17,20,32,28,0,0,0,0
Methanosarcina siciliae,15,18,25,26,0,0,19,0
Methanosarcina thermophila,11,0,0,0,0,0,0,0
Methanohalophilus portucalensis,16,23,0,0,0,0,0,0
Methanohalophilus mahii,11,0,0,0,0,0,0,0
Methanococcoides burtonii,25,26,13,25,0,0,0,0
Methanococcoides methylutens,10,10,11,13,65,34,16,40
Methanosalsum zhilinae,22,33,21,22,52,31,26,35
Methanomethylovorans hollandica,19,0,17,10,0,11,26,0
Methanolobus zinderi,12,13,0,0,0,0,0,0
Methanothrix soehngenii,14,25,0,15,0,0,0,0
Methanoplanus limicola,27,58,300,65,55,134,295,148
Methanoculleus marisnigri,17,27,0,17,0,0,0,0
Methanoregula boonei,30,30,229,50,43,115,277,127
Methanocorpusculum labreanum,28,50,331,86,70,171,304,140
Methanospirillum hungatei,27,15,0,13,0,0,0,0
Halomicrobium mukohataei,15,0,0,0,0,0,0,0
Halorussus sp. ZS-3,21,0,0,0,0,0,0,0
Haloferax mediterranei,19,0,0,0,0,0,0,0
Haloquadratum walsbyi,19,0,0,0,0,0,0,0
Salinarchaeum sp. Harcht-Bsk1,12,0,0,0,0,0,0,0
Natronobacterium lacisalsi,16,0,0,0,0,0,0,0
Halopiger xanaduensis,15,0,0,24,49,56,20,22
Natronorubrum aibiense,15,19,0,14,0,0,0,0
Thermococcus barophilus,27,38,82,27,42,40,52,102
Thermococcus sibiricus,15,0,0,0,0,0,0,0
Thermococcus gorgonarius,16,0,0,0,0,0,18,0
