"full_sample_name","pipeline","TP","precision","recall","F1","abundance_threshold"
"healthy_stool_100_1_100k_err","Centrifuge",36.5901660225085,0.017875020040307,0.365901660225085,0.0340849241010792,0
"healthy_stool_100_1_100k_err","Ground Truth",100,1,1,1,0
"healthy_stool_100_1_100k_err","Kraken2",51.6580037297543,0.0468340922300583,0.516580037297543,0.0858819679630163,0
"healthy_stool_100_1_100k_err","MetaScope",72.8087798177037,0.457916854199394,0.728087798177037,0.562229959982268,0
"healthy_stool_100_1_100k_err","MetaScope Blast",61.757743069883,0.333825638215584,0.61757743069883,0.433387670665846,0
"healthy_stool_100_1_100k_err","MetaScope Priors",72.8107481915048,0.360449248472796,0.728107481915048,0.482190385374204,0
"healthy_stool_100_1_100k_err","PathoScope2",31.7308698059493,0.906596280169979,0.317308698059493,0.470086960088137,0
"healthy_stool_100_1_100k_err","mOTUs",16.7774100367826,0.671096401471303,0.167774100367826,0.268438560588521,0
"healthy_stool_100_1_100k_noerr","Bracken",51.5119363107024,0.415418841215342,0.515119363107024,0.459928002774128,0
"healthy_stool_100_1_100k_noerr","Centrifuge",36.5586244558832,0.0183067723865214,0.365586244558832,0.0348675483604036,0
"healthy_stool_100_1_100k_noerr","Ground Truth",100,1,1,1,0
"healthy_stool_100_1_100k_noerr","Kraken2",51.6590762035722,0.0358246020829211,0.516590762035723,0.0670026928710405,0
"healthy_stool_100_1_100k_noerr","MetaScope",72.8006652930302,0.441216153291092,0.728006652930302,0.549438983343624,0
"healthy_stool_100_1_100k_noerr","MetaScope Blast",59.75643688625,0.339525209580966,0.5975643688625,0.433017658596015,0
"healthy_stool_100_1_100k_noerr","MetaScope Priors",72.8008335204089,0.371432824083719,0.728008335204089,0.491897523786547,0
"healthy_stool_100_1_100k_noerr","PathoScope2",29.7352023358295,0.87456477458322,0.297352023358295,0.443808990087007,0
"healthy_stool_100_1_100k_noerr","mOTUs",16.8005895910416,0.700024566293401,0.168005895910416,0.270977251468413,0
"healthy_stool_100_1_10mil_err","Bracken",51.5560996543408,0.023286404541256,0.515560996543408,0.0445601552760076,0
"healthy_stool_100_1_10mil_err","Centrifuge",36.583263895121,0.0101142559842745,0.36583263895121,0.019684295881152,0
"healthy_stool_100_1_10mil_err","Ground Truth",100,1,1,1,0
"healthy_stool_100_1_10mil_err","Kraken2",51.6579604471411,0.00948026435073245,0.516579604471411,0.018618835987436,0
"healthy_stool_100_1_10mil_err","MetaScope",71.8089477693896,0.173033609082866,0.718089477693896,0.278869700075299,0
"healthy_stool_100_1_10mil_err","MetaScope Blast",61.7643935922854,0.124274433787295,0.617643935922854,0.206915891431442,0
"healthy_stool_100_1_10mil_err","MetaScope Priors",72.8087885562595,0.141376288458756,0.728087885562595,0.236776548150438,0
"healthy_stool_100_1_10mil_err","PathoScope2",34.7261477954064,0.938544535010984,0.347261477954064,0.506951062706663,0
"healthy_stool_100_1_10mil_err","mOTUs",75.806628966425,0.773537030269643,0.75806628966425,0.765723524913384,0
